FD_PK,PSA,PARK,FQ,SCORE
169,PSA2,VICTORIA MANALO DRAVES PARK,FY09Q3,1
177,PSA3,VISITACION VALLEY GREENWAY,FY09Q3,0.95833
27,PSA3,VISITACION VALLEY PLAYGROUND,FY09Q3,1
4,PSA5,WALTER HAAS PLAYGROUND,FY09Q3,1
147,PSA1,WASHINGTON SQUARE,FY09Q3,0.93548
144,PSA1,WASHINGTON/HYDE MINI PARK,FY09Q3,0.90625
68,PSA4,WEST PORTAL PLAYGROUND,FY09Q3,1
91,PSA4,WEST SUNSET PLAYGROUND,FY09Q3,0.87739
139,PSA1,WILLIE WOO WOO WONG PLAYGROUND,FY09Q3,0.9071
170,PSA1,WOH HEI YUEN PARK,FY09Q3,1
112,PSA1,YACHT HARBOR AND MARINA GREEN,FY09Q3,0.85366
45,PSA3,YOUNGBLOOD COLEMAN PLAYGROUND,FY09Q3,0.92222
156,PSA1,10TH AVE/CLEMENT MINI PARK,FY09Q4,0.97143
51,PSA6,24TH/YORK MINI PARK,FY09Q4,0.94286
194,PSA5,29TH/DIAMOND OPEN SPACE,FY09Q4,1
46,PSA3,ADAM ROGERS PARK,FY09Q4,0.78378
117,PSA2,ALAMO SQUARE,FY09Q4,0.98824
25,PSA3,ALICE CHALMERS PLAYGROUND,FY09Q4,0.85294
151,PSA1,ALICE MARBLE TENNIS COURTS,FY09Q4,1
62,PSA6,ALIOTO MINI PARK,FY09Q4,0.91011
131,PSA1,ALLYNE PARK,FY09Q4,1
129,PSA1,ALTA PLAZA,FY09Q4,0.88038
105,PSA1,ANGELO J. ROSSI PLAYGROUND,FY09Q4,0.9375
65,PSA4,APTOS PLAYGROUND,FY09Q4,0.95082
97,PSA1,ARGONNE PLAYGROUND,FY09Q4,0.92405
66,PSA5,BALBOA PARK,FY09Q4,0.97531
38,PSA3,BAY VIEW PLAYGROUND,FY09Q4,0.64706
106,PSA2,BEIDEMAN/O'FARRELL MINI PARK,FY09Q4,0.96875
33,PSA6,BERNAL HEIGHTS RECREATION CENTER,FY09Q4,0.90769
203,PSA1,BROADWAY TUNNEL WEST MINI PARK,FY09Q4,0.89744
18,PSA4,BROOKS PARK,FY09Q4,0.86207
160,PSA4,BROTHERHOOD/CHESTER MINI PARK,FY09Q4,0.90909
121,PSA2,BUCHANAN STREET MALL,FY09Q4,0.87179
81,PSA5,BUENA VISTA PARK,FY09Q4,0.78378
108,PSA2,BUSH/BRODERICK MINI PARK,FY09Q4,1
95,PSA1,CABRILLO PLAYGROUND,FY09Q4,0.92
86,PSA4,CARL LARSEN PARK,FY09Q4,0.73494
15,PSA3,CAYUGA PLAYGROUND,FY09Q4,0.82353
159,PSA5,CAYUGA/LAMARTINE MINI PARK,FY09Q4,0.75
140,PSA1,CHINESE RECREATION CENTER,FY09Q4,0.89231
34,PSA6,COLERIDGE MINI PARK,FY09Q4,1
137,PSA1,COLLIS P. HUNTINGTON PARK,FY09Q4,1
80,PSA5,CORONA HEIGHTS,FY09Q4,0.75862
199,PSA6,COSO/PRECITA MINI PARK,FY09Q4,0.875
127,PSA2,COTTAGE ROW MINI PARK,FY09Q4,0.9375
110,PSA1,COW HOLLOW PLAYGROUND,FY09Q4,1
164,PSA3,CROCKER AMAZON PLAYGROUND,FY09Q4,0.98857
181,PSA5,DIAMOND/FARNUM OPEN SPACE,FY09Q4,1
8,PSA5,DOUGLASS PLAYGROUND,FY09Q4,0.89888
113,PSA6,DUBOCE PARK,FY09Q4,0.8913
98,PSA1,DUPONT COURTS,FY09Q4,0.68831
193,PSA2,ESPRIT PARK,FY09Q4,0.90625
75,PSA5,EUREKA VALLEY REC CENTER,FY09Q4,0.94118
6,PSA5,EVERSON/DIGBY LOTS,FY09Q4,1
29,PSA3,EXCELSIOR PLAYGROUND,FY09Q4,1
134,PSA2,FATHER ALFRED E. BOEDDEKER PARK,FY09Q4,0.89474
184,PSA1,FAY PARK,FY09Q4,0.88679
182,PSA2,FILLMORE/TURK MINI PARK,FY09Q4,0.92647
55,PSA2,FRANKLIN SQUARE,FY09Q4,0.83929
96,PSA1,FULTON PLAYGROUND,FY09Q4,0.975
24,PSA6,GARFIELD SQUARE,FY09Q4,0.84158
57,PSA2,GENE FRIEND REC CENTER,FY09Q4,0.98485
7,PSA5,GEORGE CHRISTOPHER PLAYGROUND,FY09Q4,0.92568
44,PSA3,GILMAN PLAYGROUND,FY09Q4,0.78571
1,PSA5,GLEN PARK,FY09Q4,0.95146
89,PSA4,GOLDEN GATE HEIGHTS PARK,FY09Q4,0.97959
94,GGP,GOLDEN GATE PARK,FY09Q4,0.87565
120,PSA2,GOLDEN GATE/STEINER MINI PARK,FY09Q4,0.7963
104,PSA2,GRATTAN PLAYGROUND,FY09Q4,0.98936
116,PSA2,HAYES VALLEY PLAYGROUND,FY09Q4,0.82292
196,PSA4,HEAD/BROTHERHOOD MINI PARK,FY09Q4,0.72222
130,PSA1,HELEN WILLS PLAYGROUND,FY09Q4,1
137671,PSA3,HERZ PLAYGROUND,FY09Q4,0.98837
47,PSA3,HILLTOP PARK,FY09Q4,0.68293
32,PSA6,HOLLY PARK,FY09Q4,0.94382
146,PSA1,HYDE/VALLEJO MINI PARK,FY09Q4,1
145,PSA1,INA COOLBRITH MINI PARK,FY09Q4,0.82759
48,PSA3,INDIA BASIN SHORELINE PARK,FY09Q4,1
90,PSA4,J. P. MURPHY PLAYGROUND,FY09Q4,0.93814
54,PSA2,JACKSON PLAYGROUND,FY09Q4,0.94175
50,PSA6,JAMES ROLPH JR PLAYGROUND,FY09Q4,1
126,PSA2,JAPANTOWN PEACE PLAZA,FY09Q4,1
122,PSA2,JEFFERSON SQUARE,FY09Q4,0.95455
150,PSA1,JOE DIMAGGIO PLAYGROUND,FY09Q4,0.94444
28,PSA3,JOHN MCLAREN PARK,FY09Q4,0.73839
158,PSA5,JOOST/BADEN MINI PARK,FY09Q4,0.92
60,PSA6,JOSE CORONADO PLAYGROUND,FY09Q4,0.84252
154,PSA1,JOSEPH CONRAD MINI PARK,FY09Q4,0.86486
118,PSA2,JOSEPH L. ALIOTO PERFORMING ARTS PIAZZA,FY09Q4,0.93878
40,PSA3,JOSEPH LEE RECREATION CENTER,FY09Q4,0.95652
166,PSA1,JULIUS KAHN PLAYGROUND,FY09Q4,0.97521
13,PSA4,JUNIPERO SERRA PLAYGROUND,FY09Q4,0.95604
23,PSA6,JURI COMMONS,FY09Q4,1
138,PSA1,JUSTIN HERMAN/EMBARCADERO PLAZA,FY09Q4,0.98
26,PSA3,KELLOCH VELASCO MINI PARK,FY09Q4,1
191,PSA6,KID POWER PARK,FY09Q4,0.95556
115,PSA2,KOSHLAND PARK,FY09Q4,0.88462
128,PSA1,LAFAYETTE PARK,FY09Q4,0.98925
10,PSA4,LAKE MERCED PARK,FY09Q4,0.87671
107,PSA1,LAUREL HILL PLAYGROUND,FY09Q4,1
14,PSA3,LESSING/SEARS MINI PARK,FY09Q4,0.88095
103,PSA1,LINCOLN PARK,FY09Q4,0.71084
42,PSA3,LITTLE HOLLYWOOD PARK,FY09Q4,0.80769
137665,PSA3,LOUIS SUTTER PLAYGROUND,FY09Q4,0.70796
163,GGP,LOWER GREAT HIGHWAY,FY09Q4,0.85965
119,PSA2,MARGARET S HAYWARD PLAYGROUND,FY09Q4,0.95745
142,PSA1,MARITIME PLAZA,FY09Q4,1
88,PSA4,MCCOPPIN SQUARE,FY09Q4,0.92537
53,PSA2,MCKINLEY SQUARE,FY09Q4,0.91228
17,PSA4,MERCED HEIGHTS PLAYGROUND,FY09Q4,0.97015
19,PSA4,MINNIE & LOVIE WARD REC CENTER,FY09Q4,0.51807
70,PSA5,MIRALOMA PLAYGROUND,FY09Q4,0.7957
63,PSA6,MISSION DOLORES PARK,FY09Q4,0.84211
61,PSA6,MISSION PLAYGROUND,FY09Q4,0.90361
59,PSA6,MISSION REC CENTER,FY09Q4,0.9209
132,PSA1,MOSCONE RECREATION CENTER,FY09Q4,0.96707
102,PSA1,MOUNTAIN LAKE PARK,FY09Q4,0.97872
78,PSA5,MT OLYMPUS,FY09Q4,0.86842
176,PSA6,MULLEN/PERALTA MINI PARK,FY09Q4,0.94118
155,PSA1,MURIEL LEFF MINI PARK,FY09Q4,0.88889
72,PSA5,NOE VALLEY COURTS,FY09Q4,0.87273
114,PSA2,PAGE/LAGUNA MINI PARK,FY09Q4,0.89655
111,PSA1,PALACE OF FINE ARTS,FY09Q4,0.80357
30,PSA3,PALEGA RECREATION CENTER,FY09Q4,0.96809
188,PSA3,PALOU/PHELPS PARK,FY09Q4,0.56667
101,PSA1,PARK PRESIDIO BLVD,FY09Q4,0.80702
84,PSA4,PARKSIDE SQUARE,FY09Q4,0.93258
187,PSA6,PARQUE NINOS UNIDOS,FY09Q4,0.93506
59481,PSA2,PATRICIAS GREEN IN HAYES VALLEY,FY09Q4,1
195,PSA5,PEIXOTTO PLAYGROUND,FY09Q4,0.8
82,PSA4,PINE LAKE PARK,FY09Q4,0.98
37264,PSA5,PORTOLA OPEN SPACE,FY09Q4,1
141,PSA1,PORTSMOUTH SQUARE,FY09Q4,0.59155
49,PSA6,POTRERO DEL SOL PARK,FY09Q4,0.86765
52,PSA2,POTRERO HILL RECREATION CENTER,FY09Q4,0.86957
37,PSA6,PRECITA PARK,FY09Q4,0.96429
201,PSA6,PRENTISS MINI PARK,FY09Q4,0.93333
109,PSA1,PRESIDIO HEIGHTS PLAYGROUND,FY09Q4,0.91781
16,PSA4,RANDOLPH/BRIGHT MINI PARK,FY09Q4,0.84906
124,PSA2,RAYMOND KIMBELL PLAYGROUND,FY09Q4,0.74242
100,PSA1,RICHMOND PLAYGROUND,FY09Q4,0.97561
172,PSA1,RICHMOND RECREATION CENTER,FY09Q4,0.95082
189,PSA3,RIDGETOP PLAZA,FY09Q4,0.65714
99,PSA1,ROCHAMBEAU PLAYGROUND,FY09Q4,0.91667
9,PSA4,ROLPH NICOL PLAYGROUND,FY09Q4,0.68293
107857,PSA5,ROOSEVELT/HENRY STEPS,FY09Q4,0.975
79,PSA5,SATURN STREET STEPS,FY09Q4,0.94444
157,PSA3,SELBY/PALOU MINI PARK,FY09Q4,0.64865
73,PSA5,SEWARD MINI PARK,FY09Q4,0.78947
123,PSA2,SGT. JOHN MACAULAY PARK,FY09Q4,0.75862
83,PSA4,SIGMUND STERN RECREATION GROVE,FY09Q4,0.91597
39,PSA3,SILVER TERRACE PLAYGROUND,FY09Q4,0.85393
56,PSA2,SOUTH PARK,FY09Q4,1
85,PSA4,SOUTH SUNSET PLAYGROUND,FY09Q4,0.90991
31,PSA6,ST MARY'S REC CENTER,FY09Q4,0.97938
136,PSA1,ST MARY'S SQUARE,FY09Q4,0.98592
200,PSA5,STATES STREET PLAYGROUND,FY09Q4,0.98913
143,PSA1,SUE BIERMAN PARK,FY09Q4,0.86111
67,PSA5,SUNNYSIDE PLAYGROUND,FY09Q4,0.9881
93,PSA4,SUNSET PLAYGROUND,FY09Q4,1
149,PSA1,TELEGRAPH HILL/PIONEER PARK,FY09Q4,0.97619
168,PSA2,TENDERLOIN CHILDREN'S REC CENTER,FY09Q4,0.93043
197,PSA5,TOPAZ OPEN SPACE,FY09Q4,1
192,PSA2,TURK/HYDE MINI PARK,FY09Q4,0.93617
135,PSA2,UNION SQUARE,FY09Q4,1
22,PSA5,UPPER NOE RECREATION CENTER,FY09Q4,0.94444
202,PSA2,UTAH/18TH MINI PARK,FY09Q4,0.86538
169,PSA2,VICTORIA MANALO DRAVES PARK,FY09Q4,1
177,PSA3,VISITACION VALLEY GREENWAY,FY09Q4,0.94495
27,PSA3,VISITACION VALLEY PLAYGROUND,FY09Q4,0.9875
4,PSA5,WALTER HAAS PLAYGROUND,FY09Q4,0.85366
147,PSA1,WASHINGTON SQUARE,FY09Q4,0.77632
144,PSA1,WASHINGTON/HYDE MINI PARK,FY09Q4,0.98592
68,PSA4,WEST PORTAL PLAYGROUND,FY09Q4,0.68657
91,PSA4,WEST SUNSET PLAYGROUND,FY09Q4,0.81081
139,PSA1,WILLIE WOO WOO WONG PLAYGROUND,FY09Q4,0.85366
170,PSA1,WOH HEI YUEN PARK,FY09Q4,0.94366
112,PSA1,YACHT HARBOR AND MARINA GREEN,FY09Q4,0.91549
45,PSA3,YOUNGBLOOD COLEMAN PLAYGROUND,FY09Q4,0.97802
156,PSA1,10TH AVE/CLEMENT MINI PARK,FY10Q1,1
51,PSA6,24TH/YORK MINI PARK,FY10Q1,1
194,PSA5,29TH/DIAMOND OPEN SPACE,FY10Q1,0.83333
46,PSA3,ADAM ROGERS PARK,FY10Q1,0.9
117,PSA2,ALAMO SQUARE,FY10Q1,0.90805
25,PSA3,ALICE CHALMERS PLAYGROUND,FY10Q1,0.9434
151,PSA1,ALICE MARBLE TENNIS COURTS,FY10Q1,1
62,PSA6,ALIOTO MINI PARK,FY10Q1,0.92157
131,PSA1,ALLYNE PARK,FY10Q1,0.96667
129,PSA1,ALTA PLAZA,FY10Q1,0.97959
105,PSA1,ANGELO J. ROSSI PLAYGROUND,FY10Q1,0.97309
65,PSA4,APTOS PLAYGROUND,FY10Q1,0.79661
97,PSA1,ARGONNE PLAYGROUND,FY10Q1,0.9759
66,PSA5,BALBOA PARK,FY10Q1,0.91613
38,PSA3,BAY VIEW PLAYGROUND,FY10Q1,0.71429
106,PSA2,BEIDEMAN/O'FARRELL MINI PARK,FY10Q1,0.77193
33,PSA6,BERNAL HEIGHTS RECREATION CENTER,FY10Q1,0.98438
203,PSA1,BROADWAY TUNNEL WEST MINI PARK,FY10Q1,0.74074
18,PSA4,BROOKS PARK,FY10Q1,0.95
160,PSA4,BROTHERHOOD/CHESTER MINI PARK,FY10Q1,1
121,PSA2,BUCHANAN STREET MALL,FY10Q1,0.89286
81,PSA5,BUENA VISTA PARK,FY10Q1,0.84211
108,PSA2,BUSH/BRODERICK MINI PARK,FY10Q1,1
95,PSA1,CABRILLO PLAYGROUND,FY10Q1,1
86,PSA4,CARL LARSEN PARK,FY10Q1,0.96471
15,PSA3,CAYUGA PLAYGROUND,FY10Q1,1
159,PSA5,CAYUGA/LAMARTINE MINI PARK,FY10Q1,0.80303
34,PSA6,COLERIDGE MINI PARK,FY10Q1,0.93103
137,PSA1,COLLIS P. HUNTINGTON PARK,FY10Q1,0.98039
80,PSA5,CORONA HEIGHTS,FY10Q1,0.77551
199,PSA6,COSO/PRECITA MINI PARK,FY10Q1,1
127,PSA2,COTTAGE ROW MINI PARK,FY10Q1,0.9403
110,PSA1,COW HOLLOW PLAYGROUND,FY10Q1,0.98413
164,PSA3,CROCKER AMAZON PLAYGROUND,FY10Q1,0.9205
181,PSA5,DIAMOND/FARNUM OPEN SPACE,FY10Q1,1
8,PSA5,DOUGLASS PLAYGROUND,FY10Q1,0.92737
113,PSA6,DUBOCE PARK,FY10Q1,0.98148
98,PSA1,DUPONT COURTS,FY10Q1,0.91026
193,PSA2,ESPRIT PARK,FY10Q1,0.90625
75,PSA5,EUREKA VALLEY REC CENTER,FY10Q1,1
6,PSA5,EVERSON/DIGBY LOTS,FY10Q1,1
29,PSA3,EXCELSIOR PLAYGROUND,FY10Q1,0.75723
134,PSA2,FATHER ALFRED E. BOEDDEKER PARK,FY10Q1,0.91803
184,PSA1,FAY PARK,FY10Q1,1
182,PSA2,FILLMORE/TURK MINI PARK,FY10Q1,0.91176
55,PSA2,FRANKLIN SQUARE,FY10Q1,0.77778
96,PSA1,FULTON PLAYGROUND,FY10Q1,0.60465
24,PSA6,GARFIELD SQUARE,FY10Q1,0.89831
57,PSA2,GENE FRIEND REC CENTER,FY10Q1,0.87342
7,PSA5,GEORGE CHRISTOPHER PLAYGROUND,FY10Q1,1
44,PSA3,GILMAN PLAYGROUND,FY10Q1,0.80247
1,PSA5,GLEN PARK,FY10Q1,0.78788
89,PSA4,GOLDEN GATE HEIGHTS PARK,FY10Q1,1
94,GGP,GOLDEN GATE PARK,FY10Q1,0.87957
120,PSA2,GOLDEN GATE/STEINER MINI PARK,FY10Q1,0.88235
104,PSA2,GRATTAN PLAYGROUND,FY10Q1,0.75385
116,PSA2,HAYES VALLEY PLAYGROUND,FY10Q1,0.94545
196,PSA4,HEAD/BROTHERHOOD MINI PARK,FY10Q1,0.88
130,PSA1,HELEN WILLS PLAYGROUND,FY10Q1,1
137671,PSA3,HERZ PLAYGROUND,FY10Q1,0.71779
47,PSA3,HILLTOP PARK,FY10Q1,0.72093
32,PSA6,HOLLY PARK,FY10Q1,1
146,PSA1,HYDE/VALLEJO MINI PARK,FY10Q1,1
145,PSA1,INA COOLBRITH MINI PARK,FY10Q1,0.96774
48,PSA3,INDIA BASIN SHORELINE PARK,FY10Q1,0.825
90,PSA4,J. P. MURPHY PLAYGROUND,FY10Q1,1
54,PSA2,JACKSON PLAYGROUND,FY10Q1,0.95122
50,PSA6,JAMES ROLPH JR PLAYGROUND,FY10Q1,0.94054
126,PSA2,JAPANTOWN PEACE PLAZA,FY10Q1,1
122,PSA2,JEFFERSON SQUARE,FY10Q1,0.97959
150,PSA1,JOE DIMAGGIO PLAYGROUND,FY10Q1,0.90608
28,PSA3,JOHN MCLAREN PARK,FY10Q1,0.65769
158,PSA5,JOOST/BADEN MINI PARK,FY10Q1,0.95455
60,PSA6,JOSE CORONADO PLAYGROUND,FY10Q1,0.96053
154,PSA1,JOSEPH CONRAD MINI PARK,FY10Q1,0.93333
118,PSA2,JOSEPH L. ALIOTO PERFORMING ARTS PIAZZA,FY10Q1,0.9
40,PSA3,JOSEPH LEE RECREATION CENTER,FY10Q1,0.95575
166,PSA1,JULIUS KAHN PLAYGROUND,FY10Q1,1
13,PSA4,JUNIPERO SERRA PLAYGROUND,FY10Q1,0.96237
23,PSA6,JURI COMMONS,FY10Q1,0.90805
138,PSA1,JUSTIN HERMAN/EMBARCADERO PLAZA,FY10Q1,1
26,PSA3,KELLOCH VELASCO MINI PARK,FY10Q1,0.90291
191,PSA6,KID POWER PARK,FY10Q1,1
115,PSA2,KOSHLAND PARK,FY10Q1,0.86
128,PSA1,LAFAYETTE PARK,FY10Q1,0.92157
10,PSA4,LAKE MERCED PARK,FY10Q1,0.92035
107,PSA1,LAUREL HILL PLAYGROUND,FY10Q1,0.97619
14,PSA3,LESSING/SEARS MINI PARK,FY10Q1,0.66355
103,PSA1,LINCOLN PARK,FY10Q1,0.96875
42,PSA3,LITTLE HOLLYWOOD PARK,FY10Q1,0.62264
137665,PSA3,LOUIS SUTTER PLAYGROUND,FY10Q1,0.93023
163,GGP,LOWER GREAT HIGHWAY,FY10Q1,0.69886
119,PSA2,MARGARET S HAYWARD PLAYGROUND,FY10Q1,0.77519
142,PSA1,MARITIME PLAZA,FY10Q1,1
88,PSA4,MCCOPPIN SQUARE,FY10Q1,1
53,PSA2,MCKINLEY SQUARE,FY10Q1,0.93069
17,PSA4,MERCED HEIGHTS PLAYGROUND,FY10Q1,0.83333
148,PSA1,MICHELANGELO PLAYGROUND,FY10Q1,0.91525
19,PSA4,MINNIE & LOVIE WARD REC CENTER,FY10Q1,0.99091
70,PSA5,MIRALOMA PLAYGROUND,FY10Q1,0.9875
63,PSA6,MISSION DOLORES PARK,FY10Q1,0.53793
61,PSA6,MISSION PLAYGROUND,FY10Q1,0.75701
59,PSA6,MISSION REC CENTER,FY10Q1,0.97436
132,PSA1,MOSCONE RECREATION CENTER,FY10Q1,0.91034
102,PSA1,MOUNTAIN LAKE PARK,FY10Q1,0.92523
78,PSA5,MT OLYMPUS,FY10Q1,0.8
176,PSA6,MULLEN/PERALTA MINI PARK,FY10Q1,0.81818
155,PSA1,MURIEL LEFF MINI PARK,FY10Q1,0.96875
72,PSA5,NOE VALLEY COURTS,FY10Q1,0.87324
114,PSA2,PAGE/LAGUNA MINI PARK,FY10Q1,0.82353
111,PSA1,PALACE OF FINE ARTS,FY10Q1,1
30,PSA3,PALEGA RECREATION CENTER,FY10Q1,0.8125
188,PSA3,PALOU/PHELPS PARK,FY10Q1,0.83333
101,PSA1,PARK PRESIDIO BLVD,FY10Q1,0.875
84,PSA4,PARKSIDE SQUARE,FY10Q1,1
187,PSA6,PARQUE NINOS UNIDOS,FY10Q1,0.94737
59481,PSA2,PATRICIAS GREEN IN HAYES VALLEY,FY10Q1,0.83784
195,PSA5,PEIXOTTO PLAYGROUND,FY10Q1,0.95385
82,PSA4,PINE LAKE PARK,FY10Q1,0.95238
37264,PSA5,PORTOLA OPEN SPACE,FY10Q1,1
141,PSA1,PORTSMOUTH SQUARE,FY10Q1,0.91139
49,PSA6,POTRERO DEL SOL PARK,FY10Q1,0.75824
52,PSA2,POTRERO HILL RECREATION CENTER,FY10Q1,0.90909
37,PSA6,PRECITA PARK,FY10Q1,0.91011
201,PSA6,PRENTISS MINI PARK,FY10Q1,1
109,PSA1,PRESIDIO HEIGHTS PLAYGROUND,FY10Q1,0.9863
16,PSA4,RANDOLPH/BRIGHT MINI PARK,FY10Q1,1
124,PSA2,RAYMOND KIMBELL PLAYGROUND,FY10Q1,0.87681
100,PSA1,RICHMOND PLAYGROUND,FY10Q1,0.93407
172,PSA1,RICHMOND RECREATION CENTER,FY10Q1,1
189,PSA3,RIDGETOP PLAZA,FY10Q1,0.75
99,PSA1,ROCHAMBEAU PLAYGROUND,FY10Q1,0.93333
9,PSA4,ROLPH NICOL PLAYGROUND,FY10Q1,0.725
107857,PSA5,ROOSEVELT/HENRY STEPS,FY10Q1,0.82353
79,PSA5,SATURN STREET STEPS,FY10Q1,1
157,PSA3,SELBY/PALOU MINI PARK,FY10Q1,0.725
73,PSA5,SEWARD MINI PARK,FY10Q1,1
123,PSA2,SGT. JOHN MACAULAY PARK,FY10Q1,0.92
83,PSA4,SIGMUND STERN RECREATION GROVE,FY10Q1,0.97938
39,PSA3,SILVER TERRACE PLAYGROUND,FY10Q1,1
56,PSA2,SOUTH PARK,FY10Q1,0.91837
85,PSA4,SOUTH SUNSET PLAYGROUND,FY10Q1,0.85279
31,PSA6,ST MARY'S REC CENTER,FY10Q1,0.94231
136,PSA1,ST MARY'S SQUARE,FY10Q1,0.90984
200,PSA5,STATES STREET PLAYGROUND,FY10Q1,0.92347
143,PSA1,SUE BIERMAN PARK,FY10Q1,1
67,PSA5,SUNNYSIDE PLAYGROUND,FY10Q1,0.98765
93,PSA4,SUNSET PLAYGROUND,FY10Q1,0.94624
149,PSA1,TELEGRAPH HILL/PIONEER PARK,FY10Q1,1
168,PSA2,TENDERLOIN CHILDREN'S REC CENTER,FY10Q1,0.94828
197,PSA5,TOPAZ OPEN SPACE,FY10Q1,0
192,PSA2,TURK/HYDE MINI PARK,FY10Q1,0.92593
135,PSA2,UNION SQUARE,FY10Q1,0.96875
22,PSA5,UPPER NOE RECREATION CENTER,FY10Q1,1
202,PSA2,UTAH/18TH MINI PARK,FY10Q1,0.81481
169,PSA2,VICTORIA MANALO DRAVES PARK,FY10Q1,0.98701
177,PSA3,VISITACION VALLEY GREENWAY,FY10Q1,1
27,PSA3,VISITACION VALLEY PLAYGROUND,FY10Q1,0.96104
4,PSA5,WALTER HAAS PLAYGROUND,FY10Q1,0.9661
147,PSA1,WASHINGTON SQUARE,FY10Q1,0.91304
144,PSA1,WASHINGTON/HYDE MINI PARK,FY10Q1,1
68,PSA4,WEST PORTAL PLAYGROUND,FY10Q1,0.92818
91,PSA4,WEST SUNSET PLAYGROUND,FY10Q1,0.81818
139,PSA1,WILLIE WOO WOO WONG PLAYGROUND,FY10Q1,0.96532
170,PSA1,WOH HEI YUEN PARK,FY10Q1,0.95833
112,PSA1,YACHT HARBOR AND MARINA GREEN,FY10Q1,0.96053
45,PSA3,YOUNGBLOOD COLEMAN PLAYGROUND,FY10Q1,0.74737
156,PSA1,10TH AVE/CLEMENT MINI PARK,FY10Q2,1
51,PSA6,24TH/YORK MINI PARK,FY10Q2,0.97101
46,PSA3,ADAM ROGERS PARK,FY10Q2,0.75658
117,PSA2,ALAMO SQUARE,FY10Q2,0.88953
25,PSA3,ALICE CHALMERS PLAYGROUND,FY10Q2,0.92647
151,PSA1,ALICE MARBLE TENNIS COURTS,FY10Q2,0.90741
62,PSA6,ALIOTO MINI PARK,FY10Q2,0.94737
131,PSA1,ALLYNE PARK,FY10Q2,0.93023
129,PSA1,ALTA PLAZA,FY10Q2,0.9598
105,PSA1,ANGELO J. ROSSI PLAYGROUND,FY10Q2,0.95495
65,PSA4,APTOS PLAYGROUND,FY10Q2,0.94798
97,PSA1,ARGONNE PLAYGROUND,FY10Q2,0.91566
66,PSA5,BALBOA PARK,FY10Q2,0.93201
38,PSA3,BAY VIEW PLAYGROUND,FY10Q2,0.79452
106,PSA2,BEIDEMAN/O'FARRELL MINI PARK,FY10Q2,0.96875
33,PSA6,BERNAL HEIGHTS RECREATION CENTER,FY10Q2,0.94624
203,PSA1,BROADWAY TUNNEL WEST MINI PARK,FY10Q2,0.73077
18,PSA4,BROOKS PARK,FY10Q2,1
160,PSA4,BROTHERHOOD/CHESTER MINI PARK,FY10Q2,0.91304
121,PSA2,BUCHANAN STREET MALL,FY10Q2,0.96154
81,PSA5,BUENA VISTA PARK,FY10Q2,0.8642
108,PSA2,BUSH/BRODERICK MINI PARK,FY10Q2,0.93939
95,PSA1,CABRILLO PLAYGROUND,FY10Q2,0.93617
86,PSA4,CARL LARSEN PARK,FY10Q2,0.94186
15,PSA3,CAYUGA PLAYGROUND,FY10Q2,0.81301
159,PSA5,CAYUGA/LAMARTINE MINI PARK,FY10Q2,0.80769
140,PSA1,CHINESE RECREATION CENTER,FY10Q2,0.84946
34,PSA6,COLERIDGE MINI PARK,FY10Q2,1
137,PSA1,COLLIS P. HUNTINGTON PARK,FY10Q2,0.96
80,PSA5,CORONA HEIGHTS,FY10Q2,0.95
199,PSA6,COSO/PRECITA MINI PARK,FY10Q2,1
127,PSA2,COTTAGE ROW MINI PARK,FY10Q2,0.91176
110,PSA1,COW HOLLOW PLAYGROUND,FY10Q2,1
164,PSA3,CROCKER AMAZON PLAYGROUND,FY10Q2,0.81364
8,PSA5,DOUGLASS PLAYGROUND,FY10Q2,0.93684
113,PSA6,DUBOCE PARK,FY10Q2,0.90361
98,PSA1,DUPONT COURTS,FY10Q2,1
193,PSA2,ESPRIT PARK,FY10Q2,0.96774
75,PSA5,EUREKA VALLEY REC CENTER,FY10Q2,0.98837
29,PSA3,EXCELSIOR PLAYGROUND,FY10Q2,0.97872
134,PSA2,FATHER ALFRED E. BOEDDEKER PARK,FY10Q2,0.92982
184,PSA1,FAY PARK,FY10Q2,1
182,PSA2,FILLMORE/TURK MINI PARK,FY10Q2,0.81159
55,PSA2,FRANKLIN SQUARE,FY10Q2,0.93617
96,PSA1,FULTON PLAYGROUND,FY10Q2,0.93627
24,PSA6,GARFIELD SQUARE,FY10Q2,0.85714
57,PSA2,GENE FRIEND REC CENTER,FY10Q2,0.92424
7,PSA5,GEORGE CHRISTOPHER PLAYGROUND,FY10Q2,0.97736
44,PSA3,GILMAN PLAYGROUND,FY10Q2,0.71642
1,PSA5,GLEN PARK,FY10Q2,0.86747
89,PSA4,GOLDEN GATE HEIGHTS PARK,FY10Q2,0.86325
94,GGP,GOLDEN GATE PARK,FY10Q2,0.96267
120,PSA2,GOLDEN GATE/STEINER MINI PARK,FY10Q2,0.75
104,PSA2,GRATTAN PLAYGROUND,FY10Q2,0.93478
196,PSA4,HEAD/BROTHERHOOD MINI PARK,FY10Q2,0.69565
130,PSA1,HELEN WILLS PLAYGROUND,FY10Q2,0.99065
137671,PSA3,HERZ PLAYGROUND,FY10Q2,0.79221
47,PSA3,HILLTOP PARK,FY10Q2,0.73034
32,PSA6,HOLLY PARK,FY10Q2,0.875
146,PSA1,HYDE/VALLEJO MINI PARK,FY10Q2,0.96296
145,PSA1,INA COOLBRITH MINI PARK,FY10Q2,0.92308
