id,uri,title,estado,bicisDisponibles,anclajesDisponibles,geometry,lastUpdated,description,icon
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta130","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=130","C/ Corona de Aragón - C/ Lorente","OPN","4","17","675169.6621584316 4612596.989091256",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 4</li><li>Anclajes disponibles: 17</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta1","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=1","Avda. Pablo Ruiz Picasso - Torre del Agua","OPN","12","12","674531.7776761394 4615518.329386774",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 12</li><li>Anclajes disponibles: 12</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta2","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=2","Avda. Ranillas - Avda. Pablo Ruiz Picasso","OPN","4","17","675082.8512086545 4615741.954081438",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 4</li><li>Anclajes disponibles: 17</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta3","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=3","Pasarela del Voluntariado - Avda. Ranillas","OPN","14","9","675469.635585876 4615158.24649585",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 14</li><li>Anclajes disponibles: 9</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta4","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=4","Avda. Ranillas - Puente de La Almozara","OPN","9","12","675887.9946791041 4614631.435627686",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 9</li><li>Anclajes disponibles: 12</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta5","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=5","Pº de la Ribera - Puente de Santiago","OPN","9","11","676521.483524982 4614439.010262394",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 9</li><li>Anclajes disponibles: 11</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta6","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=6","Pº de la Ribera - Puente del Pilar","OPN","2","19","677458.6056386359 4614044.937332258",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 2</li><li>Anclajes disponibles: 19</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta7","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=7","Pº Echegaray y Caballero - Pasarela del Huerva","OPN","5","16","677769.8830778005 4613631.346063166",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 5</li><li>Anclajes disponibles: 16</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta8","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=8","Pº Echegaray y Caballero - Puente del Pilar","OPN","6","15","677403.1636507643 4613776.593027227",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 6</li><li>Anclajes disponibles: 15</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta9","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=9","Pº Echegaray y Caballero - Puente de Piedra","OPN","15","15","676982.2461119632 4613971.405242417",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 15</li><li>Anclajes disponibles: 15</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta10","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=10","Pº Echegaray y Caballero - Puente de Santiago","OPN","0","20","676504.2527290656 4614170.725479681",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 0</li><li>Anclajes disponibles: 20</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/sinbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta11","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=11","Pº Echegaray y Caballero - Puente de La Almozara","OPN","17","4","675643.0073561185 4614306.693232718",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 17</li><li>Anclajes disponibles: 4</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta12","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=12","Pasarela del Voluntariado - Avda. Almozara","OPN","9","12","675258.2438197444 4614764.45746837",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 9</li><li>Anclajes disponibles: 12</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta13","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=13","C/ Francia - Pabellón Puente","OPN","7","17","674353.7498153094 4614541.783660298",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 7</li><li>Anclajes disponibles: 17</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta14","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=14","Estación Intermodal Delicias (Salidas)","OPN","2","28","674227.3492706296 4614154.64966946",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 2</li><li>Anclajes disponibles: 28</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta15","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=15","Estación de Cercanías El Portillo ","OPN","11","10","675329.9923329047 4613409.474988687",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 11</li><li>Anclajes disponibles: 10</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta16","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=16","Plaza España","OPN","17","9","676582.2035544008 4613504.823403645",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 17</li><li>Anclajes disponibles: 9</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta17","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=17","Pº Constitución - Plaza Aragón ","OPN","30","0","676293.4849388119 4613036.333235371",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 30</li><li>Anclajes disponibles: 0</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta18","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=18","C/ Asalto - Edificio Trovador","OPN","12","9","677485.1699573447 4613408.545050462",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 12</li><li>Anclajes disponibles: 9</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta19","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=19","C/ Asalto - C/ Miguel Servet ","OPN","14","6","677009.1305011907 4613188.480893311",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 14</li><li>Anclajes disponibles: 6</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta20","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=20","Plaza Salamero, 14","OPN","13","8","676280.2924439493 4613553.287068226",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 13</li><li>Anclajes disponibles: 8</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta21","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=21","Avda. César Augusto - Avda. Conde Aranda","OPN","7","13","676275.2698373196 4613774.806717714",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 7</li><li>Anclajes disponibles: 13</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta22","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=22","Estación Intermodal Delicias (Llegadas)","OPN","8","22","673760.3177675647 4614266.757959997",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 8</li><li>Anclajes disponibles: 22</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta23","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=23","Pº de La Ribera - Pasarela Azud","OPN","8","13","678460.7452327413 4613654.374655051",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 8</li><li>Anclajes disponibles: 13</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta24","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=24","Plaza San Pedro Nolasco","OPN","15","6","676875.6737743317 4613589.483909276",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 15</li><li>Anclajes disponibles: 6</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta25","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=25","Plaza de los Sitios ","OPN","11","10","676648.6412621725 4613117.609568934",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 11</li><li>Anclajes disponibles: 10</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta26","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=26","Pº Pamplona - Puerta del Carmen","OPN","10","9","676049.8715700008 4613211.225377172",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 10</li><li>Anclajes disponibles: 9</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta27","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=27","Pº Mª Agustín - Colegio Joaquín Costa","OPN","10","11","675682.3195447342 4613483.302453537",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 10</li><li>Anclajes disponibles: 11</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta28","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=28","Plaza del Portillo - Plaza de Toros","OPN","16","4","675620.8765705475 4613838.870355027",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 16</li><li>Anclajes disponibles: 4</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta29","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=29","Avda. Madrid - Aljafería","OPN","10","11","675242.2729886677 4613893.277580566",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 10</li><li>Anclajes disponibles: 11</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta30","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=30","Avda. Pablo Gargallo - Avda. Puerta Sancho","OPN","13","7","674828.098925371 4614498.440154144",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 13</li><li>Anclajes disponibles: 7</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta31","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=31","Avda. Pablo Gargallo - C/ Ignacio Menaya","OPN","11","10","675300.9241561614 4614364.322915688",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 11</li><li>Anclajes disponibles: 10</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta32","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=32","C/ Ramón y Cajal - C/ Madre Rafols","OPN","10","10","676094.9231835532 4613477.412387599",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 10</li><li>Anclajes disponibles: 10</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta33","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=33","Plaza del Pilar - Edificio Turismo ","OPN","10","11","676787.9508470905 4613916.956012998",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 10</li><li>Anclajes disponibles: 11</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta34","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=34","Plaza Magdalena","OPN","3","18","677195.2331748571 4613545.258063194",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 3</li><li>Anclajes disponibles: 18</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/estacion-bicicleta35","http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=35","Pº Echegaray y Caballero - C/ Salvador Minguijón","OPN","9","12","678253.8887429056 4613481.584281914",2015-10-19T00:22:00Z,"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 9</li><li>Anclajes disponibles: 12</li></ul><p>Actualizado: 00:22</p>","http://www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
