id,title,title_ext,tipo,lastUpdated,pubDate
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/410","ALAMEDA (URBANIZ.)CST","ALAMEDA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/417","ALAMEDA,PQ.DE LA  SIS","ALAMEDA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/450","ALAUN","ALAUN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/460","ALAVA","ÁLAVA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/470","ALBA (DUQUE DE),PASEO","DUQUE DE ALBA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/522","ALBENIZ, ISAAC","ISAAC ALBENIZ","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/528","ALBERO BURILLO, P.","PASCUAL ALBERO BURILLO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/530","ALBERTI,RAFAEL(POETA)","POETA RAFAEL ALBERTI","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/531","ALBINONI, TOMASO","TOMASO ALBINONI","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/535","ALBORAN, ISLA DE","ISLA DE ALBORÁN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/580","ALCAÑIZ","ALCAÑIZ","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/600","ALCAY (DOCTOR)","DOCTOR ALCAY","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/620","ALCOBENDAS, PLAZA","ALCOBENDAS","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/640","ALCOBER, ARNALDO","ARNALDO ALCOBER","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/720","ALCUBIERRE        CST","ALCUBIERRE","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/760","ALDEBARAN","ALDEBARÁN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/790","ALEIXANDRE,VTE(POETA)","POETA VICENTE ALEIXANDRE","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/800","ALEMANIA","ALEMANIA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/815","ALFARERIA","ALFARERÍA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/880","ALFONSO I","ALFONSO I","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/890","ALFONSO X EL SABIO","ALFONSO X EL SABIO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/900","ALFONSO, PEDRO","PEDRO ALFONSO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/940","ALHAMA, RIBERA DEL","RIBERA DEL ALHAMA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/960","ALICANTE","ALICANTE","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/980","ALIERTA, AV. CESAREO","CESÁREO ALIERTA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1005","ALJAFERIA, PQ.","ALJAFERÍA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1390","ALLENDE, SALVADOR AV.","SALVADOR ALLENDE","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1020","ALMACEN           JSL","ALMACÉN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1040","ALMAGRO","ALMAGRO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1070","ALMENDROS,LOS     MRL","LOS ALMENDROS","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1110","ALMOTILLA, CAMINO","ALMOTILLA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1150","ALMOZARA,DE LA(PUENTE)","DE LA ALMOZARA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1155","ALMOZARA,ESTACION-VIV","ALMOZARA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1240","ALQUEZAR","ALQUEZAR","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1260","ALTA              JSL","ALTA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1315","ALTO D MOLINO,CN. MNT","ALTO DEL MOLINO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1375","ALVAREZ QUINTERO,HNOS","HERMANOS ÁLVAREZ QUINTERO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1360","ALVAREZ, CASTA","CASTA ÁLVAREZ","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1370","ALVAREZ, MARCELINO","MARCELINO ÁLVAREZ","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1445","AMAR Y BORBON, JOSEFA","JOSEFA AMAR Y BORBÓN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1450","AMAZONAS, PLAZA","AMAZONAS","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1455","AMBIELA,MIGUEL(COMP.)","MIGUEL AMBIELA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1480","AMERICA           CST","AMÉRICA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1505","AMISTAD, LA","LA AMISTAD","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1520","ANCHETA, JOSE DE","JOSÉ DE ANCHETA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1530","ANDALAN           SIS","ANDALÁN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1577","ANDORRA, VILLA DE","VILLA DE ANDORRA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1576","ANDROMEDA","ANDRÓMEDA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1600","ANGELES, LOS","LOS ÁNGELES","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1615","ANIÑON DE LA CAÑADA","ANIÑÓN DE LA CAÑADA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1640","ANTARES","ANTARES","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1660","ANTEQUERA, FDO. DE","FERNANDO DE ANTEQUERA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1710","ANZANO, TOMAS","TOMÁS ANZANO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1715","AÑES CRUCES,IBON  MRL","IBÓN AÑES CRUCES","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1760","AÑON, PEDRO GARCES DE","PEDRO GARCÉS DE AÑÓN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1770","AÑON, PL","AÑÓN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1800","ARA, MIGUEL DE","MIGUEL DE ARA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1820","ARA, RIO","RÍO ARA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2140","ARAGON            GRP","ARAGÓN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1920","ARAGON (CONDES DE)","CONDES DE ARAGÓN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1940","ARAGON (CORONA DE)","CORONA DE ARAGÓN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2100","ARAGON (REYES), PASEO","REYES DE ARAGÓN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2020","ARAGON, JUAN DE (DON)","DON JUAN DE ARAGÓN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2040","ARAGON, JUAN II DE","JUAN II DE ARAGÓN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2060","ARAGON, PEDRO I DE","PEDRO I DE ARAGÓN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1840","ARAGON, PLAZA DE","ARAGÓN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2115","ARAGON, RIO","RÍO ARAGÓN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2180","ARAPILES, BATALLA DE","BATALLA DE ARAPILES","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2197","ARBOLEDA          SIS","ARBOLEDA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2220","ARCE (CORONEL)","CORONEL ARCE","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2300","ARCO              MNZ","ARCO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2380","ARGENTINA","ARGENTINA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2390","ARGOS","ARGOS","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2400","ARGUALAS","ARGUALAS","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2500","ARLANZA (MARQUES DE)","MARQUÉS DE ARLANZA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2530","ARMEÑA, IBON DE   MRL","IBÓN DE ARMEÑA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2620","ARPA, CALLEJON DEL","DEL ARPA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2640","ARQUIMEDES","ARQUÍMEDES","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2662","ARROBA, DE LA     SJN","DE LA ARROBA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2700","ARTIGAS, MIGUEL","MIGUEL ARTIGAS","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2720","ARZOBISPO, PLAZA  JSL","ARZOBISPO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2750","ASIA, CONTINENTE","CONTINENTE ASIA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2810","ASTORGA           CST","ASTORGA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2820","ASTURIAS","ASTURIAS","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2850","ATALANTA, LA","LA ATALANTA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2905","ATENAS, JARDINES DE","DE ATENAS","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2910","ATLANTICO, OCEANO","OCÉANO ATLÁNTICO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2930","AUGUSTO, EMP.(PUENTE)","EMPERADOR AUGUSTO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2940","AULA, LUIS","LUIS AULA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2960","AURORA","AURORA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2965","AUTONOMIA, AVENIDA","AUTONOMÍA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2973","AVEMPACE, JARDINES DE","DE AVEMPACE","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/2976","AVICEBRON,JARDINES DE","DE AVICEBRÓN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3005","AZARA, FELIX DE (PQ)","FÉLIX DE AZARA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3030","AZNAR MULLER, M.","MAURICIO AZNAR MÜLLER","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3010","AZNAR,ADOLFO(CINEASTA","CINEASTA ADOLFO AZNAR","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3060","AZNAREZ,JOSE(GLORIETA","JOSÉ AZNAREZ","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3080","AZOQUE","AZOQUE","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3082","AZOQUE            MNT","AZOQUE","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3100","AZUCENA","AZUCENA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3115","BACH, JOHAN SEBASTIAN","JOHAN SEBASTIAN BACH","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3120","BADAJOZ","BADAJOZ","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3140","BAILEN","BAILÉN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3190","BALAGUER, ALFREDO","ALFREDO BALAGUER","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3195","BALAGUER, VICTOR  SIS","VÍCTOR BALAGUER","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3197","BALANCIN, EL","EL BALANCÍN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3220","BALEARES","BALEARES","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3260","BALEARES          CST","BALEARES","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3300","BALSA, LA         TRC","LA BALSA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3370","BALUARTE ARAGONES","BALUARTE ARAGONÉS","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3390","BAMBOLA, PLAZA","BAMBOLA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3420","BAR               JSL","BAR","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3620","BARDAJI (CARDENAL DE)","CARDENAL DE BARDAJÍ","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3652","BARI","BARI","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3654","BARRANCO,CN.DEL   SIS","DEL BARRANCO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3700","BARRIO ALTO       TRC","BARRIO ALTO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3730","BARRIO FLORES,CN. MNT","BARRIO FLORES","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3740","BARRIOVERDE","BARRIOVERDE","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3750","BARTOLOME,JACINTA MNZ","JACINTA BARTOLOMÉ","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3800","BASELGA, MARIANO","MARIANO BASELGA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3820","BAYEU, FRANCISCO","FRANCISCO BAYEU","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3870","BEARN, PLAZA DE","DE BEARN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3920","BEL, JULIAN","JULIAN BEL","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3960","BELGICA","BÉLGICA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3970","BELL, ALEJANDRO","ALEJANDRO BELL","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3975","BELLAS ARTES","BELLAS ARTES","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/3980","BELLAVISTA","BELLAVISTA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/34170","BEN YUSUF, HASDAI","HASDAI BEN YUSUF","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4000","BENASQUE, VALLE DE","VALLE DE BENASQUE","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4050","BENEDI YAGO,PANTALEON","PANTALEÓN BENEDÍ YAGO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4040","BENEDI, P. (MOSEN)CST","MOSÉN PANTALEÓN BENEDI","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4060","BENITO, ANDRES    SIS","ANDRÉS BENITO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4110","BERDUN","BERDÚN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4160","BERMEJO, LUIS","LUIS BERMEJO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4170","BERNA","BERNA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4200","BERNUZ, PEDRO","PEDRO BERNUZ","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4210","BIARRITZ","BIARRITZ","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/1890","BIELLO ARAGON","BIELLO ARAGÓN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4260","BILBAO","BILBAO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4213","BILBAO            CST","BILBAO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4267","BINEFAR","BINÉFAR","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4280","BLANCAS, JERONIMO","JERÓNIMO BLANCAS","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4290","BLANCO GARCIA,VICENTE","VICENTE BLANCO GARCÍA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4300","BLAS UBIDE, JUAN","JUAN BLAS UBIDE","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4357","BLASCO GAY, J.    GRP","JOAQUÍN BLASCO GAY","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4320","BLASCO, COSME","COSME BLASCO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4370","BLASCO, MARIA","MARÍA BLASCO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4400","BODEGON, EL       SIS","EL BODEGÓN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4410","BODEGONES DE GOYA, PL","LOS BODEGONES DE GOYA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4470","BOLIVIA           CST","BOLIVIA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4515","BONAIRE, CN       GRP","BONAIRE","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4520","BONARIA, NTRA.SRA.DE","NUESTRA SEÑORA DE BONARIA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4550","BONN","BONN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4580","BORDERAS, AUGUSTO","AUGUSTO BORDERAS","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4625","BOROBIA CETINA, RAMON","RAMÓN BOROBIA CETINA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4630","BOSQUED, JOSE (MOSEN)","MOSÉN JOSÉ BOSQUED","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4670","BOTORRITA,JARDINES DE","DE BOTORRITA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4680","BOYERO","BOYERO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4700","BRAILLE, LUIS","LUIS BRAILLE","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4720","BRASIL","BRASIL","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4760","BRAVO, ANTONIO","ANTONIO BRAVO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4770","BRAVO, JUAN       MNT","JUAN BRAVO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4840","BRETON,TOMAS(MAESTRO)","MAESTRO TOMÁS BRETÓN","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4860","BROQUELEROS","BROQUELEROS","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4880","BROTO, VALLE DE","VALLE DE BROTO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4905","BRUNA, PABLO","PABLO BRUNA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4915","BUBIERCA","BUBIERCA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/4920","BUEN PASTOR","BUEN PASTOR","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/5040","BUERBA, RAFAEL    CST","RAFAEL BUERBA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/5060","BUESO, EUGENIA","EUGENIA BUESO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/5110","BUÑUEL,LUIS(CINEASTA)","CINEASTA LUIS BUÑUEL","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/5120","BURETA (CONDESA DE)","CONDESA DE BURETA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/5130","BURGO DE EBRO, PL","BURGO DE EBRO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/5150","BURGOS            CST","BURGOS","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/5155","BURO, CN DEL      MRL","DEL BURO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/5170","BURRIEL, F.(ESCULTOR)","ESCULTOR FELIX BURRIEL","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/5220","CABALLO","CABALLO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/5235","CABAÑAS DE EBRO, PL","CABAÑAS DE EBRO","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/5230","CABAÑAS, SANTUARIO DE","SANTUARIO DE CABAÑAS","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/5240","CABAÑERA","CABAÑERA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/5290","CABRERA, ISLA DE","ISLA DE CABRERA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/5410","CADIERA           SIS","CADIERA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/5415","CADIERA, PL       SIS","CADIERA","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/5420","CADIZ","CÁDIZ","","",""
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/callejero/via/5430","CADIZ             CST","CÁDIZ","","",""
