id,title,description,plazas,lastUpdated,geometry,icon
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/11","Estacionamiento para Motos","CALLE FELIPE SANCLEMENTE, 13","5",2014-12-03T00:00:00Z,"676534.44 4613257.0","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/12","Estacionamiento para Motos","CALLE FELIPE SANCLEMENTE, 3","15",2014-12-03T00:00:00Z,"676425.4 4613285.5","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/13","Estacionamiento para Motos","CALLE JERONIMO ZURITA, F 4","7",2014-12-03T00:00:00Z,"676461.7 4613337.0","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/14","Estacionamiento para Motos","CALLE JERONIMO ZURITA, 4","16",2014-12-03T00:00:00Z,"676459.44 4613331.5","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/15","Estacionamiento para Motos","CALLE JERONIMO ZURITA, F 10","6",2014-12-03T00:00:00Z,"676569.6 4613303.5","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/16","Estacionamiento para Motos","CALLE JERONIMO ZURITA, 10","5",2014-12-03T00:00:00Z,"676555.56 4613308.0","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/17","Estacionamiento para Motos","CALLE JERONIMO ZURITA, 9","5",2014-12-03T00:00:00Z,"676575.7 4613317.5","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/18","Estacionamiento para Motos","CALLE JERONIMO ZURITA, 7","11",2014-12-03T00:00:00Z,"676565.44 4613320.0","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/19","Estacionamiento para Motos","PLAZA LOS SITIOS, 18","11",2014-12-03T00:00:00Z,"676687.3 4613270.5","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/20","Estacionamiento para Motos","PLAZA LOS SITIOS, 17","6",2014-12-03T00:00:00Z,"676680.44 4613258.5","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/21","Estacionamiento para Motos","PLAZA LOS SITIOS","6",2014-12-03T00:00:00Z,"676693.2 4613250.5","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/22","Estacionamiento para Motos","PLAZA LOS SITIOS, 1","11",2014-12-03T00:00:00Z,"676700.25 4613266.0","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/23","Estacionamiento para Motos","CALLE JAIME BALMES","6",2014-12-03T00:00:00Z,"676784.0 4613231.0","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/24","Estacionamiento para Motos","PLAZA LOS SITIOS","8",2014-12-03T00:00:00Z,"676766.3 4613221.0","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/25","Estacionamiento para Motos","CALLE JAIME BALMES","8",2014-12-03T00:00:00Z,"676778.44 4613216.5","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/26","Estacionamiento para Motos","CALLE JOAQUIN COSTA, 13","5",2014-12-03T00:00:00Z,"676628.5 4613131.5","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/27","Estacionamiento para Motos","CALLE JOSE CANALEJAS, 13","5",2014-12-03T00:00:00Z,"676620.3 4613115.5","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/28","Estacionamiento para Motos","CALLE JOSE CANALEJAS, 12","11",2014-12-03T00:00:00Z,"676635.1 4613109.5","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/29","Estacionamiento para Motos","PLAZA LOS SITIOS","13",2014-12-03T00:00:00Z,"676641.06 4613123.0","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/30","Estacionamiento para Motos","CALLE FELIPE SANCLEMENTE, 25","6",2014-12-03T00:00:00Z,"676658.1 4613205.5","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/31","Estacionamiento para Motos","CALLE FELIPE SANCLEMENTE, 26","4",2014-12-03T00:00:00Z,"676649.75 4613188.5","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/32","Estacionamiento para Motos","CALLE JUAN BRUIL, 2","15",2014-12-03T00:00:00Z,"676388.8 4613104.0","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/33","Estacionamiento para Motos","CALLE JERONIMO BLANCAS, 2","26",2014-12-03T00:00:00Z,"676677.6 4613456.5","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/34","Estacionamiento para Motos","CALLE SANTA CATALINA, 2","3",2014-12-03T00:00:00Z,"676761.5 4613442.0","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/35","Estacionamiento para Motos","CALLE SANTA CATALINA, 8","4",2014-12-03T00:00:00Z,"676726.1 4613358.5","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/36","Estacionamiento para Motos","CALLE ALBERT SCHWEITZER","18",2014-12-03T00:00:00Z,"676481.6 4612503.5","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/37","Estacionamiento para Motos","PASEO CONSTITUCION, F 8","8",2014-12-03T00:00:00Z,"676339.25 4613040.5","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/38","Estacionamiento para Motos","PASEO CONSTITUCION, F 6","0",2014-12-03T00:00:00Z,"676330.25 4613037.5","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/39","Estacionamiento para Motos","CALLE ALBERT SCHWEITZER","5",2014-12-03T00:00:00Z,"676520.94 4612503.0","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/40","Estacionamiento para Motos","PASEO CONSTITUCION, 12","10",2014-12-03T00:00:00Z,"676449.25 4613053.0","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/41","Estacionamiento para Motos","PLAZA SAN MIGUEL, 2","4",2014-12-03T00:00:00Z,"676982.2 4613322.0","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/42","Estacionamiento para Motos","PLAZA SAN MIGUEL, 4","23",2014-12-03T00:00:00Z,"676989.06 4613301.0","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/43","Estacionamiento para Motos","CALLE RECONQUISTA, 4","14",2014-12-03T00:00:00Z,"676990.8 4613265.5","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/44","Estacionamiento para Motos","CALLE ALTO ARAGON","50",2014-12-03T00:00:00Z,"677503.06 4613484.0","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/45","Estacionamiento para Motos","CALLE ASALTO, 19","10",2014-12-03T00:00:00Z,"677029.5 4613236.0","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/46","Estacionamiento para Motos","CALLE MATADERO, 1","5",2014-12-03T00:00:00Z,"677443.7 4612696.5","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/47","Estacionamiento para Motos","CALLE MONASTERIO DE SAMOS, F 25","3",2014-12-03T00:00:00Z,"677359.94 4612687.0","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/48","Estacionamiento para Motos","CALLE MONASTERIO DE SAMOS, F 23","4",2014-12-03T00:00:00Z,"677349.0 4612671.5","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/49","Estacionamiento para Motos","PASEO CONSTITUCION, F 12","10",2014-12-03T00:00:00Z,"676426.6 4613086.0","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
"http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/50","Estacionamiento para Motos","CALLE MANUEL LORENZO PARDO, F 30","9",2014-12-03T00:00:00Z,"676988.06 4612695.0","http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
