"Codigo de via";"Clase de la via";"Particula de la via";"Nombre de la via";"Tipo de tramo ";"Nombre de la aproximacion";"Numero inicial del tramo";"Calificador del numero inicial del tramo";"Numero final del tramo";"Calificador del numero final del tramo";"Zona S E R  del tramo"
"00313100";"CALLE                   ";"DE    ";"FUENCARRAL                                      ";"impar";"NUM";"000001";"  ";"000107";"  ";"000015"
"00313100";"CALLE                   ";"DE    ";"FUENCARRAL                                      ";"impar";"NUM";"000109";"  ";"000999";"  ";"000073"
"00313100";"CALLE                   ";"DE    ";"FUENCARRAL                                      ";"par  ";"NUM";"000002";"  ";"000110";"  ";"000014"
"00313100";"CALLE                   ";"DE    ";"FUENCARRAL                                      ";"par  ";"NUM";"000112";"  ";"000998";"  ";"000073"
"00314900";"CALLE                   ";"DE LA ";"FUENTE DEL BERRO                                ";"impar";"NUM";"000001";"  ";"000999";"  ";"000042"
"00314900";"CALLE                   ";"DE LA ";"FUENTE DEL BERRO                                ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000042"
"00316500";"CALLE                   ";"DE    ";"FUENTE DEL SAZ                                  ";"impar";"NUM";"000001";"  ";"000999";"  ";"000054"
"00316500";"CALLE                   ";"DE    ";"FUENTE DEL SAZ                                  ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000054"
"00317800";"CALLE                   ";"DE    ";"FUENTERRABIA                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000031"
"00317800";"CALLE                   ";"DE    ";"FUENTERRABIA                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000031"
"00317900";"CALLE                   ";"DE LAS";"FUENTES                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00317900";"CALLE                   ";"DE LAS";"FUENTES                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000161"
"00318200";"GLORIETA                ";"DE    ";"FUENTIDUEÑAS                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000036"
"00318200";"GLORIETA                ";"DE    ";"FUENTIDUEÑAS                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000036"
"00318500";"CALLE                   ";"DE    ";"FULGENCIO DE MIGUEL                             ";"impar";"NUM";"000001";"  ";"000999";"  ";"000066"
"00318500";"CALLE                   ";"DE    ";"FULGENCIO DE MIGUEL                             ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000066"
"00318700";"PASAJE                  ";"DE LA ";"FUNDACION                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000044"
"00318700";"PASAJE                  ";"DE LA ";"FUNDACION                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000044"
"00318800";"CALLE                   ";"DE LOS";"FUNDADORES                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000043"
"00318800";"CALLE                   ";"DE LOS";"FUNDADORES                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000043"
"00319400";"CALLE                   ";"DE    ";"GABRIEL ABREU                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000043"
"00319400";"CALLE                   ";"DE    ";"GABRIEL ABREU                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000043"
"00319500";"CALLE                   ";"DE    ";"GABRIEL DIEZ                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000062"
"00319500";"CALLE                   ";"DE    ";"GABRIEL DIEZ                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000062"
"00319600";"CALLE                   ";"DE    ";"GABRIEL Y GALAN                                 ";"impar";"NUM";"000001";"  ";"000999";"  ";"000053"
"00319600";"CALLE                   ";"DE    ";"GABRIEL Y GALAN                                 ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000053"
"00319800";"CALLE                   ";"DE    ";"GABRIEL LOBO                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00319800";"CALLE                   ";"DE    ";"GABRIEL LOBO                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00319900";"PLAZA                   ";"DE    ";"GABRIEL MIRO                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00319900";"PLAZA                   ";"DE    ";"GABRIEL MIRO                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00320100";"CALLE                   ";"DE    ";"GABRIEL PORTADALES                              ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00320100";"CALLE                   ";"DE    ";"GABRIEL PORTADALES                              ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00320800";"CALLE                   ";"DE    ";"GALDO                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000163"
"00320800";"CALLE                   ";"DE    ";"GALDO                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000163"
"00321300";"CALLE                   ";"DE LA ";"GALERIA DE ROBLES                               ";"impar";"NUM";"000001";"  ";"000999";"  ";"000015"
"00321300";"CALLE                   ";"DE LA ";"GALERIA DE ROBLES                               ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000015"
"00321900";"CALLE                   ";"DE    ";"GALILEO                                         ";"impar";"NUM";"000001";"  ";"000085";"  ";"000072"
"00321900";"CALLE                   ";"DE    ";"GALILEO                                         ";"impar";"NUM";"000087";"  ";"000999";"  ";"000076"
"00321900";"CALLE                   ";"DE    ";"GALILEO                                         ";"par  ";"NUM";"000002";"  ";"000100";"  ";"000072"
"00321900";"CALLE                   ";"DE    ";"GALILEO                                         ";"par  ";"NUM";"000102";"  ";"000998";"  ";"000076"
"00322000";"CALLE                   ";"DE    ";"GALLARZA                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00322000";"CALLE                   ";"DE    ";"GALLARZA                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00322600";"CAMINO                  ";"DE    ";"GANAPANES                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000084"
"00322600";"CAMINO                  ";"DE    ";"GANAPANES                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000084"
"00322900";"CALLE                   ";"DE    ";"GANDIA                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000032"
"00322900";"CALLE                   ";"DE    ";"GANDIA                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000032"
"00323800";"CALLE                   ";"DE    ";"GARCI-NUÑO                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00323800";"CALLE                   ";"DE    ";"GARCI-NUÑO                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00323900";"CALLEJON                ";"DE    ";"GARCIA CEA                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00323900";"CALLEJON                ";"DE    ";"GARCIA CEA                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00324100";"CALLE                   ";"DE    ";"GARCIA GUTIERREZ                                ";"impar";"NUM";"000001";"  ";"000999";"  ";"000014"
"00324100";"CALLE                   ";"DE    ";"GARCIA GUTIERREZ                                ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000014"
"00324200";"PLAZA                   ";"DE    ";"GARCIA IBARROLA                                 ";"impar";"NUM";"000001";"  ";"000999";"  ";"000055"
"00324200";"PLAZA                   ";"DE    ";"GARCIA IBARROLA                                 ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000055"
"00324300";"CALLE                   ";"DE    ";"GARCIA LUNA                                     ";"impar";"NUM";"000001";"  ";"000999";"  ";"000053"
"00324300";"CALLE                   ";"DE    ";"GARCIA LUNA                                     ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000053"
"00325100";"CALLE                   ";"DE    ";"GARCIA MOLINAS                                  ";"impar";"NUM";"000001";"  ";"000999";"  ";"000015"
"00325100";"CALLE                   ";"DE    ";"GARCIA MOLINAS                                  ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000015"
"00325300";"CALLE                   ";"DE    ";"GARCIA DE PAREDES                               ";"impar";"NUM";"000001";"  ";"000023";"  ";"000073"
"00325300";"CALLE                   ";"DE    ";"GARCIA DE PAREDES                               ";"impar";"NUM";"000025";"  ";"000999";"  ";"000074"
"00325300";"CALLE                   ";"DE    ";"GARCIA DE PAREDES                               ";"par  ";"NUM";"000002";"  ";"000030";"  ";"000073"
"00325300";"CALLE                   ";"DE    ";"GARCIA DE PAREDES                               ";"par  ";"NUM";"000032";"  ";"000998";"  ";"000074"
"00325900";"CALLE                   ";"DE    ";"GARCILASO                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000073"
"00325900";"CALLE                   ";"DE    ";"GARCILASO                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000073"
"00326000";"CALLE                   ";"DE    ";"LAS GARDENIAS                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00326000";"CALLE                   ";"DE    ";"LAS GARDENIAS                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00326100";"CALLE                   ";"DE    ";"GARELLANO                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000061"
"00326100";"CALLE                   ";"DE    ";"GARELLANO                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000061"
"00326400";"CALLE                   ";"DE LAS";"GARGANTAS                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000053"
"00326400";"CALLE                   ";"DE LAS";"GARGANTAS                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000053"
"00326500";"CALLE                   ";"DE    ";"GARIBAY                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000032"
"00326500";"CALLE                   ";"DE    ";"GARIBAY                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000032"
"00326900";"CALLE                   ";"DEL   ";"GASOMETRO                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000022"
"00326900";"CALLE                   ";"DEL   ";"GASOMETRO                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000022"
"00327700";"CALLE                   ";"DE    ";"GAZTAMBIDE                                      ";"impar";"NUM";"000001";"  ";"000077";"  ";"000071"
"00327700";"CALLE                   ";"DE    ";"GAZTAMBIDE                                      ";"impar";"NUM";"000079";"  ";"000999";"  ";"000076"
"00327700";"CALLE                   ";"DE    ";"GAZTAMBIDE                                      ";"par  ";"NUM";"000002";"  ";"000064";"  ";"000071"
"00327700";"CALLE                   ";"DE    ";"GAZTAMBIDE                                      ";"par  ";"NUM";"000066";"  ";"000998";"  ";"000076"
"00328200";"CALLE                   ";"DE LA ";"GENCIANA                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00328200";"CALLE                   ";"DE LA ";"GENCIANA                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00328350";"CALLE                   ";"DE    ";"LUIS PARET                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"000025"
"00328350";"CALLE                   ";"DE    ";"LUIS PARET                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"000025"
"00328400";"CALLE                   ";"DEL   ";"GENERAL ALVAREZ DE CASTRO                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000073"
"00328400";"CALLE                   ";"DEL   ";"GENERAL ALVAREZ DE CASTRO                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000073"
"00328500";"GLORIETA                ";"DEL   ";"GENERAL ALVAREZ DE CASTRO                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000073"
"00328500";"GLORIETA                ";"DEL   ";"GENERAL ALVAREZ DE CASTRO                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000073"
"00328600";"CALLE                   ";"DEL   ";"GENERAL AMPUDIA                                 ";"impar";"NUM";"000001";"  ";"000999";"  ";"000076"
"00328600";"CALLE                   ";"DEL   ";"GENERAL AMPUDIA                                 ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000076"
"00328800";"CALLE                   ";"DEL   ";"GENERAL ARANDA                                  ";"impar";"NUM";"000001";"  ";"000999";"  ";"000064"
"00328800";"CALLE                   ";"DEL   ";"GENERAL ARANDA                                  ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000064"
"00328925";"CALLE                   ";"DEL   ";"GENERAL ARRANDO                                 ";"impar";"NUM";"000001";"  ";"000999";"  ";"000074"
"00328925";"CALLE                   ";"DEL   ";"GENERAL ARRANDO                                 ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000074"
"00328950";"CALLE                   ";"DEL   ";"GENERAL ASENSIO CABANILLAS                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000076"
"00328950";"CALLE                   ";"DEL   ";"GENERAL ASENSIO CABANILLAS                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000076"
"00329100";"CALLE                   ";"DEL   ";"GENERAL CABRERA                                 ";"impar";"NUM";"000001";"  ";"000999";"  ";"000062"
"00329100";"CALLE                   ";"DEL   ";"GENERAL CABRERA                                 ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000062"
"00329300";"CALLE                   ";"DEL   ";"GENERAL CASTAÑOS                                ";"impar";"NUM";"000001";"  ";"000999";"  ";"000014"
"00329300";"CALLE                   ";"DEL   ";"GENERAL CASTAÑOS                                ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000014"
"00329400";"CALLE                   ";"DEL   ";"GENERAL DAVILA                                  ";"impar";"NUM";"000001";"  ";"000999";"  ";"000076"
"00329400";"CALLE                   ";"DEL   ";"GENERAL DAVILA                                  ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000076"
"00329450";"CALLE                   ";"DEL   ";"GENERAL DIAZ PORLIER                            ";"impar";"NUM";"000001";"  ";"000043";"  ";"000042"
"00329450";"CALLE                   ";"DEL   ";"GENERAL DIAZ PORLIER                            ";"impar";"NUM";"000045";"  ";"000999";"  ";"000045"
"00329450";"CALLE                   ";"DEL   ";"GENERAL DIAZ PORLIER                            ";"par  ";"NUM";"000002";"  ";"000042";"  ";"000042"
"00329450";"CALLE                   ";"DEL   ";"GENERAL DIAZ PORLIER                            ";"par  ";"NUM";"000044";"  ";"000998";"  ";"000045"
"00329800";"CALLE                   ";"DEL   ";"GENERAL GALLEGOS                                ";"impar";"NUM";"000001";"  ";"000999";"  ";"000055"
"00329800";"CALLE                   ";"DEL   ";"GENERAL GALLEGOS                                ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000055"
"00330200";"CALLE                   ";"DEL   ";"GENERAL IBAÑEZ DE IBERO                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000076"
"00330200";"CALLE                   ";"DEL   ";"GENERAL IBAÑEZ DE IBERO                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000076"
"00330400";"CALLE                   ";"DEL   ";"GENERAL LACY                                    ";"impar";"NUM";"000001";"  ";"000023";" G";"000026"
"00330400";"CALLE                   ";"DEL   ";"GENERAL LACY                                    ";"impar";"NUM";"000025";"  ";"000999";"  ";"000025"
"00330400";"CALLE                   ";"DEL   ";"GENERAL LACY                                    ";"par  ";"NUM";"000002";"  ";"000054";"  ";"000026"
"00330400";"CALLE                   ";"DEL   ";"GENERAL LACY                                    ";"par  ";"NUM";"000056";"  ";"000998";"  ";"000025"
"00330500";"CALLE                   ";"DEL   ";"GENERAL LOPEZ POZAS                             ";"impar";"NUM";"000001";"  ";"000999";"  ";"000055"
"00330500";"CALLE                   ";"DEL   ";"GENERAL LOPEZ POZAS                             ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000055"
"00330800";"CALLE                   ";"DEL   ";"GENERAL MARGALLO                                ";"impar";"NUM";"000001";"  ";"000999";"  ";"000063"
"00330800";"CALLE                   ";"DEL   ";"GENERAL MARGALLO                                ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000063"
"00330900";"PLAZA                   ";"DEL   ";"GENERAL MAROTO                                  ";"impar";"NUM";"000001";"  ";"000999";"  ";"000023"
"00330900";"PLAZA                   ";"DEL   ";"GENERAL MAROTO                                  ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000023"
"00331100";"PASEO                   ";"DEL   ";"GENERAL MARTINEZ CAMPOS                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000074"
"00331100";"PASEO                   ";"DEL   ";"GENERAL MARTINEZ CAMPOS                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000074"
"00331300";"CALLE                   ";"DEL   ";"GENERAL MITRE                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000015"
"00331300";"CALLE                   ";"DEL   ";"GENERAL MITRE                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000015"
"00331500";"PASAJE                  ";"DEL   ";"GENERAL MOLA                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000042"
"00331500";"PASAJE                  ";"DEL   ";"GENERAL MOLA                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000042"
"00331600";"CALLE                   ";"DEL   ";"GENERAL MOSCARDO                                ";"impar";"NUM";"000001";"  ";"000999";"  ";"000062"
"00331600";"CALLE                   ";"DEL   ";"GENERAL MOSCARDO                                ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000062"
"00331700";"CALLE                   ";"DEL   ";"GENERAL ORAA                                    ";"impar";"NUM";"000001";"  ";"000051";"  ";"000046"
"00331700";"CALLE                   ";"DEL   ";"GENERAL ORAA                                    ";"impar";"NUM";"000053";"  ";"000999";"  ";"000045"
"00331700";"CALLE                   ";"DEL   ";"GENERAL ORAA                                    ";"par  ";"NUM";"000002";"  ";"000058";"  ";"000046"
"00331700";"CALLE                   ";"DEL   ";"GENERAL ORAA                                    ";"par  ";"NUM";"000060";"  ";"000998";"  ";"000045"
"00331800";"CALLE                   ";"DEL   ";"GENERAL ORGAZ                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000062"
"00331800";"CALLE                   ";"DEL   ";"GENERAL ORGAZ                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000062"
"00331900";"CALLE                   ";"DEL   ";"GENERAL PALANCA                                 ";"impar";"NUM";"000001";"  ";"000011";"  ";"000023"
"00331900";"CALLE                   ";"DEL   ";"GENERAL PALANCA                                 ";"impar";"NUM";"000013";"  ";"000999";"  ";"000025"
"00331900";"CALLE                   ";"DEL   ";"GENERAL PALANCA                                 ";"par  ";"NUM";"000002";"  ";"000018";"  ";"000023"
"00331900";"CALLE                   ";"DEL   ";"GENERAL PALANCA                                 ";"par  ";"NUM";"000020";"  ";"000998";"  ";"000025"
"00332000";"CALLE                   ";"DEL   ";"GENERAL PARDIÑAS                                ";"impar";"NUM";"000001";"  ";"000037";"  ";"000042"
"00332000";"CALLE                   ";"DEL   ";"GENERAL PARDIÑAS                                ";"impar";"NUM";"000039";"  ";"000999";"  ";"000045"
"00332000";"CALLE                   ";"DEL   ";"GENERAL PARDIÑAS                                ";"par  ";"NUM";"000002";"  ";"000054";"  ";"000042"
"00332000";"CALLE                   ";"DEL   ";"GENERAL PARDIÑAS                                ";"par  ";"NUM";"000056";"  ";"000998";"  ";"000045"
"00332100";"AVENIDA                 ";"DEL   ";"GENERAL PERON                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000062"
"00332100";"AVENIDA                 ";"DEL   ";"GENERAL PERON                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000062"
"00332200";"CALLE                   ";"DEL   ";"GENERAL PINTOS                                  ";"impar";"NUM";"000001";"  ";"000999";"  ";"000064"
"00332200";"CALLE                   ";"DEL   ";"GENERAL PINTOS                                  ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000064"
"00332600";"CALLE                   ";"DEL   ";"GENERAL RAMIREZ DE MADRID                       ";"impar";"NUM";"000001";"  ";"000023";"  ";"000062"
"00332600";"CALLE                   ";"DEL   ";"GENERAL RAMIREZ DE MADRID                       ";"impar";"NUM";"000025";"  ";"000999";"  ";"000063"
"00332600";"CALLE                   ";"DEL   ";"GENERAL RAMIREZ DE MADRID                       ";"par  ";"NUM";"000002";"  ";"000032";"  ";"000062"
"00332600";"CALLE                   ";"DEL   ";"GENERAL RAMIREZ DE MADRID                       ";"par  ";"NUM";"000034";"  ";"000998";"  ";"000063"
"00332950";"CALLE                   ";"DEL   ";"GENERAL RODRIGO                                 ";"impar";"NUM";"000001";"  ";"000999";"  ";"000076"
"00332950";"CALLE                   ";"DEL   ";"GENERAL RODRIGO                                 ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000076"
"00333800";"PLAZA                   ";"DEL   ";"GENERAL VARA DE REY                             ";"impar";"NUM";"000001";"  ";"000999";"  ";"000012"
"00333800";"PLAZA                   ";"DEL   ";"GENERAL VARA DE REY                             ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000012"
"00333900";"CALLE                   ";"DEL   ";"GENERAL VARELA                                  ";"impar";"NUM";"000001";"  ";"000019";" F";"000062"
"00333900";"CALLE                   ";"DEL   ";"GENERAL VARELA                                  ";"impar";"NUM";"000021";"  ";"000999";"  ";"000063"
"00333900";"CALLE                   ";"DEL   ";"GENERAL VARELA                                  ";"par  ";"NUM";"000002";"  ";"000024";"  ";"000062"
"00333900";"CALLE                   ";"DEL   ";"GENERAL VARELA                                  ";"par  ";"NUM";"000026";"  ";"000998";"  ";"000063"
"00334100";"CALLE                   ";"DEL   ";"GENERAL VELARDE                                 ";"impar";"NUM";"000001";"  ";"000999";"  ";"000031"
"00334100";"CALLE                   ";"DEL   ";"GENERAL VELARDE                                 ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000031"
"00334200";"CALLE                   ";"DEL   ";"GENERAL YAGÜE                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000062"
"00334200";"CALLE                   ";"DEL   ";"GENERAL YAGÜE                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000063"
"00334400";"CALLE                   ";"DEL   ";"GENERAL ZABALA                                  ";"impar";"NUM";"000001";"  ";"000013";"  ";"000052"
"00334400";"CALLE                   ";"DEL   ";"GENERAL ZABALA                                  ";"impar";"NUM";"000015";"  ";"000999";"  ";"000053"
"00334400";"CALLE                   ";"DEL   ";"GENERAL ZABALA                                  ";"par  ";"NUM";"000002";"  ";"000008";"  ";"000052"
"00334400";"CALLE                   ";"DEL   ";"GENERAL ZABALA                                  ";"par  ";"NUM";"000010";"  ";"000998";"  ";"000053"
"00334700";"CALLE                   ";"DEL   ";"GENIL                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00334700";"CALLE                   ";"DEL   ";"GENIL                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00334800";"CALLE                   ";"DE    ";"GENOVA                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000074"
"00334800";"CALLE                   ";"DE    ";"GENOVA                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000014"
"00335200";"CALLE                   ";"DE LOS";"GERANIOS                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000064"
"00335200";"CALLE                   ";"DE LOS";"GERANIOS                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000064"
"00335900";"CALLE                   ";"DE    ";"GERONA                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000161"
"00335900";"CALLE                   ";"DE    ";"GERONA                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000161"
"00336200";"PLAZA                   ";"DE    ";"GETAFE                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000052"
"00336200";"PLAZA                   ";"DE    ";"GETAFE                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000052"
"00336500";"CALLE                   ";"DE    ";"GIL IMON                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000021"
"00336500";"CALLE                   ";"DE    ";"GIL IMON                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000021"
"00336600";"TRAVESIA                ";"DE    ";"GIL IMON                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000021"
"00336600";"TRAVESIA                ";"DE    ";"GIL IMON                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000021"
"00336900";"CALLE                   ";"DE    ";"GIL DE SANTIVAÑES                               ";"impar";"NUM";"000001";"  ";"000999";"  ";"000041"
"00336900";"CALLE                   ";"DE    ";"GIL DE SANTIVAÑES                               ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000041"
"00337350";"CALLE                   ";"DE    ";"GINZO DE LIMIA                                  ";"impar";"NUM";"000001";"  ";"000999";"  ";"000084"
"00337350";"CALLE                   ";"DE    ";"GINZO DE LIMIA                                  ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000085"
"00337600";"CALLE                   ";"DEL   ";"GLADIOLO                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000066"
"00337600";"CALLE                   ";"DEL   ";"GLADIOLO                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000066"
"00338100";"CALLE                   ";"DEL   ";"GOBERNADOR                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000013"
"00338100";"CALLE                   ";"DEL   ";"GOBERNADOR                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000013"
"00338400";"CALLE                   ";"DE    ";"GOIRI                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000061"
"00338400";"CALLE                   ";"DE    ";"GOIRI                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000061"
"00339500";"CALLE                   ";"DE    ";"GOMEZ CANO                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00339500";"CALLE                   ";"DE    ";"GOMEZ CANO                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00339800";"CALLE                   ";"DE    ";"GOMEZ DE MORA                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00339800";"CALLE                   ";"DE    ";"GOMEZ DE MORA                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00339900";"CALLE                   ";"DE    ";"GOMEZ ORTEGA                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00339900";"CALLE                   ";"DE    ";"GOMEZ ORTEGA                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00340600";"CALLE                   ";"DE    ";"GONZALEZ SOLA                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000064"
"00340600";"CALLE                   ";"DE    ";"GONZALEZ SOLA                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000064"
"00341000";"CALLE                   ";"DE    ";"GONZALO DE CORDOBA                              ";"impar";"NUM";"000001";"  ";"000999";"  ";"000073"
"00341000";"CALLE                   ";"DE    ";"GONZALO DE CORDOBA                              ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000073"
"00341100";"CALLE                   ";"DE    ";"GONZALO HERRERO                                 ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00341100";"CALLE                   ";"DE    ";"GONZALO HERRERO                                 ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00341200";"CALLE                   ";"DE    ";"GONZALO JIMENEZ DE QUESADA                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000015"
"00341200";"CALLE                   ";"DE    ";"GONZALO JIMENEZ DE QUESADA                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000015"
"00341400";"CALLE                   ";"DE    ";"GONZALO SANDINO                                 ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00341400";"CALLE                   ";"DE    ";"GONZALO SANDINO                                 ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00341900";"CALLE                   ";"DE    ";"GOYA                                            ";"impar";"NUM";"000001";"  ";"000063";"  ";"000041"
"00341900";"CALLE                   ";"DE    ";"GOYA                                            ";"impar";"NUM";"000065";"  ";"000999";"  ";"000042"
"00341900";"CALLE                   ";"DE    ";"GOYA                                            ";"par  ";"NUM";"000002";"  ";"000040";"  ";"000041"
