"Codigo de via";"Clase de la via";"Particula de la via";"Nombre de la via";"Tipo de tramo ";"Nombre de la aproximacion";"Numero inicial del tramo";"Calificador del numero inicial del tramo";"Numero final del tramo";"Calificador del numero final del tramo";"Zona S E R  del tramo"
"00149800";"CALLE                   ";"DE    ";"CARTAGENA                                       ";"par  ";"NUM";"000146";"  ";"000998";"  ";"000053"
"00150200";"CALLE                   ";"DE LOS";"CARVAJALES                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000022"
"00150200";"CALLE                   ";"DE LOS";"CARVAJALES                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000022"
"00150900";"CALLE                   ";"DE    ";"CASADO DEL ALISAL                               ";"impar";"NUM";"000001";"  ";"000999";"  ";"000035"
"00150900";"CALLE                   ";"DE    ";"CASADO DEL ALISAL                               ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000035"
"00151400";"CALLE                   ";"DE    ";"CASARRUBUELOS                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000072"
"00151400";"CALLE                   ";"DE    ";"CASARRUBUELOS                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000072"
"00152000";"PLAZA                   ";"DE    ";"CASCORRO                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000012"
"00152000";"PLAZA                   ";"DE    ";"CASCORRO                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000012"
"00152400";"CALLE                   ";"DEL   ";"CASINO                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000012"
"00152400";"CALLE                   ";"DEL   ";"CASINO                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000012"
"00153300";"CALLE                   ";"DE    ";"CASTELAR                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000044"
"00153300";"CALLE                   ";"DE    ";"CASTELAR                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000044"
"00153600";"PASEO                   ";"DE LA ";"CASTELLANA                                      ";"impar";"NUM";"000001";"  ";"000051";"  ";"000074"
"00153600";"PASEO                   ";"DE LA ";"CASTELLANA                                      ";"impar";"NUM";"000053";"  ";"000067";"  ";"000075"
"00153600";"PASEO                   ";"DE LA ";"CASTELLANA                                      ";"impar";"NUM";"000069";"  ";"000109";"  ";"000062"
"00153600";"PASEO                   ";"DE LA ";"CASTELLANA                                      ";"impar";"NUM";"000111";"  ";"000187";"  ";"000063"
"00153600";"PASEO                   ";"DE LA ";"CASTELLANA                                      ";"impar";"NUM";"000189";"  ";"000255";"  ";"000064"
"00153600";"PASEO                   ";"DE LA ";"CASTELLANA                                      ";"impar";"NUM";"000257";"  ";"000261";"  ";"000085"
"00153600";"PASEO                   ";"DE LA ";"CASTELLANA                                      ";"par  ";"NUM";"000002";"  ";"000020";"  ";"000041"
"00153600";"PASEO                   ";"DE LA ";"CASTELLANA                                      ";"par  ";"NUM";"000022";"  ";"000066";"  ";"000046"
"00153600";"PASEO                   ";"DE LA ";"CASTELLANA                                      ";"par  ";"NUM";"000068";"  ";"000140";"  ";"000051"
"00153600";"PASEO                   ";"DE LA ";"CASTELLANA                                      ";"par  ";"NUM";"000142";"  ";"000162";"  ";"000054"
"00153600";"PASEO                   ";"DE LA ";"CASTELLANA                                      ";"par  ";"NUM";"000164";"  ";"000214";"  ";"000055"
"00153600";"PASEO                   ";"DE LA ";"CASTELLANA                                      ";"par  ";"NUM";"000216";"  ";"000998";"  ";"000056"
"00153800";"CALLE                   ";"DE    ";"CASTELLO                                        ";"impar";"NUM";"000001";"  ";"000065";"  ";"000041"
"00153800";"CALLE                   ";"DE    ";"CASTELLO                                        ";"impar";"NUM";"000067";"  ";"000117";"  ";"000046"
"00153800";"CALLE                   ";"DE    ";"CASTELLO                                        ";"impar";"NUM";"000119";"  ";"000999";"  ";"000051"
"00153800";"CALLE                   ";"DE    ";"CASTELLO                                        ";"par  ";"NUM";"000002";"  ";"000056";"  ";"000041"
"00153800";"CALLE                   ";"DE    ";"CASTELLO                                        ";"par  ";"NUM";"000058";"  ";"000126";"  ";"000046"
"00153800";"CALLE                   ";"DE    ";"CASTELLO                                        ";"par  ";"NUM";"000128";"  ";"000998";"  ";"000051"
"00153900";"CALLE                   ";"DE    ";"CASTELLON DE LA PLANA                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00153900";"CALLE                   ";"DE    ";"CASTELLON DE LA PLANA                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00154200";"CALLE                   ";"DE    ";"CASTILLA                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000061"
"00154200";"CALLE                   ";"DE    ";"CASTILLA                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000061"
"00154500";"PLAZA                   ";"DE    ";"CASTILLA                                        ";"impar";"NUM";"000001";"  ";"000001";"  ";"000063"
"00154500";"PLAZA                   ";"DE    ";"CASTILLA                                        ";"impar";"NUM";"000003";"  ";"000005";"  ";"000064"
"00154500";"PLAZA                   ";"DE    ";"CASTILLA                                        ";"impar";"NUM";"000007";"  ";"000007";"  ";"000056"
"00154500";"PLAZA                   ";"DE    ";"CASTILLA                                        ";"impar";"NUM";"000009";"  ";"000009";"  ";"000055"
"00154500";"PLAZA                   ";"DE    ";"CASTILLA                                        ";"par  ";"NUM";"000002";"  ";"000006";"  ";"000064"
"00154500";"PLAZA                   ";"DE    ";"CASTILLA                                        ";"par  ";"NUM";"000008";"  ";"000008";"  ";"000056"
"00154600";"CALLE                   ";"DE    ";"CASTILLEJOS                                     ";"impar";"NUM";"000001";"  ";"000999";"  ";"000061"
"00154600";"CALLE                   ";"DE    ";"CASTILLEJOS                                     ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000061"
"00154800";"CALLE                   ";"DEL   ";"CASTILLO                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000073"
"00154800";"CALLE                   ";"DEL   ";"CASTILLO                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000073"
"00155700";"CALLE                   ";"DE    ";"CASTILLO PIÑEIRO                                ";"impar";"NUM";"000001";"  ";"000999";"  ";"000061"
"00155700";"CALLE                   ";"DE    ";"CASTILLO PIÑEIRO                                ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000061"
"00156100";"CALLE                   ";"DE    ";"CASTO PLASENCIA                                 ";"impar";"NUM";"000001";"  ";"000999";"  ";"000015"
"00156100";"CALLE                   ";"DE    ";"CASTO PLASENCIA                                 ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000015"
"00156400";"CALLE                   ";"DE    ";"CASTREJON                                       ";"impar";"NUM";"000001";"  ";"000003";"  ";"000053"
"00156400";"CALLE                   ";"DE    ";"CASTREJON                                       ";"impar";"NUM";"000005";"  ";"000999";"  ";"000054"
"00156400";"CALLE                   ";"DE    ";"CASTREJON                                       ";"par  ";"NUM";"000002";"  ";"000004";"  ";"000053"
"00156400";"CALLE                   ";"DE    ";"CASTREJON                                       ";"par  ";"NUM";"000006";"  ";"000998";"  ";"000054"
"00157800";"CALLE                   ";"DE    ";"CATALINA SUAREZ                                 ";"impar";"NUM";"000001";"  ";"000999";"  ";"000032"
"00157800";"CALLE                   ";"DE    ";"CATALINA SUAREZ                                 ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000032"
"00157850";"PLAZA                   ";"DE    ";"CATALUÑA                                        ";"impar";"NUM";"000001";"  ";"000005";"  ";"000051"
"00157850";"PLAZA                   ";"DE    ";"CATALUÑA                                        ";"par  ";"NUM";"000002";"  ";"000006";"  ";"000051"
"00158600";"CALLE                   ";"DE LA ";"CAVA ALTA                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00158600";"CALLE                   ";"DE LA ";"CAVA ALTA                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00158700";"CALLE                   ";"DE LA ";"CAVA BAJA                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00158700";"CALLE                   ";"DE LA ";"CAVA BAJA                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00158800";"CALLE                   ";"DE LA ";"CAVA DE SAN MIGUEL                              ";"impar";"NUM";"000001";"  ";"000999";"  ";"000161"
"00158800";"CALLE                   ";"DE LA ";"CAVA DE SAN MIGUEL                              ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00158900";"CALLE                   ";"DE    ";"CAVANILLES                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000031"
"00158900";"CALLE                   ";"DE    ";"CAVANILLES                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000031"
"00159100";"PARTICULAR              ";"DE    ";"CAVANILLES                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000031"
"00159100";"PARTICULAR              ";"DE    ";"CAVANILLES                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000031"
"00159200";"PASAJE                  ";"DE    ";"CAVANILLES                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000031"
"00159200";"PASAJE                  ";"DE    ";"CAVANILLES                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000031"
"00159800";"CALLE                   ";"DE    ";"CEA BERMUDEZ                                    ";"impar";"NUM";"000001";"  ";"000031";"  ";"000072"
"00159800";"CALLE                   ";"DE    ";"CEA BERMUDEZ                                    ";"impar";"NUM";"000033";"  ";"000999";"  ";"000071"
"00159800";"CALLE                   ";"DE    ";"CEA BERMUDEZ                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000076"
"00159900";"CALLE                   ";"DE LA ";"CEBADA                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00159900";"CALLE                   ";"DE LA ";"CEBADA                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00160000";"PLAZA                   ";"DE LA ";"CEBADA                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00160000";"PLAZA                   ";"DE LA ";"CEBADA                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00160400";"CALLE                   ";"DE    ";"CEDACEROS                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000013"
"00160400";"CALLE                   ";"DE    ";"CEDACEROS                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000013"
"00160500";"CALLE                   ";"DE LOS";"CEDROS                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000064"
"00160500";"CALLE                   ";"DE LOS";"CEDROS                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000064"
"00160800";"CALLE                   ";"DE    ";"CEFERINO RODRIGUEZ                              ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00160800";"CALLE                   ";"DE    ";"CEFERINO RODRIGUEZ                              ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00161100";"CALLE                   ";"DE    ";"CELANOVA                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000084"
"00161100";"CALLE                   ";"DE    ";"CELANOVA                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000084"
"00161200";"PLAZA                   ";"DE    ";"CELENQUE                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000161"
"00161200";"PLAZA                   ";"DE    ";"CELENQUE                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000161"
"00161700";"CALLE                   ";"DE LAS";"CELINDAS                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000054"
"00161700";"CALLE                   ";"DE LAS";"CELINDAS                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000054"
"00162300";"CALLE                   ";"DE    ";"CENICERO                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000013"
"00162300";"CALLE                   ";"DE    ";"CENICERO                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000013"
"00162400";"CALLE                   ";"DE    ";"CENICIENTOS                                     ";"impar";"NUM";"000001";"  ";"000999";"  ";"000066"
"00162400";"CALLE                   ";"DE    ";"CENICIENTOS                                     ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000066"
"00163600";"CALLE                   ";"DE    ";"CERCEDILLA                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000072"
"00163600";"CALLE                   ";"DE    ";"CERCEDILLA                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000072"
"00163900";"CALLE                   ";"DE    ";"CEREDA                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000054"
"00163900";"CALLE                   ";"DE    ";"CEREDA                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000054"
"00167000";"CALLE                   ";"DEL   ";"CERRO NEGRO                                     ";"impar";"NUM";"000001";"  ";"000999";"  ";"000032"
"00167000";"CALLE                   ";"DEL   ";"CERRO NEGRO                                     ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000032"
"00167590";"CALLE                   ";"DEL   ";"CERRO DE LA PLATA                               ";"impar";"NUM";"000001";"  ";"000999";"  ";"000032"
"00167590";"CALLE                   ";"DEL   ";"CERRO DE LA PLATA                               ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000032"
"00168100";"CALLE                   ";"DE    ";"CERVANTES                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000013"
"00168100";"CALLE                   ";"DE    ";"CERVANTES                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000013"
"00168500";"CALLE                   ";"DE    ";"CEUTA                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00168500";"CALLE                   ";"DE    ";"CEUTA                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00168600";"PLAZA                   ";"DE    ";"CIBELES                                         ";"impar";"NUM";"000001";"  ";"000001";"  ";"000035"
"00168600";"PLAZA                   ";"DE    ";"CIBELES                                         ";"impar";"NUM";"000003";"  ";"000003";"  ";"000014"
"00168600";"PLAZA                   ";"DE    ";"CIBELES                                         ";"par  ";"NUM";"000004";"  ";"000004";"  ";"000041"
"00168700";"CALLE                   ";"DE    ";"CICERON                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000062"
"00168700";"CALLE                   ";"DE    ";"CICERON                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000062"
"00169000";"CALLE                   ";"DEL   ";"CID                                             ";"impar";"NUM";"000001";"  ";"000999";"  ";"000041"
"00169000";"CALLE                   ";"DEL   ";"CID                                             ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000041"
"00169100";"CALLE                   ";"DEL   ";"CIDACOS                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00169100";"CALLE                   ";"DEL   ";"CIDACOS                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00169500";"CUESTA                  ";"DE LOS";"CIEGOS                                          ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00169500";"CUESTA                  ";"DE LOS";"CIEGOS                                          ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00169650";"PLAZA                   ";"DE    ";"CIEZA                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000084"
"00169650";"PLAZA                   ";"DE    ";"CIEZA                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000084"
"00170000";"CALLE                   ";"DEL   ";"CINCA                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000051"
"00170000";"CALLE                   ";"DEL   ";"CINCA                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000051"
"00171000";"CALLE                   ";"DE LOS";"CIPRESES                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000055"
"00171000";"CALLE                   ";"DE LOS";"CIPRESES                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000055"
"00171500";"PLAZA                   ";"      ";"CIRCULAR                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000056"
"00171500";"PLAZA                   ";"      ";"CIRCULAR                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000056"
"00171800";"AVENIDA                 ";"DE LA ";"CIUDAD DE BARCELONA                             ";"impar";"NUM";"000001";"  ";"000079";"  ";"000031"
"00171800";"AVENIDA                 ";"DE LA ";"CIUDAD DE BARCELONA                             ";"impar";"NUM";"000081";"  ";"000999";"  ";"000032"
"00171800";"AVENIDA                 ";"DE LA ";"CIUDAD DE BARCELONA                             ";"par  ";"NUM";"000002";"  ";"000106";"  ";"000027"
"00171800";"AVENIDA                 ";"DE LA ";"CIUDAD DE BARCELONA                             ";"par  ";"NUM";"000108";"  ";"000188";"  ";"000031"
"00171800";"AVENIDA                 ";"DE LA ";"CIUDAD DE BARCELONA                             ";"par  ";"NUM";"000190";"  ";"000998";"  ";"000032"
"00171850";"PASEO                   ";"DE LA ";"CIUDAD DE PLASENCIA                             ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00171850";"PASEO                   ";"DE LA ";"CIUDAD DE PLASENCIA                             ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00171900";"CALLE                   ";"DE    ";"CIUDAD REAL                                     ";"impar";"NUM";"000001";"  ";"000999";"  ";"000025"
"00171900";"CALLE                   ";"DE    ";"CIUDAD REAL                                     ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000025"
"00172000";"CALLE                   ";"DE    ";"CIUDAD RODRIGO                                  ";"impar";"NUM";"000001";"  ";"000999";"  ";"000161"
"00172000";"CALLE                   ";"DE    ";"CIUDAD RODRIGO                                  ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000161"
"00172175";"PLAZA                   ";"DE LA ";"CIUDAD DE VIENA                                 ";"impar";"NUM";"000001";"  ";"009999";"  ";"000093"
"00172175";"PLAZA                   ";"DE LA ";"CIUDAD DE VIENA                                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"000093"
"00172300";"CALLE                   ";"DE    ";"CLARA DEL REY                                   ";"impar";"NUM";"000001";"  ";"000999";"  ";"000052"
"00172300";"CALLE                   ";"DE    ";"CLARA DEL REY                                   ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000052"
"00172600";"CALLE                   ";"DE    ";"CLAUDIO COELLO                                  ";"impar";"NUM";"000001";"  ";"000073";"  ";"000041"
"00172600";"CALLE                   ";"DE    ";"CLAUDIO COELLO                                  ";"impar";"NUM";"000075";"  ";"000999";"  ";"000046"
"00172600";"CALLE                   ";"DE    ";"CLAUDIO COELLO                                  ";"par  ";"NUM";"000002";"  ";"000070";"  ";"000041"
"00172600";"CALLE                   ";"DE    ";"CLAUDIO COELLO                                  ";"par  ";"NUM";"000072";"  ";"000998";"  ";"000046"
"00172700";"CALLE                   ";"DE    ";"CLAUDIO MOYANO                                  ";"impar";"NUM";"000001";"  ";"000999";"  ";"000035"
"00172700";"CALLE                   ";"DE    ";"CLAUDIO MOYANO                                  ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000035"
"00172800";"CALLE                   ";"DEL   ";"CLAVEL                                          ";"impar";"NUM";"000001";"  ";"000001";"  ";"000163"
"00172800";"CALLE                   ";"DEL   ";"CLAVEL                                          ";"impar";"NUM";"000003";"  ";"000999";"  ";"000014"
"00172800";"CALLE                   ";"DEL   ";"CLAVEL                                          ";"par  ";"NUM";"000002";"  ";"000002";"  ";"000013"
"00172800";"CALLE                   ";"DEL   ";"CLAVEL                                          ";"par  ";"NUM";"000004";"  ";"000998";"  ";"000014"
"00172900";"CALLE                   ";"DE LAS";"CLAVELINAS                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000065"
"00172900";"CALLE                   ";"DE LAS";"CLAVELINAS                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000065"
"00173100";"CALLE                   ";"DE    ";"CLAVILEÑO                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000053"
"00173100";"CALLE                   ";"DE    ";"CLAVILEÑO                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000053"
"00173600";"CALLE                   ";"DEL   ";"COBRE                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000025"
"00173600";"CALLE                   ";"DEL   ";"COBRE                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000025"
"00173800";"CALLE                   ";"DE    ";"COCHABAMBA                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000054"
"00173800";"CALLE                   ";"DE    ";"COCHABAMBA                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000054"
"00174200";"CALLE                   ";"DEL   ";"CODO                                            ";"impar";"NUM";"000001";"  ";"000999";"  ";"000011"
"00174200";"CALLE                   ";"DEL   ";"CODO                                            ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000011"
"00174800";"CALLE                   ";"DE LA ";"COLEGIATA                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000012"
"00174800";"CALLE                   ";"DE LA ";"COLEGIATA                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000012"
"00175000";"CALLE                   ";"DE LA ";"COLINA                                          ";"impar";"NUM";"000001";"  ";"009999";"  ";"000091"
"00175000";"CALLE                   ";"DE LA ";"COLINA                                          ";"par  ";"NUM";"000002";"  ";"009998";"  ";"000091"
"00175700";"PASAJE                  ";"DE    ";"COLLADO VILLALBA                                ";"impar";"NUM";"000001";"  ";"000999";"  ";"000052"
"00175700";"PASAJE                  ";"DE    ";"COLLADO VILLALBA                                ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000052"
"00176400";"CALLE                   ";"DE    ";"COLMENARES                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000014"
"00176400";"CALLE                   ";"DE    ";"COLMENARES                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000014"
"00176500";"CALLE                   ";"DE    ";"COLOMBIA                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000054"
"00176500";"CALLE                   ";"DE    ";"COLOMBIA                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000054"
"00176600";"CALLE                   ";"DE    ";"COLOMER                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000044"
"00176600";"CALLE                   ";"DE    ";"COLOMER                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000044"
"00176700";"CALLE                   ";"DE    ";"COLON                                           ";"impar";"NUM";"000001";"  ";"000999";"  ";"000015"
"00176700";"CALLE                   ";"DE    ";"COLON                                           ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000015"
"00176800";"PLAZA                   ";"DE    ";"COLON                                           ";"impar";"NUM";"000001";"  ";"000001";"  ";"000014"
"00176800";"PLAZA                   ";"DE    ";"COLON                                           ";"impar";"NUM";"000003";"  ";"000003";"  ";"000074"
"00176800";"PLAZA                   ";"DE    ";"COLON                                           ";"par  ";"NUM";"000002";"  ";"000002";"  ";"000074"
"00176800";"PLAZA                   ";"DE    ";"COLON                                           ";"par  ";"NUM";"000004";"  ";"000004";"  ";"000041"
"00178901";"CALLE                   ";"DE LA ";"BUGANVILLA                                      ";"impar";"NUM";"000001";"  ";"000999";"  ";"000056"
"00178901";"CALLE                   ";"DE LA ";"BUGANVILLA                                      ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000056"
"00200600";"CALLE                   ";"DE LOS";"COLOREROS                                       ";"impar";"NUM";"000001";"  ";"000999";"  ";"000161"
"00200600";"CALLE                   ";"DE LOS";"COLOREROS                                       ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000161"
"00200710";"CALLE                   ";"DE    ";"COLUMELA                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000041"
"00200710";"CALLE                   ";"DE    ";"COLUMELA                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000041"
"00200800";"TRAVESIA                ";"DE LA ";"COMADRE                                         ";"impar";"NUM";"000001";"  ";"000999";"  ";"000012"
"00200800";"TRAVESIA                ";"DE LA ";"COMADRE                                         ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000012"
"00200900";"CALLE                   ";"DEL   ";"COMANDANTE AZCARRAGA                            ";"impar";"NUM";"000001";"  ";"000999";"  ";"000055"
"00200900";"CALLE                   ";"DEL   ";"COMANDANTE AZCARRAGA                            ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000055"
"00201000";"CALLE                   ";"DEL   ";"COMANDANTE BENITEZ                              ";"impar";"NUM";"000001";"  ";"000999";"  ";"000023"
"00201000";"CALLE                   ";"DEL   ";"COMANDANTE BENITEZ                              ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000023"
"00201300";"PASEO                   ";"DEL   ";"COMANDANTE FORTEA                               ";"impar";"NUM";"000001";"  ";"009999";"  ";"000091"
"00201300";"PASEO                   ";"DEL   ";"COMANDANTE FORTEA                               ";"par  ";"NUM";"000002";"  ";"009998";"  ";"000091"
"00201400";"AVENIDA                 ";"DEL   ";"COMANDANTE FRANCO                               ";"impar";"NUM";"000001";"  ";"000999";"  ";"000055"
"00201400";"AVENIDA                 ";"DEL   ";"COMANDANTE FRANCO                               ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000055"
"00201500";"PLAZA                   ";"DEL   ";"COMANDANTE LAS MORENAS                          ";"impar";"NUM";"000001";"  ";"000003";"  ";"000011"
"00201500";"PLAZA                   ";"DEL   ";"COMANDANTE LAS MORENAS                          ";"impar";"NUM";"000005";"  ";"000005";"  ";"000161"
"00201600";"CALLE                   ";"DEL   ";"COMANDANTE ZORITA                               ";"impar";"NUM";"000001";"  ";"000999";"  ";"000062"
"00201600";"CALLE                   ";"DEL   ";"COMANDANTE ZORITA                               ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000062"
"00201800";"PLAZA                   ";"DE LAS";"COMENDADORAS                                    ";"impar";"NUM";"000001";"  ";"000999";"  ";"000015"
"00201800";"PLAZA                   ";"DE LAS";"COMENDADORAS                                    ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000015"
"00201900";"CALLE                   ";"DEL   ";"COMERCIO                                        ";"impar";"NUM";"000001";"  ";"000005";"  ";"000031"
"00201900";"CALLE                   ";"DEL   ";"COMERCIO                                        ";"par  ";"NUM";"000002";"  ";"000010";" D";"000031"
"00201900";"CALLE                   ";"DEL   ";"COMERCIO                                        ";"par  ";"NUM";"000012";"  ";"000016";"  ";"000027"
"00202000";"PASAJE                  ";"DEL   ";"COMERCIO                                        ";"impar";"NUM";"000001";"  ";"000999";"  ";"000163"
"00202000";"PASAJE                  ";"DEL   ";"COMERCIO                                        ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000163"
"00202800";"CALLE                   ";"DE    ";"CONCEPCION ARENAL                               ";"impar";"NUM";"000001";"  ";"000999";"  ";"000015"
"00202800";"CALLE                   ";"DE    ";"CONCEPCION ARENAL                               ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000015"
"00203000";"CALLE                   ";"DE    ";"CONCEPCION BAHAMONDE                            ";"impar";"NUM";"000001";"  ";"000999";"  ";"000043"
"00203000";"CALLE                   ";"DE    ";"CONCEPCION BAHAMONDE                            ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000043"
"00203100";"CALLE                   ";"DE LA ";"CONCEPCION JERONIMA                             ";"impar";"NUM";"000001";"  ";"000999";"  ";"000012"
"00203100";"CALLE                   ";"DE LA ";"CONCEPCION JERONIMA                             ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000161"
"00203200";"CALLEJON                ";"DE LA ";"CONCEPCION JERONIMA                             ";"impar";"NUM";"000001";"  ";"000999";"  ";"000012"
"00203200";"CALLEJON                ";"DE LA ";"CONCEPCION JERONIMA                             ";"par  ";"NUM";"000002";"  ";"000998";"  ";"000012"
"00203700";"AVENIDA                 ";"DE    ";"CONCHA ESPINA                                   ";"impar";"NUM";"000001";"  ";"000003";"  ";"000054"
"00203700";"AVENIDA                 ";"DE    ";"CONCHA ESPINA                                   ";"impar";"NUM";"000005";"  ";"000999";"  ";"000054"
