File,id,type,type URI from DBpedia,description,description URI from DBpedia,lastUpdated,geometry,icon,parkingBay,link
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/14,Motocicleta,http://dbpedia.org/resource/Motorcycle,Calle-Calle,http://es.dbpedia.org/resource/Calle-Calle,2014-12-02T19:00:00Z,676459.44 4613331.5,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,16,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/15,Motocicleta,http://dbpedia.org/resource/Motorcycle,Calle-Calle,http://es.dbpedia.org/resource/Calle-Calle,2014-12-02T19:00:00Z,676569.6 4613303.5,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,6,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/16,Motocicleta,http://dbpedia.org/resource/Motorcycle,Calle-Calle,http://es.dbpedia.org/resource/Calle-Calle,2014-12-02T19:00:00Z,676555.56 4613308.0,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,5,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/17,Motocicleta,http://dbpedia.org/resource/Motorcycle,Calle-Calle,http://es.dbpedia.org/resource/Calle-Calle,2014-12-02T19:00:00Z,676575.7 4613317.5,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,5,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/18,Motocicleta,http://dbpedia.org/resource/Motorcycle,Calle-Calle,http://es.dbpedia.org/resource/Calle-Calle,2014-12-02T19:00:00Z,676565.44 4613320.0,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,11,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/19,Motocicleta,http://dbpedia.org/resource/Motorcycle,Plaza de los Sitios,http://es.dbpedia.org/resource/Plaza_de_los_Sitios,2014-12-02T19:00:00Z,676687.3 4613270.5,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,11,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/20,Motocicleta,http://dbpedia.org/resource/Motorcycle,Plaza de los Sitios,http://es.dbpedia.org/resource/Plaza_de_los_Sitios,2014-12-02T19:00:00Z,676680.44 4613258.5,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,6,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/21,Motocicleta,http://dbpedia.org/resource/Motorcycle,Plaza de los Sitios,http://es.dbpedia.org/resource/Plaza_de_los_Sitios,2014-12-02T19:00:00Z,676693.2 4613250.5,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,6,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/22,Motocicleta,http://dbpedia.org/resource/Motorcycle,Plaza de los Sitios,http://es.dbpedia.org/resource/Plaza_de_los_Sitios,2014-12-02T19:00:00Z,676700.25 4613266.0,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,11,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/23,Motocicleta,http://dbpedia.org/resource/Motorcycle,Calle-Calle,http://es.dbpedia.org/resource/Calle-Calle,2014-12-02T19:00:00Z,676784.0 4613231.0,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,6,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/24,Motocicleta,http://dbpedia.org/resource/Motorcycle,Plaza de los Sitios,http://es.dbpedia.org/resource/Plaza_de_los_Sitios,2014-12-02T19:00:00Z,676766.3 4613221.0,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,8,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/25,Motocicleta,http://dbpedia.org/resource/Motorcycle,Calle-Calle,http://es.dbpedia.org/resource/Calle-Calle,2014-12-02T19:00:00Z,676778.44 4613216.5,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,8,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/26,Motocicleta,http://dbpedia.org/resource/Motorcycle,Calle-Calle,http://es.dbpedia.org/resource/Calle-Calle,2014-12-02T19:00:00Z,676628.5 4613131.5,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,5,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/27,Motocicleta,http://dbpedia.org/resource/Motorcycle,Calle-Calle,http://es.dbpedia.org/resource/Calle-Calle,2014-12-02T19:00:00Z,676620.3 4613115.5,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,5,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/28,Motocicleta,http://dbpedia.org/resource/Motorcycle,Calle-Calle,http://es.dbpedia.org/resource/Calle-Calle,2014-12-02T19:00:00Z,676635.1 4613109.5,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,11,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/29,Motocicleta,http://dbpedia.org/resource/Motorcycle,Plaza de los Sitios,http://es.dbpedia.org/resource/Plaza_de_los_Sitios,2014-12-02T19:00:00Z,676641.06 4613123.0,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,13,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/30,Motocicleta,http://dbpedia.org/resource/Motorcycle,Calle-Calle,http://es.dbpedia.org/resource/Calle-Calle,2014-12-02T19:00:00Z,676658.1 4613205.5,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,6,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/31,Motocicleta,http://dbpedia.org/resource/Motorcycle,Calle-Calle,http://es.dbpedia.org/resource/Calle-Calle,2014-12-02T19:00:00Z,676649.75 4613188.5,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,4,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/32,Motocicleta,http://dbpedia.org/resource/Motorcycle,Calle-Calle,http://es.dbpedia.org/resource/Calle-Calle,2014-12-02T19:00:00Z,676388.8 4613104.0,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,15,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/33,Motocicleta,http://dbpedia.org/resource/Motorcycle,Calle-Calle,http://es.dbpedia.org/resource/Calle-Calle,2014-12-02T19:00:00Z,676677.6 4613456.5,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,26,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/34,Motocicleta,http://dbpedia.org/resource/Motorcycle,Calle-Calle,http://es.dbpedia.org/resource/Calle-Calle,2014-12-02T19:00:00Z,676761.5 4613442.0,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,3,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/35,Motocicleta,http://dbpedia.org/resource/Motorcycle,Calle-Calle,http://es.dbpedia.org/resource/Calle-Calle,2014-12-02T19:00:00Z,676726.1 4613358.5,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,4,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/36,Motocicleta,http://dbpedia.org/resource/Motorcycle,Calle-Calle,http://es.dbpedia.org/resource/Calle-Calle,2014-12-02T19:00:00Z,676481.6 4612503.5,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,18,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/37,Motocicleta,http://dbpedia.org/resource/Motorcycle,Paseo de la Constitucion (Zaragoza),http://es.dbpedia.org/resource/Paseo_de_la_Constitucion_(Zaragoza),2014-12-02T19:00:00Z,676339.25 4613040.5,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,8,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/38,Motocicleta,http://dbpedia.org/resource/Motorcycle,Paseo de la Constitucion (Zaragoza),http://es.dbpedia.org/resource/Paseo_de_la_Constitucion_(Zaragoza),2014-12-02T19:00:00Z,676330.25 4613037.5,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,0,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/39,Motocicleta,http://dbpedia.org/resource/Motorcycle,Calle-Calle,http://es.dbpedia.org/resource/Calle-Calle,2014-12-02T19:00:00Z,676520.94 4612503.0,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,5,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/40,Motocicleta,http://dbpedia.org/resource/Motorcycle,Paseo de la Constitucion (Zaragoza),http://es.dbpedia.org/resource/Paseo_de_la_Constitucion_(Zaragoza),2014-12-02T19:00:00Z,676449.25 4613053.0,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,10,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/41,Motocicleta,http://dbpedia.org/resource/Motorcycle,Iglesia de San Miguel de los Navarros,http://es.dbpedia.org/resource/Iglesia_de_San_Miguel_de_los_Navarros,2014-12-02T19:00:00Z,676982.2 4613322.0,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,4,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/42,Motocicleta,http://dbpedia.org/resource/Motorcycle,Iglesia de San Miguel de los Navarros,http://es.dbpedia.org/resource/Iglesia_de_San_Miguel_de_los_Navarros,2014-12-02T19:00:00Z,676989.06 4613301.0,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,23,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/43,Motocicleta,http://dbpedia.org/resource/Motorcycle,Calle-Calle,http://es.dbpedia.org/resource/Calle-Calle,2014-12-02T19:00:00Z,676990.8 4613265.5,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,14,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/44,Motocicleta,http://dbpedia.org/resource/Motorcycle,Alto Aragon,http://es.dbpedia.org/resource/Alto_Aragon,2014-12-02T19:00:00Z,677503.06 4613484.0,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,50,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/45,Motocicleta,http://dbpedia.org/resource/Motorcycle,Calle-Calle,http://es.dbpedia.org/resource/Calle-Calle,2014-12-02T19:00:00Z,677029.5 4613236.0,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,10,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/46,Motocicleta,http://dbpedia.org/resource/Motorcycle,Matadero,http://dbpedia.org/resource/Slaughterhouse,2014-12-02T19:00:00Z,677443.7 4612696.5,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,5,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/47,Motocicleta,http://dbpedia.org/resource/Motorcycle,Monasterio de Samos,http://es.dbpedia.org/resource/Monasterio_de_Samos,2014-12-02T19:00:00Z,677359.94 4612687.0,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,3,
aparcamiento-moto.csv,http://www.zaragoza.es/api/recurso/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/48,Motocicleta,http://dbpedia.org/resource/Motorcycle,Monasterio de Samos,http://es.dbpedia.org/resource/Monasterio_de_Samos,2014-12-02T19:00:00Z,677349.0 4612671.5,http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png,4,
