RESERVAS PERSONAS CON MOVILIDAD REDUCIDA;;;;;;
Gis_X;Gis_Y;Distrito;Barrio;Calle;Nß Finca;Nß de Plazas
440601,85;4472510,99;02  ARGANZUELA;02-02 ACACIAS;PELUELAS, CALLE, DE LAS;62;1
440313,12;4473066;02  ARGANZUELA;02-02 ACACIAS;PELUELAS, CALLE, DE LAS;1;2
440576,24;4472559,23;02  ARGANZUELA;02-02 ACACIAS;PELUELAS, CALLE, DE LAS;54;1
440361,16;4472976,34;02  ARGANZUELA;02-02 ACACIAS;PELUELAS, CALLE, DE LAS;17;1
440362,04;4472449,58;02  ARGANZUELA;02-02 ACACIAS;POZUELO DE ZARZON, CALLE, DE;2;1
440684,24;4472607,22;02  ARGANZUELA;02-02 ACACIAS;SANTA MARIA DE LA CABEZA, PASEO, DE;68 C;2
439697,08;4473219,9;02  ARGANZUELA;02-02 ACACIAS;TOLEDO, CALLE, DE;133;1
439647,77;4473082,45;02  ARGANZUELA;02-02 ACACIAS;TOLEDO, CALLE, DE;145;1
440184,9;4472371,8;02  ARGANZUELA;02-02 ACACIAS;VALDELASIERRA, CALLE, DE;3;1
440158,04;4473110,81;02  ARGANZUELA;02-02 ACACIAS;VILLA DE ARBANCON, CALLE, DE LA;6;1
439974,03;4472460,36;02  ARGANZUELA;02-02 ACACIAS;YESERIAS, PASEO, DE LAS;29;1
440562,33;4472335,3;02  ARGANZUELA;02-03 CHOPERA;AGUILON, CALLE, DE;5;2
440917,95;4472139,16;02  ARGANZUELA;02-03 CHOPERA;ALDEA DEL FRESNO, CALLE, DE;11;1
440970,48;4471896,79;02  ARGANZUELA;02-03 CHOPERA;ALEJANDRO SAINT AUBIN, CALLE, DE;S/N;1
440858,93;4472458,36;02  ARGANZUELA;02-03 CHOPERA;CACERES, CALLE, DE;35;1
440880,39;4471850,4;02  ARGANZUELA;02-03 CHOPERA;CHOPERA, PASEO, DE LA;43;1
440766,96;4471838,01;02  ARGANZUELA;02-03 CHOPERA;CHOPERA, PASEO, DE LA;10;2
440631,83;4472176,62;02  ARGANZUELA;02-03 CHOPERA;CHOPERA, PASEO, DE LA;19;1
440903,07;4471801,64;02  ARGANZUELA;02-03 CHOPERA;CHOPERA, PASEO, DE LA;49;1
440944,76;4472200,24;02  ARGANZUELA;02-03 CHOPERA;DIVINO VALLES, CALLE, DEL;20B;2
440776,62;4472206,65;02  ARGANZUELA;02-03 CHOPERA;DIVINO VALLES, CALLE, DEL;31;2
441038,06;4471861,93;02  ARGANZUELA;02-03 CHOPERA;DOMINGO PEREZ DEL VAL, CALLE, DE;4;1
440939,03;4472336,66;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;144;1
440996,86;4472226,24;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;158;1
441022,4;4472177,5;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;162;1
440859,29;4472487,41;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;130;1
440788,94;4472622,52;02  ARGANZUELA;02-03 CHOPERA;EMBAJADORES, CALLE, DE;114;3
441114,37;4471774,09;02  ARGANZUELA;02-03 CHOPERA;ENRIQUE TROMPETA, CALLE, DE;2;1
440740,71;4472143,01;02  ARGANZUELA;02-03 CHOPERA;EUGENIO SELLES, CALLE, DE;Fte 12;1
440772,49;4472139,95;02  ARGANZUELA;02-03 CHOPERA;EUGENIO SELLES, CALLE, DE;3;2
440704,3;4472116,88;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;35;3
440689,4;4472069,57;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;54;1
440719,14;4472306,69;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;26;1
440713,97;4472197,18;02  ARGANZUELA;02-03 CHOPERA;FERNANDO POO, CALLE, DE;27;4
440720,55;4472548,55;02  ARGANZUELA;02-03 CHOPERA;GENERAL PALANCA, CALLE, DEL;6;2
440693,49;4472561,27;02  ARGANZUELA;02-03 CHOPERA;GENERAL PALANCA, CALLE, DEL;1;1
440851,47;4472219,71;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;26;1
440882,23;4472338,67;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;7;2
440862,54;4472325,62;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;12;1
440865,27;4472183,15;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;19;1
440829,1;4472010,22;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;48;1
440844,48;4471990,23;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;33;1
441029,47;4471814,4;02  ARGANZUELA;02-03 CHOPERA;JOSE MIGUEL GORDOA, CALLE, DE;1;1
440803,28;4472289,89;02  ARGANZUELA;02-03 CHOPERA;PARROCO JULIO MORATE, CALLE, DEL;3;1
441024,62;4471960,6;02  ARGANZUELA;02-03 CHOPERA;RUTILIO GACIS, PLAZA, DE;6;1
440705,73;4472394,35;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;14;2
440718,46;4472384,23;02  ARGANZUELA;02-03 CHOPERA;TORRES MIRANDA, CALLE, DE;15;1
441119,26;4471827,73;02  ARGANZUELA;02-03 CHOPERA;VOLUNTARIOS MACABEBES, CALLE, DE LOS;S/N;1
441402,27;4471447,82;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;2;1
441563,51;4471537,56;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;3;1
441792,04;4471628,94;02  ARGANZUELA;02-04 LEGAZPI;ANTRACITA, CALLE, DE LA;33;1
442486,96;4471865,32;02  ARGANZUELA;02-04 LEGAZPI;ARIEL, CALLE, DE;2;1
441342,76;4471700,86;02  ARGANZUELA;02-04 LEGAZPI;BOLIVAR, CALLE, DE;Fte 9;2
441735,33;4471464,83;02  ARGANZUELA;02-04 LEGAZPI;BRONCE, CALLE, DEL;9;1
441684,16;4471485,02;02  ARGANZUELA;02-04 LEGAZPI;CROMO, CALLE, DEL;5;3
441572,47;4471359,22;02  ARGANZUELA;02-04 LEGAZPI;HIERRO, CALLE, DEL;Fte 33;1
441487,97;4471580,03;02  ARGANZUELA;02-04 LEGAZPI;HIERRO, CALLE, DEL;27;1
441491,54;4471572,39;02  ARGANZUELA;02-04 LEGAZPI;HIERRO, CALLE, DEL;27;2
441370,72;4471157,47;02  ARGANZUELA;02-04 LEGAZPI;JULIAN RABANEDO, CALLE, DE;4;1
441295,3;4471496,22;02  ARGANZUELA;02-04 LEGAZPI;MOLINO, PASEO, DEL;15;1
442407,07;4471690,76;02  ARGANZUELA;02-04 LEGAZPI;NEREIDA, CALLE, DE;14;1
441814,44;4470825,29;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE LA CRUZ VERDE, CALLE, DEL;42;1
441816,34;4471133,86;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE LA CRUZ VERDE, CALLE, DEL;14;1
441745,02;4471055,6;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE MIRAVETE, CALLE, DEL;13;1
441721,41;4471052,08;02  ARGANZUELA;02-04 LEGAZPI;PUERTO DE MIRAVETE, CALLE, DEL;10;1
441786,12;4471067,58;02  ARGANZUELA;02-04 LEGAZPI;PUERTO SERRANO, CALLE, DE;9;2
441571,15;4471630,11;02  ARGANZUELA;02-04 LEGAZPI;RODIO, CALLE, DEL;12;1
441405,17;4471558,55;02  ARGANZUELA;02-04 LEGAZPI;RODIO, CALLE, DEL;4;1
441241,45;4472054,97;02  ARGANZUELA;02-05 DELICIAS;ALEJANDRO FERRANT, CALLE, DE;5;2
441263,84;4471952,9;02  ARGANZUELA;02-05 DELICIAS;ALICANTE, CALLE, DE;5;1
441430,9;4471973,37;02  ARGANZUELA;02-05 DELICIAS;ALICANTE, CALLE, DE;14;1
441303,91;4472113,9;02  ARGANZUELA;02-05 DELICIAS;BATALLA DE BELCHITE, CALLE, DE LA;16;1
441311,11;4472226,77;02  ARGANZUELA;02-05 DELICIAS;BATALLA DE BELCHITE, CALLE, DE LA;8;1
441014;4472431,34;02  ARGANZUELA;02-05 DELICIAS;BATALLA DEL SALADO, CALLE, DE LA;41;1
441010,99;4472399,84;02  ARGANZUELA;02-05 DELICIAS;BATALLA DEL SALADO, CALLE, DE LA;47;1
441016,22;4472459,06;02  ARGANZUELA;02-05 DELICIAS;BATALLA DEL SALADO, CALLE, DE LA;39;1
441497,25;4471777,4;02  ARGANZUELA;02-05 DELICIAS;BOLIVAR, CALLE, DE;15;1
441059,68;4472443,96;02  ARGANZUELA;02-05 DELICIAS;CACERES, CALLE, DE;12;1
440914,45;4472452,15;02  ARGANZUELA;02-05 DELICIAS;CACERES, CALLE, DE;33;1
441091,41;4472597,84;02  ARGANZUELA;02-05 DELICIAS;CIUDAD REAL, CALLE, DE;20;2
440911,01;4472612,75;02  ARGANZUELA;02-05 DELICIAS;CIUDAD REAL, CALLE, DE;34;1
441621,13;4471908,32;02  ARGANZUELA;02-05 DELICIAS;COBRE, CALLE, DEL;5;1
441183,4;4472392,51;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;82;3
441211,4;4472476,2;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;65D;1
441142,39;4471757,16;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;131;2
441155,89;4472106,97;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;110;2
441240,09;4471728,91;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;198;2
441261;4471735,46;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;177;2
441003,68;4472255,75;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;137;1
441082,5;4472104,36;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;159;2
440946,62;4472365,12;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;123;1
442089,2;4471862,73;02  ARGANZUELA;02-05 DELICIAS;ESTRELLA DENEBOLA, CALLE, DE LA;3;2
441996,35;4472096,81;02  ARGANZUELA;02-05 DELICIAS;ESTRELLA DENEBOLA, CALLE, DE LA;24;1
441962,33;4472156,93;02  ARGANZUELA;02-05 DELICIAS;ESTRELLA NAOS, CALLE, DE LA;18;1
441144,47;4472675,54;02  ARGANZUELA;02-05 DELICIAS;FERROCARRIL, CALLE, DEL;5;1
441390,66;4471804,5;02  ARGANZUELA;02-05 DELICIAS;HIERRO, CALLE, DEL;13;2
441958,24;4472458,18;02  ARGANZUELA;02-05 DELICIAS;JUAN DE MARIANA, CALLE, DE;26;1
441884,77;4472385,23;02  ARGANZUELA;02-05 DELICIAS;JUAN DE MARIANA, CALLE, DE;Fte 14;1
441191,04;4472167,28;02  ARGANZUELA;02-05 DELICIAS;JUAN DE VERA, CALLE, DE;2;1
442278,16;4472192,59;02  ARGANZUELA;02-05 DELICIAS;MENDEZ ALVARO, CALLE, DE;60 A;2
442171,08;4472301,25;02  ARGANZUELA;02-05 DELICIAS;ORIANA, CALLE, DEL;2;1
441626,43;4472115,49;02  ARGANZUELA;02-05 DELICIAS;PARROCO EUSEBIO CUENCA, CALLE, DEL;42;1
441445,97;4472012,87;02  ARGANZUELA;02-05 DELICIAS;PLOMO, CALLE, DEL;23;1
441407,41;4472304;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;49;1
441326,57;4472438,04;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;47;3
441246,01;4472308,96;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;21;1
441161,68;4472317,33;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;11;1
441064,58;4472326,37;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;3;1
441248,25;4472300,11;02  ARGANZUELA;02-05 DELICIAS;TOMAS BRETON, CALLE, DE;26;1
440600,06;4473110,6;02  ARGANZUELA;02-06 PALOS DE MOGUER;ALONSO DEL BARCO, CALLE, DE;6;1
440611,14;4473050,85;02  ARGANZUELA;02-06 PALOS DE MOGUER;ALONSO DEL BARCO, CALLE, DE;12;1
441567,48;4472895,16;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;32;1
441452,25;4472904,89;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;22;1
441525,8;4472914,91;02  ARGANZUELA;02-06 PALOS DE MOGUER;ANCORA, CALLE, DEL;27;1
441176,53;4473385,08;02  ARGANZUELA;02-06 PALOS DE MOGUER;ATOCHA, RONDA, DE;5;1
441064,85;4472966,53;02  ARGANZUELA;02-06 PALOS DE MOGUER;BATALLA DEL SALADO, CALLE, DE LA;9;1
441049,77;4472807,12;02  ARGANZUELA;02-06 PALOS DE MOGUER;BATALLA DEL SALADO, CALLE, DE LA;19;1
440674,99;4473112,86;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;10;1
440795,52;4472884,52;02  ARGANZUELA;02-06 PALOS DE MOGUER;BERNARDINO OBREGON, CALLE, DE;Fte 21;4
441242,58;4472691,55;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;1;1
440979,91;4472819,87;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;14;1
441336,77;4472801,12;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;29;1
441319,76;4472793,32;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;38;1
441175,58;4472814,2;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;Fte 34;2
441668,88;4472765,13;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;Fte 57;1
441643,55;4472776,02;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;53;1
441288,63;4472804,8;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;21;1
441437,24;4472783,95;02  ARGANZUELA;02-06 PALOS DE MOGUER;CANARIAS, CALLE, DE LAS;46;1
441088,09;4473069,37;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, CALLE, DE LAS;1;3
441336,66;4473050,68;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, CALLE, DE LAS;23;2
441257,86;4472957,55;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, PASEO, DE LAS;45;1
441253,9;4473132,82;02  ARGANZUELA;02-06 PALOS DE MOGUER;DELICIAS, PASEO, DE LAS;28;2
440698,43;4472836,86;02  ARGANZUELA;02-06 PALOS DE MOGUER;EMBAJADORES, CALLE, DE;81;1
441128,53;4472696,86;02  ARGANZUELA;02-06 PALOS DE MOGUER;FERROCARRIL, CALLE, DEL;10;1
440942,91;4472710,43;02  ARGANZUELA;02-06 PALOS DE MOGUER;FERROCARRIL, CALLE, DEL;32;1
440846,93;4473084,72;02  ARGANZUELA;02-06 PALOS DE MOGUER;FRAY LUIS DE LEON, CALLE, DE;11;4
440907,84;4472968,38;02  ARGANZUELA;02-06 PALOS DE MOGUER;FRAY LUIS DE LEON, CALLE, DE;Fte 16;2
441489,44;4472751,06;02  ARGANZUELA;02-06 PALOS DE MOGUER;GENERAL LACY, CALLE, DEL;23;1
441494,15;4473050,67;02  ARGANZUELA;02-06 PALOS DE MOGUER;GENERAL LACY, CALLE, DEL;12;2
440998,77;4473063,27;02  ARGANZUELA;02-06 PALOS DE MOGUER;JOSE ANTONIO DE ARMONA, CALLE, DE;28;1
441289,69;4472720,87;02  ARGANZUELA;02-06 PALOS DE MOGUER;JOSE MARIA ROQUERO, CALLE, DE;FTE 7;1
441065,46;4473286,54;02  ARGANZUELA;02-06 PALOS DE MOGUER;MARQUES DE LA VALDAVIA, CALLE, DEL;3;1
441789,62;4472774,2;02  ARGANZUELA;02-06 PALOS DE MOGUER;MENDEZ ALVARO, CALLE, DE;26A;2
441421,17;4473157,45;02  ARGANZUELA;02-06 PALOS DE MOGUER;MURCIA, CALLE, DE;24;1
441371,19;4473171,51;02  ARGANZUELA;02-06 PALOS DE MOGUER;MURCIA, CALLE, DE;19;1
441235,79;4473184,84;02  ARGANZUELA;02-06 PALOS DE MOGUER;MURCIA, CALLE, DE;11;
441112,06;4472933,99;02  ARGANZUELA;02-06 PALOS DE MOGUER;PALOS DE LA FRONTERA, CALLE, DE;40;2
440827,57;4472945,39;02  ARGANZUELA;02-06 PALOS DE MOGUER;PALOS DE LA FRONTERA, CALLE, DE;7;1
440763,53;4472914,83;02  ARGANZUELA;02-06 PALOS DE MOGUER;PALOS DE LA FRONTERA, CALLE, DE;14;1
441193,97;4472988,63;02  ARGANZUELA;02-06 PALOS DE MOGUER;PEDRO UNANUE, CALLE, DE;20;1
441386,08;4473091,96;02  ARGANZUELA;02-06 PALOS DE MOGUER;RAFAEL DE RIEGO, CALLE, DE;9;1
441395,9;4473223,02;02  ARGANZUELA;02-06 PALOS DE MOGUER;RAFAEL DE RIEGO, CALLE, DE;8;1
441197,2;4473294,91;02  ARGANZUELA;02-06 PALOS DE MOGUER;SANTA MARIA DE LA CABEZA, PASEO, DE;11;2
441243,71;4473360,9;02  ARGANZUELA;02-06 PALOS DE MOGUER;SANTA MARIA DE LA CABEZA, PASEO, DE;1;1
440874,7;4472865,37;02  ARGANZUELA;02-06 PALOS DE MOGUER;SANTA MARIA DE LA CABEZA, PASEO, DE;52;2
441153,66;4473232,87;02  ARGANZUELA;02-06 PALOS DE MOGUER;SANTA MARIA DE LA CABEZA, PASEO, DE;19;1
440835,14;4473143,24;02  ARGANZUELA;02-06 PALOS DE MOGUER;SEBASTIAN ELCANO, CALLE, DE;17;1
440586,43;4473052,16;02  ARGANZUELA;02-06 PALOS DE MOGUER;SEBASTIAN ELCANO, CALLE, DE;1;1
440762,8;4473036,88;02  ARGANZUELA;02-06 PALOS DE MOGUER;SEBASTIAN HERRERA, CALLE, DE;15;2
441174,5;4472754,82;02  ARGANZUELA;02-06 PALOS DE MOGUER;TARRAGONA, CALLE, DE;38;1
441122,49;4472759,23;02  ARGANZUELA;02-06 PALOS DE MOGUER;TARRAGONA, CALLE, DE;30;1
441341,41;4473281,56;02  ARGANZUELA;02-06 PALOS DE MOGUER;TORTOSA, CALLE, DE;5;2
440670,58;4473208,18;02  ARGANZUELA;02-06 PALOS DE MOGUER;VALENCIA, RONDA, DE;3;2
441123,78;4473120,28;02  ARGANZUELA;02-06 PALOS DE MOGUER;VIZCAYA, CALLE, DE;6;1
441133,34;4473128,74;02  ARGANZUELA;02-06 PALOS DE MOGUER;VIZCAYA, CALLE, DE;3;1
442210,97;4472576,69;02  ARGANZUELA;02-07 ATOCHA;GARGANTA DE LOS MONTES, CALLE, DE;6;1
442169,41;4472627,09;02  ARGANZUELA;02-07 ATOCHA;GARGANTA DE LOS MONTES, CALLE, DE;1;2
441946,7;4472634,04;02  ARGANZUELA;02-07 ATOCHA;MENDEZ ALVARO, CALLE, DE;21;1
442914,87;4473338,17;03  RETIRO;03-01 PAC÷FICO;ABTAO, CALLE, DE;31;1
442658,58;4472943,86;03  RETIRO;03-01 PAC÷FICO;ABTAO, CALLE, DE;3;1
442727,73;4473033,59;03  RETIRO;03-01 PAC÷FICO;ABTAO, CALLE, DE;10B;1
442792,65;4473132,99;03  RETIRO;03-01 PAC÷FICO;ABTAO, CALLE, DE;26;1
442628,23;4472897,88;03  RETIRO;03-01 PAC÷FICO;ABTAO, CALLE, DE;1;1
442274,07;4473218,21;03  RETIRO;03-01 PAC÷FICO;ANDRES TORREJON, CALLE, DE;2;1
442102,91;4473118,33;03  RETIRO;03-01 PAC÷FICO;ANTONIO NEBRIJA, CALLE, DE;1;1
442695,94;4473298,52;03  RETIRO;03-01 PAC÷FICO;CAVANILLES, CALLE, DE;15;1
442770,17;4473232;03  RETIRO;03-01 PAC÷FICO;CAVANILLES, CALLE, DE;34;1
442824,72;4473218,82;03  RETIRO;03-01 PAC÷FICO;CAVANILLES, CALLE, DE;27;1
442849,11;4473180,69;03  RETIRO;03-01 PAC÷FICO;CAVANILLES, CALLE, DE;42;1
442897,09;4473170,48;03  RETIRO;03-01 PAC÷FICO;CAVANILLES, CALLE, DE;35;1
443031,55;4473062,11;03  RETIRO;03-01 PAC÷FICO;CAVANILLES, CALLE, DE;60;1
443018,73;4473090,68;03  RETIRO;03-01 PAC÷FICO;CAVANILLES, CALLE, DE;49;1
442967,39;4473124,16;03  RETIRO;03-01 PAC÷FICO;CAVANILLES, CALLE, DE;43;1
442587,79;4473339,2;03  RETIRO;03-01 PAC÷FICO;CAVANILLES, CALLE, DE;12;1
442679,2;4472645,7;03  RETIRO;03-01 PAC÷FICO;COCHERAS, CALLE, DE LAS;2;1
442112,92;4472898,16;03  RETIRO;03-01 PAC÷FICO;COMERCIO, CALLE, DEL;10;1
442132,05;4472887,84;03  RETIRO;03-01 PAC÷FICO;COMERCIO, CALLE, DEL;10;1
442292,74;4472962,87;03  RETIRO;03-01 PAC÷FICO;COMERCIO, CALLE, DEL;3;2
443179,48;4473223,11;03  RETIRO;03-01 PAC÷FICO;DOCTOR ESQUERDO, CALLE, DEL;136;1
442971,31;4472926,11;03  RETIRO;03-01 PAC÷FICO;DOCTOR ESQUERDO, CALLE, DEL;160;1
442188,88;4473275,94;03  RETIRO;03-01 PAC÷FICO;FUENTERRABIA, CALLE, DE;5;1
442729,63;4472966,83;03  RETIRO;03-01 PAC÷FICO;GRANADA, CALLE, DE;41;2
442762,35;4472934;03  RETIRO;03-01 PAC÷FICO;GRANADA, CALLE, DE;44;2
442902,72;4472851,94;03  RETIRO;03-01 PAC÷FICO;GRANADA, CALLE, DE;59;1
442398,23;4473368,15;03  RETIRO;03-01 PAC÷FICO;GUTENBERG, CALLE, DE;28;2
442344,57;4473262,85;03  RETIRO;03-01 PAC÷FICO;GUTENBERG, CALLE, DE;18;1
442283,66;4473143,22;03  RETIRO;03-01 PAC÷FICO;GUTENBERG, CALLE, DE;4;3
442682,52;4472714,61;03  RETIRO;03-01 PAC÷FICO;HOYUELO, CALLE, DE;3;1
442541,62;4473315,82;03  RETIRO;03-01 PAC÷FICO;JOSE SANCHEZ PESCADOR, CALLE, DE;5;1
442800,28;4473353,09;03  RETIRO;03-01 PAC÷FICO;JUAN DE URBIETA, CALLE, DE;46;1
442802,41;4473356,36;03  RETIRO;03-01 PAC÷FICO;JUAN DE URBIETA, CALLE, DE;46;1
442620,33;4473079,11;03  RETIRO;03-01 PAC÷FICO;JUAN DE URBIETA, CALLE, DE;16;2
442578,32;4473029,81;03  RETIRO;03-01 PAC÷FICO;JUAN DE URBIETA, CALLE, DE;7;1
442534,5;4472963,33;03  RETIRO;03-01 PAC÷FICO;JUAN DE URBIETA, CALLE, DE;1;1
442149,25;4473186,23;03  RETIRO;03-01 PAC÷FICO;JULIAN GAYARRE, CALLE, DE;2;1
442502,43;4472923,59;03  RETIRO;03-01 PAC÷FICO;LEON GIL DE PALACIO, CALLE, DE;Fte 1;1
442736,35;4473377,52;03  RETIRO;03-01 PAC÷FICO;MEDITERRANEO, AVENIDA, DEL;16;1
442681,75;4473384,4;03  RETIRO;03-01 PAC÷FICO;MEDITERRANEO, AVENIDA, DEL;12;1
442853,39;4473363,19;03  RETIRO;03-01 PAC÷FICO;MEDITERRANEO, AVENIDA, DEL;22;1
442438,53;4473294,95;03  RETIRO;03-01 PAC÷FICO;MENENDEZ PELAYO, AVENIDA, DE;26;1
442347,91;4473117,98;03  RETIRO;03-01 PAC÷FICO;MENENDEZ PELAYO, AVENIDA, DE;40;1
442580,24;4473273,65;03  RETIRO;03-01 PAC÷FICO;NARCISO SERRA, CALLE, DE;27;1
442528,58;4473167,22;03  RETIRO;03-01 PAC÷FICO;NARCISO SERRA, CALLE, DE;16;1
442452,17;4473036,29;03  RETIRO;03-01 PAC÷FICO;NARCISO SERRA, CALLE, DE;2;1
442340,4;4473370,72;03  RETIRO;03-01 PAC÷FICO;REINA CRISTINA, PASEO, DE LA;26;2
443033,44;4473284,68;03  RETIRO;03-01 PAC÷FICO;SANCHEZ BARCAIZTEGUI, CALLE, DE;38;1
442815,45;4472964,85;03  RETIRO;03-01 PAC÷FICO;SANCHEZ BARCAIZTEGUI, CALLE, DE;11;1
442809,94;4472939,56;03  RETIRO;03-01 PAC÷FICO;SANCHEZ BARCAIZTEGUI, CALLE, DE;10;1
443013,6;4473253,98;03  RETIRO;03-01 PAC÷FICO;SANCHEZ BARCAIZTEGUI, CALLE, DE;36;1
442846,62;4473011,2;03  RETIRO;03-01 PAC÷FICO;SANCHEZ BARCAIZTEGUI, CALLE, DE;19;2
442133,87;4473017,31;03  RETIRO;03-01 PAC÷FICO;TELLEZ, CALLE, DE;10;1
442291,71;4472931,67;03  RETIRO;03-01 PAC÷FICO;TELLEZ, CALLE, DE;14;1
442535,51;4472799,38;03  RETIRO;03-01 PAC÷FICO;TELLEZ, CALLE, DE;29;1
442477,23;4472820,09;03  RETIRO;03-01 PAC÷FICO;TELLEZ, CALLE, DE;30;1
442311,92;4472824,37;03  RETIRO;03-01 PAC÷FICO;TELLEZ, TRAVESIA, DE;8;1
442334,54;4472830,17;03  RETIRO;03-01 PAC÷FICO;TELLEZ, TRAVESIA, DE;5;2
442565,27;4473214,09;03  RETIRO;03-01 PAC÷FICO;VALDERRIBAS, CALLE, DE;17B;1
442402,72;4473303,32;03  RETIRO;03-01 PAC÷FICO;VALDERRIBAS, CALLE, DE;3;1
442970,05;4472958,93;03  RETIRO;03-01 PAC÷FICO;VALDERRIBAS, CALLE, DE;53;1
442970,33;4472948,03;03  RETIRO;03-01 PAC÷FICO;VALDERRIBAS, CALLE, DE;44;1
442615,13;4473185,98;03  RETIRO;03-01 PAC÷FICO;VALDERRIBAS, CALLE, DE;23;2
442838,7;4473044,84;03  RETIRO;03-01 PAC÷FICO;VALDERRIBAS, CALLE, DE;45;1
442223;4473183,49;03  RETIRO;03-01 PAC÷FICO;VANDERGOTEN, CALLE, DE;8;1
442236,1;4473186,25;03  RETIRO;03-01 PAC÷FICO;VANDERGOTEN, CALLE, DE;8;1
442943,03;4472813,5;03  RETIRO;03-02 ADELFAS;ANDALUCIA, CALLE, DE;2;1
442965,29;4472338,22;03  RETIRO;03-02 ADELFAS;BARRILERO, CALLE, DE;3;3
442864,11;4472308,98;03  RETIRO;03-02 ADELFAS;BARRILERO, CALLE, DE;2 G;2
442897,84;4472375,86;03  RETIRO;03-02 ADELFAS;BARRILERO, CALLE, DE;2 E;2
442878,85;4472348,11;03  RETIRO;03-02 ADELFAS;BARRILERO, CALLE, DE;2 F;1
442973,74;4472499,96;03  RETIRO;03-02 ADELFAS;CAFETO, CALLE, DEL;8;1
442948,34;4472452,24;03  RETIRO;03-02 ADELFAS;CAFETO, CALLE, DEL;5;2
443327,19;4473163,15;03  RETIRO;03-02 ADELFAS;CARLOS Y GUILLERMO FERNANDEZ SHAW, CALLE, DE;2;1
443042,39;4472623,62;03  RETIRO;03-02 ADELFAS;CATALINA SUAREZ, CALLE, DE;4;1
443233,12;4472919,64;03  RETIRO;03-02 ADELFAS;CATALINA SUAREZ, CALLE, DE;19;2
