IDELEM;LOCALIZACI;NUM;TIPO;OBSERV;LON0
2509;BRAVO MURILLO;311;501;ACCESO A CENTRO SALUD Y DE MAYORES;17,43
2511;BRAVO MURILLO;203;501;;18,8
2110;BRAVO MURILLO;319;501;ACCESO A CENTRO SALUD Y DE MAYORES;18,04
2114;BRAVO MURILLO;169;501;ACCESO A COLEGIO;17,91
2168;BRAVO MURILLO;243;501;;19
2105;BRAVO MURILLO;382;501;;16,5
1019;BRAVO MURILLO;101;501;;18,2
2113;BRAVO MURILLO;156;501;ACCESO A COLEGIO;17,8
1059;BRAVO MURILLO;285;501;;16,5
1049;BRAVO MURILLO;384;501;;18
767;BRAVO MURILLO;1;501;;12,87
762;BRAVO MURILLO;34;501;;16,11
2166;BRAVO MURILLO;13;501;;14,96
765;BRAVO MURILLO;22;501;;14,9
4486;BRAVO MURILLO;99;501;;14,2
2111;BRAVO MURILLO;331;501;REJILLA VENTILACION EN CALZADA;15,5
1030;Bravo Murillo;137;501;;18
1054;BRAVO MURILLO;216;501;;19
2962;BRAVO MURILLO;46;501;;14,7
757;BRAVO MURILLO;47;501;;13,5
1064;BRAVO MURILLO;350;501;;16,5
2112;BRAVO MURILLO;271;501;;14,5
755;BRAVO MURILLO;49;501;;13,5
2126;BRAVO MURILLO;217;501;;19
2115;BRAVO MURILLO;187;501;;17,72
2104;BRAVO MURILLO;359;501;;16,5
2116;BRAVO MURILLO;184;501;;18,6
5853;BRESCIA;1;501;;8,75
3699;BRISTOL;31;501;;17
226;BRONCE;33;501;;11,58
225;BRONCE;40;501;TAPA REGISTRO EN CALZADA;5,68
223;BRONCE;39;501;;9,7
8086;BRUNO ABUNDEZ;0;501;;8,8
8087;BRUNO ABUNDEZ;0;501;;8,73
2872;BRUSELAS;67;501;ACCESO A PARROQUIA;10,8
2874;BRUSELAS;68;501;;10,3
5900;BRUSELAS;52;501;;14,22
786;BUEN SUCESO;28;501;;3,89
6601;BUENOS AIRES;9;501;;7,01
6600;BUENOS AIRES;24;501;;8,1
1207;BUENOS AIRES;2;501;;7,63
1208;BUENOS AIRES;1;501;;8,85
1147;BUENOS AIRES;78;501;;11,57
1148;BUENOS AIRES;87;501;;7,76
6593;BUENOS AIRES;30;501;;9,32
6598;BUENOS AIRES;19;501;;9,34
6597;BUENOS AIRES;32;501;;9,34
6594;BUENOS AIRES;17;501;;9,32
2384;BUESO PINEDA;36;501;GR.10;7,39
1423;Buganvilla;13;501;;10,1
1408;BUGANVILLA;2;501;;11,13
1083;BULEVAR JOSE PRAT;5;501;;9,09
1089;BULEVAR JOSE PRAT;29;501;;8,92
1086;BULEVAR JOSE PRAT;6;501;;9,21
1087;BULEVAR JOSE PRAT;34;501;;9,18
272;BUSTAMANTE;1;501;;7,76
362;BUSTAMANTE;45;501;;6,8
1707;CA?ADA DEL SANTISIMO;45;501;;13,15
1705;CA?ADA DEL SANTISIMO;36;501;;12,72
8055;CABALLERO DE LA TRISTE FIGURA;0;502;;9,7
1809;CAÑADA;2;501;;12,56
1810;CAÑADA;54;501;;9,29
1967;Caidos de la Divisi?n Azul;14;501;;10,12
1400;CAIDOS DE LA DIVISION AZUL;10;501;ACCESO A COLEGIO;8,22
1970;CAIDOS DE LA DIVISION AZUL;7;501;;11,97
2078;CALDERILLA;6;501;C.C. ISLA AZUL;9,7
2077;CALDERILLA;5;501;C.C. ISLA AZUL;9,5
2083;CALDERILLA;1;501;;9,73
622;Caleruega;2;501;;8
558;Caleruega;105;501;ACCESO METRO;11,94
621;Caleruega;1;501;;7,38
2232;CALIZA;10;501;;7,12
5668;CAMARENA;330;501;;9,8
1621;CAMARENA;38;501;;15,7
2880;CAMILO JOSE CELA;2;501;;6,95
2878;CAMILO JOSE CELA;25;501;ACCESO A COLEGIO;7,41
2877;CAMILO JOSE CELA;25;501;ACCESO A COLEGIO;6,2
2881;CAMILO JOSE CELA;1;501;;9,63
709;CAMINO DE GANAPANES;23;501;;12,13
2744;CAMINO DE GANAPANES;31;501;;7,49
2743;CAMINO DE GANAPANES;0;501;;11,98
661;CAMINO DE GANAPANES;0;501;;10,18
707;CAMINO DE GANAPANES;35;501;;11,65
1111;CAMINO DE HORMIGUERAS;0;502;;10,22
1103;CAMINO DE HORMIGUERAS;0;502;;9,4
1104;CAMINO DE HORMIGUERAS;0;502;;10,45
80;CAMINO DE LOS VINATEROS;3;501;ACCESO CENTRO COMERCIAL ALCAMPO. REGISTROS EN CALZADA;12,88
948;CAMINO DE LOS VINATEROS;38;501;;10,93
1000;CAMINO DE LOS VINATEROS;171;501;;9,53
951;CAMINO DE LOS VINATEROS;45;501;;13,09
949;CAMINO DE LOS VINATEROS;38;501;ADCIONALMENTE AMPLIAR MEDIANA;13,44
79;CAMINO DE LOS VINATEROS;3;501;ACCESO CENTRO COMERCIAL ALCAMPO;10,57
6767;CAMINO DE LOS VINATEROS;3;501;;13,19
82;CAMINO DE LOS VINATEROS;3;501;;13,15
2846;CAMINO DE LOS VINATEROS;107;501;;17,07
982;CAMINO DE LOS VINATEROS;123;501;;9,64
983;CAMINO DE LOS VINATEROS;117;502;;9,33
2854;CAMINO DE LOS VINATEROS;106;501;;7,43
2852;CAMINO DE LOS VINATEROS;107;501;;8,57
7940;CAMINO DE LOS VINATEROS;107;501;;7,47
5813;CAMINO DE LOS VINATEROS;63;501;;11,28
2849;CAMINO DE LOS VINATEROS;109;501;;13,79
7719;CAMINO DE LOS VINATEROS;45;501;;12,63
2845;CAMINO DE LOS VINATEROS;110;501;;11,85
1813;CAMINO DE LOS VINATEROS;63;501;;11,32
5814;CAMINO DE LOS VINATEROS;105;501;;10,3
3945;CAMINO DE SANTIAGO;50;501;;13,16
3944;CAMINO DE SANTIAGO;50;501;;12,34
3941;CAMINO DE SANTIAGO;43;501;;13,16
3940;CAMINO DE SANTIAGO;48;501;;12,64
1802;CAMINO DE VALDERRIBAS;113;502;ACCESO A CENTRO RECUPERACION MINUSVALIDOS FISICOS;12,07
2536;CAMINO DEL CHORRILLO;64;501;;11,13
1253;CAMINO VIEJO DE LEGANES;111;501;;8,24
1671;CAMINO VIEJO DE LEGANES;146;501;;5,9
1313;CAMINO VIEJO DE LEGANES;147;501;;6,3
2804;CAMINO VIEJO DE LEGANES;163;501;;6,7
6519;CAMPIÑA;2;501;;10,1
8056;CAMPO DE CALATRAVA;0;502;;5,64
8057;CAMPO DE CALATRAVA;0;502;;5,11
2235;CAMPO DE LA TORRRE;13;501;;7,53
725;CANAL DEL BOSFORO;20;501;;8,83
902;CANAL DEL BOSFORO;2;501;;9,5
1800;Candilejas;66;501;;7,62
1799;Candilejas;7;501;;8,04
2292;CANILLAS;106;501;;5,4
1079;CANILLEJAS A VICALVARO;1;501;;14,64
1077;CANILLEJAS A VICALVARO;101;502;;12,01
898;CANILLEJAS A VICALVARO;21;501;;11,68
871;CANILLEJAS A VICALVARO;111;501;;12,02
901;CANILLEJAS A VICALVARO;39;501;;11,34
7718;CANILLEJAS A VICALVARO;86;501;;5,89
868;CANILLEJAS A VICALVARO;74;501;;6,73
867;CANILLEJAS A VICALVARO;74;501;;7,06
859;CANILLEJAS A VICALVARO;86;501;;8,98
8103;CAPITAL DE ESPAÑA;0;501;;12,72
8102;CAPITAL DE ESPAÑA;0;501;;12,8
1062;CAPITAN BLANCO ARGIBAY;2;501;;5,23
2535;CAPITAN BLANCO ARGIBAY;0;501;;5,62
2686;CAPITAN HAYA;6;501;;12,47
2685;CAPITAN HAYA;12;501;;11,64
2683;CAPITAN HAYA;24;501;;11,94
2503;CAPITAN HAYA;36;501;;11,91
2859;CAPRI;11;501;;8,94
857;CAPRI;2;501;;7,31
2266;CARABIAS;6;501;;6,99
5684;CARAMUEL;0;501;;20,37
1651;CARAMUEL;45;502;;14,09
1650;CARAMUEL;53;502;;14,7
1602;CARAMUEL;1;501;;12,8
5686;CARAMUEL;0;501;;19,53
1794;CARDENAL HERRERA ORIA;180;502;;7,51
1542;CARDENAL HERRERA ORIA;266;501;;7,75
1545;CARDENAL HERRERA ORIA;262;501;;7,82
1546;CARDENAL HERRERA ORIA;242;502;;7,83
1548;CARDENAL HERRERA ORIA;0;502;;7,61
719;CARDENAL HERRERA ORIA;246;501;;7,15
7774;CARDENAL HERRERA ORIA;245;501;;7,74
4079;CARDENAL HERRERA ORIA;193;501;;7,43
7764;CARDENAL HERRERA ORIA;0;502;;7,28
4078;CARDENAL HERRERA ORIA;208;501;;8,35
7729;CARDENAL HERRERA ORIA;35;501;;7,2
1793;CARDENAL HERRERA ORIA;161;502;;10,38
4077;CARDENAL HERRERA ORIA;208;501;;8,4
4319;CARDENAL HERRERA ORIA;265;501;;7,29
2722;CARDENAL HERRERA ORIA;7;502;;12,58
2721;CARDENAL HERRERA ORIA;29;501;;12,48
2720;CARDENAL HERRERA ORIA;35;501;;7,65
7766;CARDENAL HERRERA ORIA;0;502;;7,12
4320;CARDENAL HERRERA ORIA;237;502;;7,12
7765;CARDENAL HERRERA ORIA;114;502;;7,13
1118;CARDENAL HERRERA ORIA;114;502;;7,85
1119;CARDENAL HERRERA ORIA;0;502;;7,43
4321;CARDENAL HERRERA ORIA;273;501;;7,23
1659;CARLINA;1;501;;10,13
6308;CARLOS ARNICHES;5;501;;3,59
199;CARLOS ARNICHES;5;501;;3,54
1807;CARLOS MARTIN ALVAREZ;37;501;;8,28
6433;CARLOS MARTIN ALVAREZ;104;502;;6,1
7755;CARRANZA;24;501;ACCESO AL METRO;10,6
157;CARRANZA;24;501;ACCESO AL METRO;10,4
174;Carrera de San Francisco;16;501;;9,35
1604;CARRERA DE SAN JERONIMO;6;501;;13,14
3451;CARRERA DE SAN JERONIMO;20;501;;6,59
2053;CARRERA DE SAN JERONIMO;1;501;;6
1554;CARRERA DE SAN JERONIMO;32;501;;10,11
922;CARRETERA DE CANILLAS;138;501;;23
934;CARRETERA DE CANILLAS;46;501;;16,08
933;CARRETERA DE CANILLAS;60;501;;9,56
932;CARRETERA DE CANILLAS;74;501;;17,21
930;CARRETERA DE CANILLAS;99;501;;10,7
926;CARRETERA DE CANILLAS;108;501;;10,93
1923;CARRETERA DE CANILLAS;0;501;ACCESO METRO CANILLAS. PRECAUCION GASOLINERA;10,67
1924;CARRETERA DE CANILLAS;0;501;ACCESO METRO CANILLAS;7,15
7354;CARRETERA DE CANILLAS;121;502;;17,21
929;CARRETERA DE CANILLAS;99;501;;12,21
927;CARRETERA DE CANILLAS;95;501;;10,42
924;CARRETERA DE CANILLAS;140;501;;23,1
1127;CARRETERA DE VILLAVERDE A VALLECAS;7;501;;9,9
1131;CARRETERA DE VILLAVERDE A VALLECAS;16;502;;6,5
1130;CARRETERA DE VILLAVERDE A VALLECAS;16;502;;5,6
1129;CARRETERA DE VILLAVERDE A VALLECAS;10;501;;9,8
465;CARTAGENA;99;501;;10,43
1363;CARTAGENA;142;501;;10,75
468;CARTAGENA;93;501;;11,78
462;CARTAGENA;69;502;;6,55
5873;CARTAGENA;32;501;;6,91
471;CARTAGENA;105;501;;10,25
1568;CARTAGENA;48;501;;6,64
1569;CARTAGENA;23;501;;7,34
469;CARTAGENA;103;501;;10,58
2149;CARTAGO;2;502;;6,68
3909;CASTIELLO DE JACA;18;501;ADICIONALMENTE AMPLIAR MEDIANA;8,77
3908;CASTIELLO DE JACA;18;501;ADICIONALMENTE AMPLIAR MEDIANA;12,07
879;CASTILLO DE UCLES;1;501;;11,73
2185;CASTROGERIZ;9;501;;7,3
1562;CATALINA SUAREZ;2;501;SUMIDERO EN BARBACANA;7,88
404;CAVANILLES;51;501;OFICINAS METRO;12,6
4583;CAVANILLES;4;501;;6,5
7738;CAVANILLES;4;501;;6,6
403;CAVANILLES;29;501;ACCESO A COLEGIO;15,3
402;CAVANILLES;19;501;ACCESO A COLEGIO;14,55
1475;CEA BERMUDEZ;39;501;;7,2
1474;CEA BERMUDEZ;46;501;ARBOL EN BARBACANA;4
1501;CEA BERMUDEZ;24;501;;15,41
2518;CEA BERMUDEZ;8;501;;19,3
754;CEA BERMUDEZ;1;501;;14,2
1073;CEA BERMUDEZ;72;501;ACCESO A HOSPITAL;9,42
1074;CEA BERMUDEZ;69;501;ACCESO A HOSPITAL;6,05
1658;CEBREROS;85;501;;8,94
1636;CEBREROS;63;501;ACCESO AL PARQUE;6,9
2896;CEBREROS;20;501;;7
1637;CEBREROS;63;501;ACCESO AL PARQUE;6,43
2627;CEDACEROS;1;501;;9,9
1553;Cedaceros;11;501;;9,37
1675;CERRO MINGUETE;6;501;;9,21
1673;Cerro Minguete;4;501;;12,19
351;Cerro Negro;0;502;ACCESO AL CENTRO DE SALUD;7,5
1188;CERRO NEGRO;1;501;;11,93
2034;CESAR PASTOR LLOPIS;5;501;;11,5
680;CHANTADA;24;501;ACCESO A COLEGIO;9,23
678;CHANTADA;26;501;ACCESO A COLEGIO;8,71
2803;CHIMBO;1;501;;4,19
3392;CINCA;40;501;;9,77
2072;CIUDAD DE BARCELONA;216;501;;14,8
419;CIUDAD DE BARCELONA;25;501;;19,41
416;CIUDAD DE BARCELONA;23;501;;8,54
3605;CIUDAD DE BARCELONA;162;501;;9
2036;CIUDAD DE BARCELONA;164;501;;8,8
421;CIUDAD DE BARCELONA;5;501;ACCESO A PARROQUIA;9,05
1212;CIUDAD DE BARCELONA;81;501;ACCESO CENTRO DE MAYORES;21,7
412;CIUDAD DE BARCELONA;142;501;;9,1
7767;CIUDAD DE BARCELONA;5;501;ACCESO A PARROQUIA;9,2
2844;CIUDAD DE BARCELONA;113;501;;14,54
414;CIUDAD DE BARCELONA;144;501;;20,73
7769;CIUDAD DE BARCELONA;142;501;;8,9
7771;CIUDAD DE BARCELONA;164;501;VARIAS TAPAS DE REGISTRO EN CALZADA;9,5
417;CIUDAD DE BARCELONA;23;501;;8,18
7770;CIUDAD DE BARCELONA;55;501;;9,15
1209;CIUDAD DE BARCELONA;79;501;ACCESO CENTRO DE MAYORES;20,9
1880;CLARA DEL REY;56;501;;8,94
470;CLARA DEL REY;1;501;;11,24
2305;CLARA DEL REY;20;501;POSTE DE TELEFONOS EN BARBACANA;10,18
1299;CLARISAS;2;501;;4,47
145;CLAVEL;3;501;;6,36
180;COLEGIATA;1;501;;3,7
1447;COLOMBIA;21;501;;10,5
1758;COLOMBIA;7;501;;20,42
779;COLOMBIA;5;501;;12,95
1449;COLOMBIA;23;501;;8,47
2943;COLOMBIA;14;502;;10,76
1028;Comandante Zorita;50;501;;10,62
358;COMERCIO;16;501;;19,41
420;COMERCIO;1;501;;16,7
359;COMERCIO;2;501;;8,6
3395;CONCHA ESPINA;51;501;ACCESO A COLEGIO;20,45
774;CONCHA ESPINA;69;501;ACCESO A COLEGIO;21,84
2483;CONCHA ESPINA;1;501;ACCESO A ESTADIO SANTIAGO BERNABEU;21,58
1378;CONCHA ESPINA;5;501;;20,03
2482;CONCHA ESPINA;2;501;ACCESO A ESTADIO SANTIAGO BERNABEU;10,67
583;CONDADO DE TREVI?O;15;501;;10,34
737;CONDE DE PE?ALVER;48;501;;14,8
2581;CONDE DE PE?ALVER;23;501;;14,66
2006;CONDE DE PE?ALVER;76;501;;14,74
1726;CONDE DE PE?ALVER;1;501;;14,82
2892;CONDE DE PE?ALVER;39;501;;14,5
739;CONDE DE PE?ALVER;46;501;;14,8
1570;CONDE DE PE?ALVER;78;501;SUMIDERO EN BARBACANA.;17
726;CONDE DE PE?ALVER;62;501;;14,7
179;CONDE DE ROMANONES;18;501;;3,5
1052;CONDE DE SERRALLO;1;501;;12,51
149;Conde de Xiquena;17;501;;3,6
2223;CONDE DUQUE;40;501;GR.8 DTT 453/2010;15,74
2524;CONDE DUQUE;50;501;;10,78
474;CORAZON DE MARIA;46;501;;9,16
1878;CORAZON DE MARIA;57;501;;9,48
1879;CORAZON DE MARIA;74;501;;10,56
1371;CORAZON DE MARIA;86;501;;6,87
2295;CORAZON DE MARIA;48;501;;8,55
1370;CORAZON DE MARIA;69;501;ACCESO A COLEGIO;9,2
2297;CORAZON DE MARIA;39;501;;9,11
2299;CORAZON DE MARIA;53;501;;8,91
2300;CORAZON DE MARIA;64;501;;13,57
2301;CORAZON DE MARIA;68;501;;5,61
473;CORAZON DE MARIA;33;501;;9,22
2304;CORAZON DE MARIA;0;501;VIA CON ALTAS VELOCIDADES, GRAN ANCHURA;11,33
2296;CORAZON DE MARIA;48;501;;13,77
1088;CORDEL DE PAVONES;52;501;;7,75
1090;CORDEL DE PAVONES;48;501;;8,13
2567;CORDOBA;1;501;PLATAFORMA TRANSPORTE PUBLICO;3,93
2791;CORDOBA;15;501;PLATAFORMA TRANSPORTE PUBLICO;8,28
814;CORDOBA;2;501;;7,4
2798;CORDOBA;29;501;;6,94
5717;CORDOBA;47;501;PLATAFORMA TRANSPORTE PUBLICO;3,9
5718;CORDOBA;47;501;PLATAFORMA TRANSPORTE PUBLICO;3,9
2797;CORDOBA;29;501;PLATAFORMA TRANSPORTE PUBLICO;8
815;CORDOBA;1;501;;4,79
848;CORDOBA;47;501;AFECTADA POR OBRA PLATAFORMA BUS;6,54
2568;CORDOBA;2;501;PLATAFORMA TRANSPORTE PUBLICO;3,76
849;CORDOBA;47;501;;6,57
2796;CORDOBA;29;501;;5,51
2795;CORDOBA;25;501;;7,41
2790;CORDOBA;21;501;;5,9
2788;CORDOBA;14;501;PLATAFORMA TRANSPORTE PUBLICO;7,46
2787;CORDOBA;14;501;;6,77
2789;CORDOBA;0;501;;5,87
2792;CORDOBA;15;501;;7,14
826;CORDOBA;37;502;;7,01
827;CORDOBA;37;502;;7,77
2794;CORDOBA;25;501;PLATAFORMA TRANSPORTE PUBLICO;6,74
2793;CORDOBA;25;501;;6,43
7710;CORDOBA;37;502;PLATAFORMA TRANSPORTE PUBLICO;8
84;CORREGIDOR DIEGO DE VALDERRABANO;21;501;;19,01
83;CORREGIDOR DIEGO DE VALDERRABANO;36;501;SUPRESION BARRERAS 2011. EJECUCION OREJETA;16,14
2598;CORREGIDOR DIEGO DE VALDERRABANO;35;502;;13,9
942;CORREGIDOR DIEGO DE VALDERRABANO;25;501;;18,17
1170;COSTA RICA;30;501;;9,68
1444;COSTA RICA;33;501;PUENTE M-30;8,4
1383;COSTA RICA;5;501;;6
1166;COSTA RICA;32;501;;11,66
1387;COSTA RICA;1;501;;6,15
5825;COSTA RICA;32;501;;11,5
1386;COSTA RICA;2;501;;6,7
1384;COSTA RICA;6;501;;6,54
1169;COSTA RICA;15;501;;9,97
1174;COSTA RICA;13;501;;12,3
1443;COSTA RICA;33;501;PUENTE M-30;7,67
1173;COSTA RICA;18;501;;10,5
1442;COSTA RICA;33;501;;7,81
5712;CRISTO DE LA VICTORIA;136;501;;9,6
2512;CRISTOBAL BORDIU;14;501;;6
4317;CRTA ACCESO ESTACION DE HORTALEZA;0;501;;8,44
903;CRTA ACCESO ESTACION DE HORTALEZA;9;501;;8,05
1323;CRTA DE ACCESO AL BARRIO DE LA FORTUNA;0;501;;9,75
1324;CRTA DE ACCESO AL BARRIO DE LA FORTUNA;0;501;;9,75
2267;CRTA DE BOADILLA DEL MONTE;0;501;;7,53
8099;CRTA DE BOADILLA DEL MONTE;0;502;;7,53
2265;CRTA DE BOADILLA DEL MONTE;15;501;;8,68
7712;CRTA DE CARABANCHEL A ARAVACA;38;501;;8,7
2268;CRTA DE CARABANCHEL A ARAVACA;50;501;;8,25
1617;CRTA DE CARABANCHEL A ARAVACA;38;501;;9,2
4590;CRTA DE CARABANCHEL A ARAVACA;50;501;;7
4928;CRTA DE CARABANCHEL A VILLAVERDE;29;501;;13,79
1897;CRTA DE VICALVARO A VALLECAS;10;501;;7,76
1896;CRTA DE VICALVARO A VALLECAS;10;501;;7
2675;CRTA DEL PARDO;0;502;;6,23
2674;CRTA DEL PARDO;0;502;;7,02
7065;CRTA HUMERA;0;502;;5,6
800;CRTA HUMERA;0;502;;6,2
802;CRTA HUMERA;0;502;;6,1
5818;CRTA HUMERA;0;502;;6,1
9;CRUZ DEL SUR;5;501;;5,6
2898;CUART DE POBLET;0;501;ACCESO A ESTACION CERCANIAS Y METRO LAGUNA;6,75
1745;CUESTA DE SAN VICENTE;44;501;ACCESO AL INTERCAMBIADOR DE TRANSPORTE DE PRINCIPE PIO;9,5
1991;CUESTA DE SAN VICENTE;2;501;;16,32
1744;CUESTA DE SAN VICENTE;44;501;ACCESO AL INTERCAMBIADOR DE TRANSPORTE DE PRINCIPE PIO;14,99
1990;CUESTA DE SAN VICENTE;2;501;;13,44
642;CUESTA SAGRADO CORAZON;21;501;;11,57
1439;CUESTA SAGRADO CORAZON;26;501;ACCESO A COLEGIO;13,97
641;CUESTA SAGRADO CORAZON;26;501;;11,08
1438;CUESTA SAGRADO CORAZON;77;501;ACCESO A COLEGIO;10,97
8064;CUESTA SAGRARDOS CORAZONES - ACCESO M30;0;502;;5,4
8063;CUESTA SAGRARDOS CORAZONES - ACCESO M30;0;502;;5,61
2040;CUEVAS DE ALMANZORA;1;501;;6,42
2041;CUEVAS DE ALMANZORA;1;501;;7,15
2348;CUEVAS DE ALTAMIRA;0;501;;7,16
587;DALIA;5;501;;14,1
555;DALIA;1;501;ACCESO METRO;10,07
589;DALIA;3;501;;12,15
1431;DANIEL;2;501;;6
7819;DANIEL VAZQUEZ DIAZ;0;501;;7,69
1686;DANIEL VAZQUEZ DIAZ;1;501;;6,22
7820;DANIEL VAZQUEZ DIAZ;0;501;;4,49
1512;Danza;5;501;;7,03
632;DAROCA;9;501;ACCESO A CENTRO DE SALUD;9,99
633;DAROCA;24;501;ACCESO A PARROQUIA. ACCESO A CENTRO DE SALUD;6,55
640;DAROCA;1;502;ACCESO PARQUING.;6,99
1257;DE LA VIA;2;501;SUMIDERO EN BARBACANA;10,81
1308;DE LA VIA;57;501;;8,9
2237;DEHESA DE VICALVARO;0;501;ACCESO A ESCUELA INFANTIL;6,62
1893;Democracia;2;501;;5,9
1894;Democracia;1;501;;7
1128;DIAMANTE;1;501;;18,5
1741;DIEGO DE LEON;69;501;;14,8
115;DIEGO DE LEON;11;501;;14,97
729;DIEGO DE LEON;43;501;;15,06
731;DIEGO DE LEON;41;501;ACCESO A COLEGIO;14,8
531;DIEGO DE LEON;17;501;;15,21
2463;DIEGO DE LEON;1;501;;17,75
529;DIEGO DE LEON;19;501;;15,05
113;DIEGO DE LEON;9;501;;14,9
2886;DIEGO DE LEON;30;501;;14,8
160;Divino Pastor;34;501;;3,1
266;DIVINO VALLES;16;501;ACCESO A COLEGIO;6,59
260;DIVINO VALLES;25;501;SUMIDERO EN BARBACANA;5,75
396;Doce de Octubre;1;501;;6,7
7811;DOCTOR ARCE;2;501;;3,61
1377;DOCTOR ARCE;2;501;ADICIONALMENTE AMPLIAR LA MEDIANA;12,5
3393;DOCTOR ARCE;47;501;;18,84
3756;DOCTOR ARCE;24;501;;17,99
2774;DOCTOR CASTELO;24;501;;3,12
1785;DOCTOR CORTEZO;18;501;;4,7
19;DOCTOR ESQUERDO;177;501;;11,73
410;DOCTOR ESQUERDO;160;501;;12
20;DOCTOR ESQUERDO;132;501;;11,51
1211;DOCTOR ESQUERDO;221;501;ACCESO CENTRO DE MAYORES;4,7
409;DOCTOR ESQUERDO;197;501;;11,77
406;DOCTOR ESQUERDO;146;501;OFICINAS METRO;12,19
459;DOCTOR ESQUERDO;55;501;;9,42
2965;DOCTOR ESQUERDO;83;501;ACCESO A HOSPITAL;11,8
2972;DOCTOR ESQUERDO;58;501;;12,09
405;DOCTOR ESQUERDO;146;501;OFICINAS METRO;11,13
455;DOCTOR ESQUERDO;42;501;ACCESO A COLEGIO;7,14
12;DOCTOR ESQUERDO;175;501;ACCESO A METRO (SALIDA DE CRUCE);11,86
2966;DOCTOR ESQUERDO;46;501;ACCESO A HOSPITAL;13,6
454;DOCTOR ESQUERDO;53;501;ACCESO A COLEGIO;11,07
458;DOCTOR ESQUERDO;44;501;;7,35
430;DOCTOR ESQUERDO;2;501;;6,96
11;DOCTOR ESQUERDO;130;501;ACCESO A METRO;13,8
2973;DOCTOR ESQUERDO;95;501;;11,76
431;DOCTOR ESQUERDO;1;501;;10,5
1210;DOCTOR ESQUERDO;184;501;ACCESO CENTRO DE MAYORES;6,5
1723;DOCTOR ESQUERDO;24;501;;13,6
1722;DOCTOR ESQUERDO;33;501;;13,6
1721;DOCTOR ESQUERDO;47;501;ACCESO A CENTRO ESPECIALIDADES SANITARIAS. PARADA DE TAXI;13,58
1720;DOCTOR ESQUERDO;34;501;ACCESO A CENTRO ESPECIALIDADES SANITARIAS;13,6
1996;DOCTOR FEDERICO RUBIO Y GALI;112;501;;5,25
7685;DOCTOR FEDERICO RUBIO Y GALI;2;501;;12,35
7761;DOCTOR FEDERICO RUBIO Y GALI;112;501;;7,27
1015;DOCTOR FEDERICO RUBIO Y GALI;18;501;;10,01
1014;DOCTOR FEDERICO RUBIO Y GALI;15;501;;7,33
1759;DOCTOR FEDERICO RUBIO Y GALI;82;501;;12,69
1964;DOCTOR FEDERICO RUBIO Y GALI;57;501;;12,39
796;DOCTOR FEDERICO RUBIO Y GALI;96;502;;11,89
1013;DOCTOR FEDERICO RUBIO Y GALI;50;501;;7,35
1194;DOCTOR FERNANDO PRIMO DE RIVERA;1;501;;4,26
2661;DOCTOR GARCIA TAPIA;200;501;;11,05
2656;DOCTOR GARCIA TAPIA;129;501;;18,86
2257;DOCTOR GARCIA TAPIA;149;501;ACCESO COLEGIO NI?OS CIEGOS Y DEFICIENTES VISUALES;12,78
2256;DOCTOR GARCIA TAPIA;210;501;ACCESO COLEGIO NI?OS CIEGOS Y DEFICIENTES VISUALES;12,85
2254;DOCTOR GARCIA TAPIA;208;501;ACCESO COLEGIO NI??OS CIEGOS Y DEFICIENTES VISUALES;9,06
2253;DOCTOR GARCIA TAPIA;147;501;ACCESO COLEGIO NI??OS CIEGOS Y DEFICIENTES VISUALES;12,15
1812;DOCTOR GARCIA TAPIA;0;501;;6,76
2658;DOCTOR GARCIA TAPIA;133;501;;10,78
992;DOCTOR GARCIA TAPIA;216;501;;7,22
2659;DOCTOR GARCIA TAPIA;192;501;;11,24
1811;DOCTOR GARCIA TAPIA;226;501;;7,09
953;DOCTOR GARCIA TAPIA;55;501;;11,9
946;DOCTOR GARCIA TAPIA;62;501;;9,54
2660;DOCTOR GARCIA TAPIA;139;501;;13,74
995;DOCTOR GARCIA TAPIA;157;501;;7,72
944;DOCTOR GARCIA TAPIA;37;501;ACCESO A CENTRO DE SALUD;13,88
996;DOCTOR GARCIA TAPIA;218;501;;8,28
2452;DOCTOR GARCIA TAPIA;208;501;ACCESO COLEGIO NI??OS CIEGOS Y DEFICIENTES VISUALES. VIA LATERAL;4,06
991;DOCTOR GARCIA TAPIA;155;501;;8,52
990;DOCTOR GARCIA TAPIA;128;502;ACCESO A COLEGIO;12,96
989;DOCTOR GARCIA TAPIA;128;501;;11,85
988;DOCTOR GARCIA TAPIA;127;501;;13,67
2387;DOCTOR MARCO CORERA;1;501;;9,41
8058;DOCTOR MARTIN AREVALO;31;501;;8,96
1767;DOCTOR RAMON CASTROVIEJO;1;501;;5,76
1770;DOCTOR RAMON CASTROVIEJO;1;501;;14,22
1954;DOCTOR TOLOSA LATOUR;2;501;;10,15
1953;DOCTOR TOLOSA LATOUR;2;501;REGISTRO EN CALZADA;11,98
1955;DOCTOR TOLOSA LATOUR;2;501;;9,69
305;DOCTOR VALLEJO NAGERA;45;501;;6,3
310;DOCTOR VALLEJO NAGERA;37;501;;6,5
328;DOCTOR VALLEJO NAGERA;56;501;;6,51
312;DOCTOR VALLEJO NAGERA;35;501;;6,21
302;DOCTOR VALLEJO NAGERA;47;501;;6,37
5692;DOLORES BARANCO;60;501;;7,31
811;DOLORES BARANCO;73;501;;7,07
