IDELEM;LOCALIZACI;NUM;TIPO;OBSERV;LON0
1398;DOLORES SANCHEZ CARRASCOSA;7;501;ACCESO A COLEGIO;6,05
1399;DOLORES SANCHEZ CARRASCOSA;189;501;ACCESO A COLEGIO;9,15
2038;DOMINGO PARRAGA;1;501;;12,15
2901;DOMINGO PARRAGA;38;501;;11,99
2900;DOMINGO PARRAGA;42;501;;10,98
2461;DON RAMON DE LA CRUZ;10;501;;3,5
764;DONOSO CORTES;2;501;;4,13
2757;DONOSO CORTES;51;501;;8,8
8097;DONOSO CORTES;21;501;;4,8
647;DONOSTIARRA;27;501;;6,62
7725;DONOSTIARRA;27;501;;8,03
1342;DONOSTIARRA;13;501;;14
1341;DONOSTIARRA;11;501;;14,2
2093;DUQUE DE LIRIA;1;501;;8,48
7793;DUQUESA DE PARCENT;54;502;;6
1623;DUQUESA DE PARCENT;0;501;;9,8
1624;DUQUESA DE PARCENT;0;501;;8,1
4533;DUQUESA DE PARCENT;1;501;;7,88
4534;DUQUESA DE PARCENT;4;501;;5,89
1626;DUQUESA DE PARCENT;54;502;;5,05
1356;EDISON;1;501;;8,5
6490;EDUARDO BARREIROS;17;501;;6,6
6489;EDUARDO BARREIROS;19;502;;7,02
6491;EDUARDO BARREIROS;35;501;;7,29
2821;EDUARDO BARREIROS;15;501;;9,3
2031;EDUARDO BARREIROS;35;501;;9,5
6303;EDUARDO BARREIROS;15;501;;6,5
2822;EDUARDO BARREIROS;17;501;;9,66
2825;EDUARDO BARREIROS;19;502;;6,9
507;EDUARDO DATO;25;501;;12,87
2219;EDUARDO DATO;16;501;;11,38
2008;EDUARDO DATO;7;501;;14,71
509;EDUARDO DATO;23;501;;15,01
2007;EDUARDO DATO;9;501;;15,19
1947;EDUARDO DATO;17;501;;15,35
752;ELOY GONZALO;17;501;;16,05
771;ELOY GONZALO;1;501;SUMIDERO EN BARBACANA;15,87
1483;ELOY GONZALO;40;501;;15,6
4509;ELOY GONZALO;5;501;ARBOL EN BARBACANA;16,48
748;ELOY GONZALO;27;501;;15,98
750;ELOY GONZALO;15;501;;16,27
217;EMBAJADORES;211;502;;6,82
4568;EMBAJADORES;145;501;ACCESO A COLEGIO;6,6
4567;EMBAJADORES;146;501;;6,47
339;EMBAJADORES;169;501;;7,7
4566;EMBAJADORES;119;501;;6,22
94;EMBAJADORES;65;501;FAROLA EN BARBACANA;11,29
236;EMBAJADORES;218;501;;9,5
4565;EMBAJADORES;107;501;;6,14
4569;EMBAJADORES;164;501;ACCESO A COLEGIO;6,35
265;EMBAJADORES;164;501;ACCESO A COLEGIO. ADICIONALMENTE AMPLIAR MEDIANA;7,81
216;EMBAJADORES;276;502;;6,8
367;EMBAJADORES;107;501;;9,69
93;EMBAJADORES;55;501;;9
108;EMBAJADORES;112;501;;10,07
4585;EMBAJADORES;65;501;;9,05
224;EMBAJADORES;201;501;;6,6
4584;EMBAJADORES;77;501;;10,29
2609;EMBAJADORES;171;501;ONCE DTT 174/11;9,29
241;EMBAJADORES;198;501;;6,53
340;EMBAJADORES;178;501;;5,94
109;EMBAJADORES;114;501;;9,6
219;EMBAJADORES;268;501;;6,72
107;EMBAJADORES;85;501;;9,6
370;EMBAJADORES;119;501;;5,3
96;EMBAJADORES;100;501;;10,9
2610;EMBAJADORES;180;501;ONCE DTT 174/11;7,46
220;EMBAJADORES;268;501;;7,7
235;EMBAJADORES;183;501;;5,93
110;EMBAJADORES;87;501;;8,5
213;EMBAJADORES;211;501;;6,8
264;EMBAJADORES;145;501;ACCESO A COLEGIO;6,03
8002;EMBAJADORES;252;501;;9,37
86;EMBAJADORES;70;501;ACCESO A COLEGIO;3,28
214;EMBAJADORES;298;501;;6,63
7812;EMBAJADORES;179;501;;6,8
92;EMBAJADORES;72;501;;11,02
262;EMBAJADORES;146;501;FAROLA EN MITAD DE BARBACANA. ADCIONALMENTE AMPLIAR MEDIANA;7,76
2124;EMBAJADORES;600;502;;9,74
1921;EMIGRANTES;68;501;ACCESO METRO CANILLAS;6,92
7125;EMIGRANTES;58;502;;8,59
1920;EMIGRANTES;105;501;ACCESO METRO CANILLAS. PRECAUCION GASOLINERA;8,95
7124;EMIGRANTES;99;502;;8,38
1922;EMIGRANTES;2;501;;8,85
72;EMIGRANTES;24;501;;8,89
71;EMIGRANTES;0;501;;8,91
1919;EMIGRANTES;1;501;;7,34
2325;EMILIO FERRARI;42;501;GR.6;6,43
1931;Emilio Gastesi Fern?ndez;46;501;ACCESO A COLEGIO;7,64
7809;EMILIO MU?OZ;35;502;;14,6
506;EMILIO MU?OZ;1;501;;12,75
7055;EMILIO MU?OZ;15;502;;15,18
2864;EMILIO MU?OZ;41;501;;13,04
2439;EMILIO MUÑOZ;11;501;ONCE DTT-1577/10;13,52
981;ENCOMIENDA DE PALACIOS;156;502;ARBOL EN BARBACANA;12
6208;ENCOMIENDA DE PALACIOS;227;501;;8,08
2211;ENCOMIENDA DE PALACIOS;146;501;;8,86
1936;ENRIQUE GARCIA ALVAREZ;1;502;;7,34
7736;ENRIQUE GARCIA ALVAREZ;1;502;;7,58
1427;ENRIQUE LARRETA;12;501;;18,08
495;ENRIQUE LARRETA;2;501;;18,06
1934;ENSANCHE DE VALLECAS;2;501;;10,23
2202;ENSANCHE DE VALLECAS;120;502;;10,07
2140;ENSANCHE DE VALLECAS;83;501;VIA LATERAL;6
2195;ENSANCHE DE VALLECAS;86;502;;10,27
2194;ENSANCHE DE VALLECAS;0;502;;10,28
1941;ENSANCHE DE VALLECAS;45;501;;10,5
2196;ENSANCHE DE VALLECAS;118;502;;10,45
2193;ENSANCHE DE VALLECAS;0;502;;10,27
1933;ENSANCHE DE VALLECAS;1;501;;10,54
2204;ENSANCHE DE VALLECAS;120;502;VIA LATERAL;6,42
1910;ENSANCHE DE VALLECAS;0;501;;10,43
1938;ENSANCHE DE VALLECAS;54;501;;10,5
1939;ENSANCHE DE VALLECAS;43;501;;10,5
1942;ENSANCHE DE VALLECAS;56;501;;10,27
2561;ENSANCHE DE VALLECAS;0;501;VIA LATERAL;6
1709;ENSANCHE DE VALLECAS;76;502;;10,48
2188;ENSANCHE DE VALLECAS;0;502;;10,5
1909;ENSANCHE DE VALLECAS;0;501;;10,44
1912;ENSANCHE DE VALLECAS;0;501;;10,5
1704;ENSANCHE DE VALLECAS;69;501;;10,26
1911;ENSANCHE DE VALLECAS;0;501;;10,5
2139;ENSANCHE DE VALLECAS;49;501;VIA LATERAL;6
1708;ENSANCHE DE VALLECAS;61;502;;10,5
2192;ENSANCHE DE VALLECAS;0;502;;10,47
2203;ENSANCHE DE VALLECAS;120;502;;10,53
2190;ENSANCHE DE VALLECAS;0;502;;10,5
2187;ENSANCHE DE VALLECAS;0;502;;10,38
1699;ENSANCHE DE VALLECAS;49;501;;10,45
1702;ENSANCHE DE VALLECAS;81;501;;10,5
2201;ENSANCHE DE VALLECAS;120;502;VIA LATERAL;5,27
1706;ENSANCHE DE VALLECAS;67;501;;10,5
2595;ENSANCHE DE VALLECAS;69;501;VIA LATERAL;6
7975;ENSANCHE DE VALLECAS;45;501;VIA LATERAL;6,14
7974;ENSANCHE DE VALLECAS;54;501;VIA LATERAL;6,12
7973;ENSANCHE DE VALLECAS;43;501;;5,84
6932;ENSANCHE DE VALLECAS;53;501;;10,45
6933;ENSANCHE DE VALLECAS;41;501;;10,5
2905;ENSANCHE DE VALLECAS;29;501;VIA LATERAL;5,89
2907;ENSANCHE DE VALLECAS;0;501;VIA LATERAL;5,97
6941;ENSANCHE DE VALLECAS;0;502;;10,9
1107;ENSANCHE DE VALLECAS;38;501;;10,6
2908;ENSANCHE DE VALLECAS;0;501;VIA LATERAL;6
6934;ENSANCHE DE VALLECAS;42;501;;10,84
6935;ENSANCHE DE VALLECAS;29;501;;10,6
7976;ENSANCHE DE VALLECAS;56;501;VIA LATERAL;6,52
2596;ENSANCHE DE VALLECAS;81;501;VIA LATERAL;5,83
2906;ENSANCHE DE VALLECAS;38;501;VIA LATERAL;6
2594;ENSANCHE DE VALLECAS;69;501;VIA LATERAL;6
2593;ENSANCHE DE VALLECAS;67;501;VIA LATERAL;5,8
2592;ENSANCHE DE VALLECAS;67;501;VIA LATERAL;6
6936;ENSANCHE DE VALLECAS;0;502;;10,63
6937;ENSANCHE DE VALLECAS;0;502;;10,71
6938;ENSANCHE DE VALLECAS;0;502;;10,67
2560;ENSANCHE DE VALLECAS;0;501;;10,5
6939;ENSANCHE DE VALLECAS;0;502;;10,6
6940;ENSANCHE DE VALLECAS;0;502;;10,5
2556;ENSANCHE DE VALLECAS;53;501;VIA LATERAL;6
2555;ENSANCHE DE VALLECAS;53;501;;10,5
2554;ENSANCHE DE VALLECAS;53;501;VIA LATERAL;5,85
2597;ENSANCHE DE VALLECAS;81;501;VIA LATERAL;5,9
6928;ENSANCHE DE VALLECAS;71;502;;10,66
2904;ENSANCHE DE VALLECAS;46;501;VIA LATERAL;6
1109;ENSANCHE DE VALLECAS;46;501;;10,35
6925;ENSANCHE DE VALLECAS;118;502;;10,57
2559;ENSANCHE DE VALLECAS;0;501;VIA LATERAL;6
6926;ENSANCHE DE VALLECAS;49;501;;10,5
6927;ENSANCHE DE VALLECAS;81;501;;10,5
6929;ENSANCHE DE VALLECAS;69;501;;10,5
6930;ENSANCHE DE VALLECAS;67;501;;10,5
6931;ENSANCHE DE VALLECAS;0;501;;10,13
2902;ENSANCHE DE VALLECAS;41;501;;10,31
2903;ENSANCHE DE VALLECAS;42;501;VIA LATERAL;5,87
2557;ENSANCHE DE VALLECAS - ACCESO M45;0;501;;13
2562;ENSANCHE DE VALLECAS - ACCESO M45;0;501;;12,21
6459;ENSANCHE DE VALLECAS - ACCESO M45;0;501;;8,06
2558;ENSANCHE DE VALLECAS - ACCESO M45;0;501;;9,34
7882;ENTREPEÑAS;19;501;;12,6
8108;ENTREPEÑAS;0;501;;12,87
7884;ENTREPEÑAS;17;501;;12,98
8110;ENTREPEÑAS;0;501;;13
1972;ENTREVIAS;52;501;;11,71
1217;ESCALONA;103;501;;6,62
1219;ESCALONA;107;501;;10
1082;ESFINGE;2;501;;4,92
7949;ESPALTER;0;501;;7,47
3435;ESPALTER;0;501;;4,74
1270;Espinar;1;501;;8,36
829;ESTAFETA;35;501;;8,34
828;ESTAFETA;2;501;;11,97
7917;ESTAFETA;35;501;;8,17
6304;ESTAFETA;33;501;;5,25
831;ESTAFETA;33;501;ADCIONALMENTE AMPLIAR MEDIANA;10,25
2347;ESTEBAN COLLANTES;21;501;0;8,21
7231;ESTEBAN MORA;1;501;;8,83
7232;ESTEBAN MORA;1;501;;7,48
643;Estrecho de Corea;6;501;ACCESO A CENTRO DE SALUD;12,51
2831;ESTRELLA DENEBOLA;0;501;;6,33
397;ESTRELLA POLAR;13;501;ACCESO A COLEGIO;11,87
7;ESTRELLA POLAR;8;501;ACCESO A COLEGIO;11,65
1288;EUGENIA DE MONTIJO;12;501;;16,6
2812;EUGENIA DE MONTIJO;0;501;;9,41
8060;EUGENIA DE MONTIJO;0;501;;11,99
2095;EVARISTO SAN MIGUEL;2;501;;5,81
503;EZEQUIEL SOLANA;64;501;;8,76
499;EZEQUIEL SOLANA;55;501;;11,58
1304;FARO;2;501;;7,81
1441;FEDERICO SALMON;2;501;;6,44
2167;FEIJOO;1;501;;7,56
761;Feijoo;20;501;;5,18
6672;FELIPE ALVAREZ;2;502;;6,5
3244;FELIPE II;1;501;ACCESO A DARESENAS AUTOBUS. SUMIDERO EN BARBACANA;7,1
1607;FELIPE IV;1;501;ACCESO AL MUSEO DEL PRADO;6,51
2697;FELIZ BOIX;0;501;ACCESO A COLEGIO;6,74
1797;FERMIN CABALLERO;72;501;;10,72
1795;FERMIN CABALLERO;74;501;;10,95
2733;FERMIN CABALLERO;54;501;;7,15
724;FERMIN CABALLERO;67;502;;8,98
2730;FERMIN CABALLERO;51;501;;13,94
809;Fermin Donaire;2;501;;5,03
449;FERNAN GONZALEZ;35;501;;3,8
447;FERNAN GONZALEZ;33;501;;3,8
1481;FERNANDEZ DE LA HOZ;68;501;;3,5
2754;FERNANDEZ DE LOS RIOS;100;501;;6,8
2759;FERNANDEZ DE LOS RIOS;63;501;;6,9
2165;FERNANDEZ DE LOS RIOS;1;501;;7,56
2758;FERNANDEZ DE LOS RIOS;65;501;;6,8
1719;FERNANDEZ DE LOS RIOS;112;501;SUMIDERO EN BARBACANA;6,3
2756;FERNANDEZ DE LOS RIOS;102;501;;6,57
1717;FERNANDEZ DE LOS RIOS;114;501;ACCESO AL INTERCAMBIADOR DE TRANSPORTE DE MONCLOA;12,13
2761;FERNANDO EL CATOLICO;54;501;;6,9
2762;FERNANDO EL CATOLICO;52;501;;8,8
2516;FERNANDO EL CATOLICO;82;501;;6,8
1461;FERNANDO EL CATOLICO;88;501;;10,15
2765;FERNANDO EL SANTO;1;502;;5,79
8050;FERNANDO LAZARO CARRETER;0;501;;17,54
3457;FERNANDO VI;23;501;;7,35
785;FERRAZ;62;501;;10,42
783;FERRAZ;50;501;;9,56
1715;FERRAZ;53;501;;8,61
2642;FERRAZ;0;501;ACCESO A PARQUE;15,17
1714;FERRAZ;47;501;;8,4
1993;FERRAZ;2;502;;9,37
1992;FERRAZ;2;502;;11,03
2641;FERRAZ;0;501;ACCESO A PARQUE;10,74
111;FERROCARRIL;43;501;;14,7
364;FERROCARRIL;19;501;;14,6
273;FERROCARRIL;1;501;;14,7
704;FERROL;1;501;;9,78
1489;FILIPINAS;54;501;;11,3
1488;FILIPINAS;18;501;;12,44
1486;FILIPINAS;32;501;;17,5
1473;FILIPINAS;2;501;;3
1472;FILIPINAS;1;501;;4,3
712;FINISTERRE;8;501;;10,37
702;FINISTERRE;1;501;;11,95
701;FINISTERRE;29;501;ACCESO A COLEGIO. SUMIDEROS EN BARBACANA;9,85
698;FINISTERRE;31;501;ACCESO A COLEGIO;9,64
710;FINISTERRE;15;501;;10,55
1514;FLAUTAS;54;501;;7,49
2258;FOBOS;2;501;;9,57
2259;FOBOS;1;501;;6,21
1599;Francisco Brizuela;1;501;;9
2522;FRANCISCO DE ROJAS;13;501;;12,28
152;FRANCISCO DE ROJAS;2;501;;13,39
657;FRANCISCO LARGO CABALLERO;2;501;ACCESO METRO;9,37
1326;FRANCISCO LARGO CABALLERO;10;501;ACCESO A CENTRO DE MAYORES;9,35
1325;FRANCISCO LARGO CABALLERO;10;501;ACCESO A CENTRO DE MAYORES;9,56
8024;FRANCISCO PI I MARGALL;0;502;;12,78
1663;FRANCISCO PI I MARGALL;17;501;;13
8020;FRANCISCO PI I MARGALL;0;502;;13,22
1664;FRANCISCO PI I MARGALL;17;501;;13
8023;FRANCISCO PI I MARGALL;0;502;;12,94
7951;FRANCISCO PI I MARGALL;81;502;;10,09
3987;FRANCISCO PI I MARGALL;0;501;;14,4
3988;FRANCISCO PI I MARGALL;91;501;;13,03
7952;FRANCISCO PI I MARGALL;94;502;;9,73
8019;FRANCISCO PI I MARGALL;0;502;;12,6
2879;FRANCISCO RAMIRO;20;501;;7,73
2628;FRANCISCO SILVELA;64;501;;12,6
487;FRANCISCO SILVELA;87;501;;7,36
435;FRANCISCO SILVELA;2;501;;6,75
2377;FRANCISCO SILVELA;36;501;;13,46
2629;FRANCISCO SILVELA;67;501;;15,5
491;FRANCISCO SILVELA;88;501;;8,09
2379;FRANCISCO SILVELA;60;501;;13,68
2380;FRANCISCO SILVELA;37;501;;14,7
486;FRANCISCO SILVELA;86;501;;7,04
734;FRANCISCO SILVELA;49;501;NO ESTA EL REBAJE EN TODO EL ANCHO DEL PASO DE PEATONES;14,21
434;FRANCISCO SILVELA;1;501;;6,9
2376;FRANCISCO SILVELA;45;501;;14,22
490;FRANCISCO SILVELA;89;501;;11,7
1354;FRANCISCO SILVELA;124;501;;10
428;FRANCISCO SILVELA;13;501;;9,3
735;FRANCISCO SILVELA;44;501;;14,1
1355;FRANCISCO SILVELA;99;501;;10
429;FRANCISCO SILVELA;12;501;;6,8
500;FRANCISCO VILLAESPESA;55;501;;6,13
502;FRANCISCO VILLAESPESA;14;501;;8,75
501;FRANCISCO VILLAESPESA;14;501;;7,96
3485;FRANCISCO Y JACINTO ALCANTARA;0;501;ACCESO A PARQUE;22,19
2169;FRANCO RODRIGUEZ;1;501;;7
1763;FRANCOS RODRIGUEZ;96;501;;9,45
1995;FRANCOS RODRIGUEZ;73;501;;19,4
7171;FRANCOS RODRIGUEZ;76;501;;6,93
1765;FRANCOS RODRIGUEZ;77;502;;16,24
1762;FRANCOS RODRIGUEZ;69;501;;10,52
1010;FRANCOS RODRIGUEZ;76;501;;7,24
1783;FRAY BERNARDINO SAHAGUN;2;501;ACCESO A COLEGIO;15,83
153;FUENCARRAL;112;501;;10,43
1492;FUENCARRAL;132;501;;6,66
101;FUENCARRAL;83;501;;6,3
99;FUENCARRAL;87;501;;5,99
770;FUENCARRAL;160;501;;7,36
6210;FUENTE CARRANTONA;0;501;;9,25
994;FUENTE CARRANTONA;32;501;;14,56
6209;FUENTE CARRANTONA;4;501;ARBOL EN BARBACANA. ADICIONALMENTE AMPLIAR LA MEDIANA;8,98
961;FUENTE CARRANTONA;13;501;;19,44
2954;FUENTE CARRANTONA;0;501;ACCESO A INTERCAMBIADOR DE TRANSPORTE;9,11
7901;FUENTE CARRANTONA;11;501;;6,98
959;FUENTE CARRANTONA;11;501;;6,11
6207;FUENTE CARRANTONA;6;502;;6,77
6206;FUENTE CARRANTONA;6;502;;6,84
2955;FUENTE CARRANTONA;0;501;ACCESO A INTERCAMBIADOR DE TRANSPORTE;10,33
7775;FUENTE CARRANTONA;9;501;;6,62
998;FUENTE CARRANTONA;35;501;;10,5
2059;FUENTE CARRANTONA;9;501;;8,98
997;FUENTE CARRANTONA;30;501;;11,63
993;FUENTE CARRANTONA;39;501;;15,12
1105;FUENTIDUEÑA;6;501;;9
1837;GABRIELA MISTRAL;64;502;;8,3
1656;GALLUR;2;502;FAROLA EN BARBACANA;6
763;GARCIA DE PAREDES;2;501;;5,8
407;Garibay;1;501;ADICIONALMENTE AMPLIAR ACERA;11,6
294;GASOMETRO;12;501;;6,4
197;GASOMETRO;1;501;;6,42
292;GASOMETRO;13;501;;14,56
2323;GAZTAMBIDE;80;501;;6,72
751;GENERAL ALVAREZ DE CASTRO;1;501;;11,89
759;GENERAL ALVAREZ DE CASTRO;45;501;ACCESO A COLEGIO;14,25
760;GENERAL ALVAREZ DE CASTRO;9;501;;11,42
2752;GENERAL ALVAREZ DE CASTRO;31;502;;11,7
2751;GENERAL ALVAREZ DE CASTRO;37;502;ACCESO A COLEGIO;14,11
1244;GENERAL ALVAREZ DE CASTRO;24;502;ARBOL EN BARBACANA;14,5
4596;GENERAL AMPUDIA;2;501;;7,5
886;GENERAL ARANAZ;1;501;;6,1
150;GENERAL CASTA?OS;5;501;;3,6
2771;GENERAL DIAZ PORLIER;1;501;;3,72
2417;GENERAL DIAZ PORLIER;7;501;;5
1233;GENERAL FANJUL;2;501;;11,4
1237;GENERAL FANJUL;101;502;ACCESO A CENTRO DE SALUD;11,01
1236;GENERAL FANJUL;51;502;;14,99
2271;GENERAL FANJUL;0;501;;11,5
4372;GENERAL FANJUL;0;501;ACCESO A POLIDEPORTIVO;14,8
1235;GENERAL FANJUL;4;501;;15
1479;GENERAL IBA?EZ IBERO;1;501;;18,37
283;GENERAL LACY;26;501;;12,1
7890;GENERAL LACY;2;501;;11,7
493;GENERAL LOPEZ POZAS;26;501;;23,72
2695;GENERAL LOPEZ POZAS;0;501;ACCESO A COLEGIO;12,29
2696;GENERAL LOPEZ POZAS;0;501;ACCESO A COLEGIO;9,93
2084;GENERAL MARTINEZ CAMPOS;34;501;;12,61
2891;GENERAL MARTINEZ CAMPOS;43;501;ARBOL EN BARBACANA;15,58
2049;GENERAL MARTINEZ CAMPOS;50;501;;18,34
2085;GENERAL MARTINEZ CAMPOS;34;501;;15,51
2045;GENERAL MARTINEZ CAMPOS;45;501;;15,51
2009;GENERAL MARTINEZ CAMPOS;1;501;;15,67
1530;GENERAL MILLAN ASTRAY;19;501;;6,48
1320;GENERAL MILLAN ASTRAY;0;501;ARBOL EN BARBACANA Y TAPAS DE REGISTRO EN CALZADA;9,46
1537;GENERAL MILLAN ASTRAY;2;501;;9
125;GENERAL MITRE;1;501;;3,5
2671;GENERAL MOSCARDO;2;501;;8,45
2678;GENERAL MOSCARDO;31;501;;6,6
1740;GENERAL ORAA;51;501;;9,36
2050;GENERAL ORAA;2;501;;17,9
2467;GENERAL ORAA;11;501;;4,5
2676;GENERAL PERON;26;501;ARBOL EN BARBACANA;11,46
4684;GENERAL PERON;14;501;;11,16
2481;GENERAL PERON;40;501;;12,88
2480;GENERAL PERON;40;501;;14,2
7814;GENERAL PERON;26;501;;11,42
4683;GENERAL PERON;14;501;;10,24
1298;GENERAL RICARDOS;140;501;;13,67
2784;GENERAL RICARDOS;81;501;;17,05
1300;GENERAL RICARDOS;152;501;;11,06
1836;GENERAL RICARDOS;53;501;;16,74
1835;GENERAL RICARDOS;93;501;;13,77
2121;GENERAL RICARDOS;166;501;;13
1250;GENERAL RICARDOS;274;502;;12,2
1287;GENERAL RICARDOS;153;501;ACCESO A INTERCAMBIADOR TRANSPORTE;14
2131;GENERAL RICARDOS;206;501;;12,18
1285;GENERAL RICARDOS;1;501;;17,14
1251;GENERAL RICARDOS;222;501;;13,33
2544;GENERAL RICARDOS;172;501;;13
2435;GENERAL RICARDOS;101;501;;14,26
1260;GENERAL RICARDOS;26;501;;16,82
1261;GENERAL RICARDOS;7;501;;16,84
1263;GENERAL RICARDOS;184;501;;12,84
1520;GENERAL ROMERO BASART;50;501;;13,28
1525;GENERAL ROMERO BASART;123;501;;13,1
1522;GENERAL ROMERO BASART;85;501;SUMIDERO EN BARBACANA;13,18
1529;GENERAL ROMERO BASART;139;501;;13,38
1527;GENERAL ROMERO BASART;125;501;;14,63
1524;GENERAL ROMERO BASART;93;501;;10,61
2680;GENERAL YAGUE;15;501;ACCESO A PARROQUIA;9,3
2487;GENERAL YAGUE;1;501;;12,5
2684;GENERAL YAGUE;8;501;;12,03
1053;GENERAL YAGUE;57;501;;10,5
2681;GENERAL YAGUE;24;501;;11,8
2178;GENERAL YAGUE;10;501;;12,16
35;GENOVA;30;501;;13,5
151;GENOVA;25;501;;16,7
1787;GENOVA;4;501;ACCESO AL METRO;17,17
36;GENOVA;31;501;;11,38
3804;GERARDO CORDON;0;501;;10,14
2019;GINZO DE LIMIA;47;501;;12,35
706;GINZO DE LIMIA;2;501;SUMIDERO EN BARBACANA;7,13
3296;GINZO DE LIMIA;22;501;;6,9
1791;GINZO DE LIMIA;68;501;;9,85
2018;GINZO DE LIMIA;58;501;;12,19
3295;GINZO DE LIMIA;19;501;;7,02
1792;GINZO DE LIMIA;55;502;;9,6
2729;GINZO DE LIMIA;51;501;;9,98
692;GINZO DE LIMIA;58;501;ACCESO A CENTRO COMERCIAL;9,4
693;GINZO DE LIMIA;58;501;ACCESO A CENTRO COMERCIAL;9,3
2732;GINZO DE LIMIA;47;501;;11,43
694;GINZO DE LIMIA;56;501;;6,85
695;GINZO DE LIMIA;41;501;;6,85
2728;GINZO DE LIMIA;66;501;;9,49
705;GINZO DE LIMIA;1;501;SUMIDERO EN BARBACANA;7,03
2731;GINZO DE LIMIA;62;501;;13,43
2786;GLORIETA DE CADIZ - ACCESO M30;0;502;;4,85
2569;GLORIETA DE CADIZ - ACCESO M30;0;501;;10,23
2533;GLORIETA DE PIEDRAFITA;0;501;;15,63
2537;GLORIETA DE PIEDRAFITA;0;501;;15,31
2534;GLORIETA DE PIEDRAFITA;0;501;;7,83
1315;GLORIETA DE SAN ANTONIO DE LA FLORIDA;0;501;ACCESO A COLEGIO;12,92
190;GLORIETA EMPERADOR CARLOS V;3;501;;17,74
191;GLORIETA EMPERADOR CARLOS V;8;501;;18,46
2137;GLORIETA VALLE DE ORO;11;501;ACCESO A INTERCAMBIADOR TRANSPORTE;15
1615;GOLONDRINA;0;501;;11,93
5783;GOLONDRINA;0;501;;5,98
7068;GOLONDRINA;0;501;;4,99
5784;GOLONDRINA;0;501;;7,31
1616;GOLONDRINA;0;501;;6,29
1613;GOLONDRINA;0;501;;12
142;GONZALO JIMENEZ DE QUESADA;1;501;;3,5
747;GOYA;15;501;;16,41
745;GOYA;31;501;;16,8
2144;GOYA;34;501;;16,6
2148;GOYA;11;501;ARBOL EN BARBACANA;21,39
1724;GOYA;97;501;;15,19
746;GOYA;27;501;;15,84
2769;GOYA;1;501;;19,24
1727;GOYA;66;501;ACCESO A CENTRO COMERCIAL;14,88
2416;GOYA;89;501;ACCESO A CENTRO COMERCIAL;17,3
2145;GOYA;26;501;;15,96
3241;GOYA;91;501;ACCESO A CENTRO COMERCIAL. REJILLA EN CALZADA. PARADA DE TAXIS;15,23
2143;GOYA;63;501;;16,57
2768;GOYA;2;501;;8,15
120;GRAN VIA;23;501;;19
128;GRAN VIA;53;501;;19,4
2125;GRAN VIA;26;501;;18,5
130;GRAN VIA;51;501;;19,1
126;GRAN VIA;61;501;;18,92
133;GRAN VIA;41;501;;19
135;GRAN VIA;39;501;;18,8
2427;GRAN VIA;26;501;;16,5
140;GRAN VIA;25;501;;19,2
62;GRAN VIA;1;501;;13,5
144;GRAN VIA;16;501;;15,92
137;GRAN VIA;31;501;;19,2
7808;GRAN VIA DE HORTALEZA;13;501;GR.15;10
1817;GRAN VIA DE HORTALEZA;60;501;;7,39
2402;GRAN VIA DE HORTALEZA;26;501;GR.15;11,27
67;GRAN VIA DE HORTALEZA;49;501;;7,29
1816;GRAN VIA DE HORTALEZA;39;501;;7,35
7972;GRAN VIA DE HORTALEZA;62;501;;7,23
919;GRAN VIA DE HORTALEZA;94;501;;8,26
918;GRAN VIA DE HORTALEZA;69;501;;7,02
202;GRAN VIA DE SAN FRANCISCO;1;501;;8,69
172;GRAN VIA DE SAN FRANCISCO;21;501;;5,3
201;GRAN VIA DE SAN FRANCISCO;2;501;;9,1
173;GRAN VIA DE SAN FRANCISCO;21;501;;16
541;GRAN VIA DE VILLAVERDE;0;502;;9,5
540;GRAN VIA DE VILLAVERDE;0;502;;7,16
539;GRAN VIA DE VILLAVERDE;0;502;;13,66
538;GRAN VIA DE VILLAVERDE;0;502;;8,93
1122;GRAN VIA DE VILLAVERDE;0;502;;13,78
537;GRAN VIA DE VILLAVERDE;0;501;;13,98
1121;GRAN VIA DE VILLAVERDE;0;502;;7,03
1120;GRAN VIA DE VILLAVERDE;0;502;;13,88
535;GRAN VIA DE VILLAVERDE;0;501;;14,61
1141;GRAN VIA DEL ESTE;7;501;;7,95
1139;GRAN VIA DEL ESTE;5;501;;7
1142;GRAN VIA DEL ESTE;14;501;;7,3
1891;GRAN VIA DEL ESTE;73;501;;10
1138;GRAN VIA DEL ESTE;12;501;;7,06
1892;GRAN VIA DEL ESTE;73;501;;7
1864;GRAN VIA DEL ESTE;71;502;;10,74
1865;GRAN VIA DEL ESTE;80;502;;7,2
1097;GRAN VIA DEL ESTE;1;501;;6,8
1863;GRAN VIA DEL ESTE;71;502;;10,51
1098;GRAN VIA DEL ESTE;2;501;;7,3
1866;GRAN VIA DEL ESTE;80;502;;7,64
2200;GRAN VIA DEL SURESTE;43;502;VIA LATERAL;6,76
2198;GRAN VIA DEL SURESTE;36;502;;13,76
2207;GRAN VIA DEL SURESTE;38;502;;13,6
2197;GRAN VIA DEL SURESTE;36;502;VIA LATERAL;6,56
2199;GRAN VIA DEL SURESTE;43;502;;13,8
2206;GRAN VIA DEL SURESTE;45;502;;13,68
2205;GRAN VIA DEL SURESTE;45;502;VIA LATERAL;7,23
2208;GRAN VIA DEL SURESTE;38;502;VIA LATERAL;6,86
2398;GREGORIO SANCHEZ HERRAIZ;0;501;GR.11;8,1
