 ID-EVENTO;TITULO;FECHA;HORA;CONTENT-URL;URL-ACTIVIDAD;NOMBRE-INSTALACION;CENTROID;COORDENADA-X;COORDENADA-Y;DISTRITO
8369822;Actividades lúdicas y recreativas;26/12/2015;10:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8e13956f69d51510VgnVCM1000000b205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1399a90b95d51510VgnVCM1000000b205a0aRCRD;Centro Deportivo Municipal Gallur;4698;437704;4472452;LATINA
8279390;Atletismo. 38ª San Silvestre Popular y 51ª San Silvestre Internacional 2015;31/12/2015;17:30;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a8e5e445a96d0510VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a343cebc33383310VgnVCM2000000c205a0aRCRD;Estadio Santiago Bernabéu;4657;441727;4478378;CHAMARTIN
8557750;Baloncesto. Tecnificación Navidad Baloncesto;30/12/2015;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1c26637e13191510VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c8415e5501261510VgnVCM1000000b205a0aRCRD;Centro Deportivo Municipal San Blas;4689;448255;4475740;SAN BLAS-CANILLEJAS
8371090;Campus de Gimnasia Rítmica;21/12/2015;9:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=780306158f161510VgnVCM1000000b205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=edce06158f161510VgnVCM1000000b205a0aRCRD;Centro Deportivo Municipal Daoíz y Velarde 1;134059;442592;4472731;RETIRO
8372737;Deportes. Campaña Navidad 2015/16. Distrito Usera;21/12/2015;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b14a82dace261510VgnVCM1000000b205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c3c787dbcc261510VgnVCM1000000b205a0aRCRD;Centro Deportivo Municipal Orcasitas;4693;439629;4469896;USERA
8369821;Gala Navidad Gimnasia Rítmica Infantil;21/12/2015;18:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ec13956f69d51510VgnVCM1000000b205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1399a90b95d51510VgnVCM1000000b205a0aRCRD;Centro Deportivo Municipal Las Cruces;4538574;435889;4470323;LATINA
8148944;Partido de fútbol. Club Atlético de Madrid SAD - Levante UD SAD;02/01/2016;20:30;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cd7e451d9569e410VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b023423c2169e410VgnVCM2000000c205a0aRCRD;Estadio Vicente Calderón;4658;438909;4472774;ARGANZUELA
8148965;Partido de fútbol. Club Atlético de Madrid SAD - RC Deportivo de La Coruña SAD;13/03/2016;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3e04451d9569e410VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b023423c2169e410VgnVCM2000000c205a0aRCRD;Estadio Vicente Calderón;4658;438909;4472774;ARGANZUELA
8148964;Partido de fútbol. Club Atlético de Madrid SAD - Real Sociedad de Fútbol SAD;02/03/2016;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6ca3451d9569e410VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b023423c2169e410VgnVCM2000000c205a0aRCRD;Estadio Vicente Calderón;4658;438909;4472774;ARGANZUELA
8148954;Partido de fútbol. Club Atlético de Madrid SAD - SD Eibar SAD;07/02/2016;0:00;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=94bf451d9569e410VgnVCM2000000c205a0aRCRD;http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b023423c2169e410VgnVCM2000000c205a0aRCRD;Estadio Vicente Calderón;4658;438909;4472774;ARGANZUELA
